tokenchunk1,tokenchunk2,label
have learned to forgive and forget and find,have learned to forgive and forget and find,BEFORE
have learned to forgive and forget and find,have learned to forgive and forget and find,BEFORE
said,have learned to forgive and forget and find,AFTER
reconciliation,said,BEFORE
have become,reconciliation,BEFORE
became,_ send,INCLUDES
triggering,became,BEFORE
allowed,triggering,BEGINS
relaxed,triggering,BEGINS
relaxed,allowed,BEFORE
the crisis,relaxed,BEFORE
triggered,the end,AFTER
the crisis,triggered,BEGUN_BY
began to relax,began to relax,BEFORE
to speak to _,visit,BEFORE
cut,to speak to _,BEFORE
cut,left,AFTER
have managed to split,said,IS_INCLUDED
said,said,BEFORE
have managed to split,have managed to split,BEFORE
stayed,The family QUOTs experience,BEFORE
helped,get,BEFORE
worked,helped,BEFORE
seems,worked,AFTER
stayed,seems,BEFORE
to come,arriving,BEFORE
have come,has passed,BEFORE
wrought,the Cuban revolution,AFTER
has overcome,wrought,AFTER
the conflicts,painful separations,BEFORE
has overcome,painful separations,BEFORE
has overcome,the conflicts,AFTER
high-profile public sparring _,thrust,AFTER
has overcome,thrust,BEFORE
created,has overcome,AFTER
heal,created,AFTER
would seem,heal,BEFORE
flying,would seem,BEFORE
high-profile public sparring _,flying,INCLUDES
high-profile public sparring _,treachery,AFTER
high-profile public sparring _,spying,AFTER
high-profile public sparring _,abuse,AFTER
would prefer not to talk,would prefer not to talk,BEFORE
said,would prefer not to talk,AFTER
said,said,BEFORE
was hounded,said,BEFORE
must go to work,said,IS_INCLUDED
must go to work,must go to work,BEFORE
would nQUOTt come,must go to work,BEFORE
was hounded,would nQUOTt come,BEFORE
rushed,was hounded,BEFORE
lambasting,playing,AFTER
buzzed,lambasting,INCLUDES
did nQUOTt stop,buzzed,BEFORE
told,did nQUOTt stop,BEFORE
have lost,is to lose,IDENTITY
know,is to lose,AFTER
am supporting,know,AFTER
told,am supporting,INCLUDES
have lost,his own son QUOTs death,AFTER
told,referring,INCLUDES
have lost,told,BEFORE
rushed,told,BEFORE
rushed,have lost,AFTER
filed,see,BEFORE
could help reunite,could help reunite,BEFORE
asking,could help reunite,BEFORE
filed,asking,INCLUDES
expressing,can prompt,BEFORE
denied,back down,BEFORE
asking,the request,IDENTITY
denied,the request,AFTER
sent,denied,BEFORE
should go,to live,BEFORE
believes,should go,BEFORE
have fled,believes,BEFORE
asking,be moved,BEFORE
sent,asking,AFTER
was thrust,sent,BEFORE
was thrust,the swirling Gonzalez family saga,AFTER
be resolved,a court hearing,IS_INCLUDED
rushed,has divided,AFTER
6-year-old shipwreck survivor,has divided,BEFORE
ducked,walked,BEFORE
rushed,ducked,BEFORE
rushed,6-year-old shipwreck survivor,AFTER
shaking,shouting,SIMULTANEOUS
rushed,shaking,INCLUDES
rushed,stepped,SIMULTANEOUS
rushed,be resolved,BEFORE
do,remains to be seen,BEFORE
saying,do,BEFORE
saying,would turn,BEFORE
to say,saying,AFTER
ring,find,BEFORE
decides to go,ring,BEFORE
shows,decides to go,BEFORE
to say,shows,BEFORE
changes,to say,BEFORE
said : QUOTQUOT,changes,INCLUDES
changes,changes,IDENTITY
Asked to comment,said : QUOTQUOT,INCLUDES
Asked to comment,Castro QUOTs announcement,AFTER
said,Castro QUOTs announcement,IS_INCLUDED
to bring,takes to bring,IDENTITY
to wait,takes to bring,BEFORE
said,to wait,BEFORE
said,said,BEFORE
reinserting,said,AFTER
said,said,BEFORE
said,said,BEFORE
would be accompanied,said,AFTER
would travel,would be accompanied,INCLUDES
the custody battle,has been decided,ENDED_BY
would travel,the custody battle,AFTER
would travel,to bring,BEFORE
said,would travel,BEFORE
said,said,BEFORE
clearing,his return,BEFORE
to stay,clearing,BEFORE
would revoke,to stay,BEFORE
said,would revoke,BEFORE
continued to defy,continued to defy,BEFORE
did not plan to remove,did not plan to remove,BEFORE
said,did not plan to remove,AFTER
built,said,SIMULTANEOUS
QUOTll have to go find,QUOTll have to go find,BEFORE
told,QUOTll have to go find,BEFORE
wo nQUOTt cooperate,told,AFTER
said,wo nQUOTt cooperate,BEFORE
a fight,to keep,BEFORE
lose,a fight,ENDS
had not signed,lose,BEFORE
had not signed,to hand,BEFORE
will not lend,repatriate,BEFORE
will not lend,to assist,BEFORE
will not lend,said,AFTER
said,said,BEFORE
take,send,BEFORE
tried to,take,BEFORE
could erupt,tried to,BEGUN_BY
said,could erupt,BEFORE
warned,said,BEFORE
should expect,come,BEFORE
warned,should expect,BEFORE
came,stayed COMMA,BEFORE
said,came,BEFORE
think,said,IS_INCLUDED
and said,said,BEFORE
be allowed to stay,be allowed to stay,BEFORE
insist,be allowed to stay,BEFORE
and said,insist,AFTER
need to follow,need to follow,BEFORE
and said,need to follow,BEFORE
said,and said,BEFORE
said,Disney World and eating fast food,INCLUDES
said,QUOTs to say,INCLUDES
said,the draw,AFTER
are born,are born,BEFORE
said,are born,AFTER
said,are born,AFTER
Send,said,AFTER
went,said,BEFORE
to say,taking,BEFORE
went,to say,BEFORE
breaking,went,BEFORE
have issued,breaking,BEFORE
have issued,statement,BEFORE
to make,all his decisions,BEFORE
urge,to make,BEFORE
welcome,urge,BEFORE
welcome,said,IS_INCLUDED
is permitted,to come,BEFORE
is permitted,said,IS_INCLUDED
said,said,BEFORE
comes,this visit,IDENTITY
has become,this visit,BEFORE
said,has become,AFTER
comes,goes,INCLUDES
QUOTs coming,comes,IDENTITY
said,comes,BEFORE
said,said,BEFORE
QUOTs coming,said,AFTER
sipping,said,BEFORE
is designed to prevent,any defections,BEFORE
is designed to prevent,is designed to prevent,BEFORE
is convinced COMMA,is designed to prevent,AFTER
sipping,is convinced COMMA,INCLUDES
cautioned,sipping,BEFORE
To give,take,BEFORE
know,To give,BEFORE
said,know,INCLUDES
are coming,said,AFTER
cautioned,said,INCLUDES
cautioned,are coming,BEFORE
will make,does not defect,BEFORE
cautioned,will make,BEFORE
would travel,stay,BEFORE
has suggested,stay,BEFORE
said,issued,AFTER
to travel,would travel,IDENTITY
said,would travel,BEFORE
said,said,BEFORE
said,the visit,BEFORE
is orchestrating,the visit,BEFORE
said,is orchestrating,AFTER
to come,said,AFTER
the expected visit,to come,IDENTITY
but was told,had to apply,BEFORE
asked,but was told,BEFORE
asked,the expected visit,BEFORE
to travel,to take,BEFORE
announced,to travel,BEFORE
became,announced,AFTER
that standoff,became,BEFORE
had threatened to revoke,that standoff,IS_INCLUDED
the family QUOTs appeal,was decided,ENDED_BY
hand Elian,the family QUOTs appeal,AFTER
agreeing,hand Elian,BEFORE
did not sign,agreeing,BEFORE
had threatened to revoke,did not sign,AFTER
had threatened to revoke,had threatened to revoke,BEFORE
the possible arrival,said,AFTER
are monitoring,the possible arrival,BEFORE
developments,the possible arrival,BEFORE
are monitoring,developments,AFTER
take,return,BEFORE
would allow,take,BEFORE
revoking,would allow,BEFORE
revoking,to stay,BEFORE
postponed,revoking,BEFORE
crept,an uneventful close,BEFORE
talks,crept,IS_INCLUDED
swirled,talks,SIMULTANEOUS
talk,swirled,INCLUDES
did not suffer,could not understand,BEFORE
said,did not suffer,AFTER
talk,said,INCLUDES
said,said,BEFORE
will get,can brain-wash,BEFORE
said,will get,BEFORE
should go to be,said,AFTER
said,said,BEFORE
said,should go to be,BEFORE
said,would not understand,BEFORE
talk,said,INCLUDES
say,said,IDENTITY
talk,say,INCLUDES
talk,hatched,AFTER
talk,_ or ridicule,INCLUDES
talk,question,INCLUDES
talk,is planning to come,AFTER
is planning to come,to retrieve,BEFORE
is planning to come,is planning to come,BEFORE
_ or ridicule,is planning to come,AFTER
question,is planning to come,AFTER
question,_ or ridicule,BEFORE
villify,question,BEFORE
want to send,want to send,BEFORE
villify,want to send,AFTER
talk,villify,INCLUDES
learned,keeping up,BEFORE
talk,learned,AFTER
talk,gather,INCLUDES
talk,pours,INCLUDES
talk,the standoff,AFTER
said,joined,AFTER
goes,said,AFTER
insist,said,BEFORE
insist,goes,BEFORE
to go to prove,remains to be seen,BEFORE
to go to prove,to go to prove,BEFORE
do nQUOTt understand,to go to prove,BEFORE
insist,do nQUOTt understand,BEFORE
shows,insist,BEFORE
believe,should go,BEFORE
shows,believe,AFTER
seem to agree,should go,BEFORE
seem to agree,seem to agree,BEFORE
appear to be stymied COMMA,seem to agree,SIMULTANEOUS
appear to be stymied COMMA,appear to be stymied COMMA,BEFORE
to keep,appear to be stymied COMMA,AFTER
would be turned,arrives,AFTER
insisting,arrives,BEFORE
insisting,would be turned,BEFORE
their negotiating stance,insisting,BEFORE
had told,waiting,AFTER
telephone conversations,had told,INCLUDES
had mistreated,telephone conversations,IS_INCLUDED
raised,had mistreated,AFTER
come,to get,BEFORE
had said,come,BEFORE
changed,announced,AFTER
announced,had said,AFTER
announced,to travel,BEFORE
refused to sign,the talks,IS_INCLUDED
refused to sign,the agreement,BEFORE
refused to sign,refused to sign,BEFORE
refused to sign,extended,BEFORE
refused,would take,BEFORE
had threatened to revoke,had threatened to revoke,BEFORE
refused,had threatened to revoke,AFTER
must sign,refused,BEFORE
lose,their appeal,ENDS
to turn,lose,AFTER
must sign,to turn,BEFORE
sought to have,must sign,BEFORE
to be sent,is heard,AFTER
the appeal,is heard,BEFORE
to be sent,the appeal,AFTER
can allow,to be sent,BEFORE
maintain,can allow,BEFORE
ruled,appealed,BEFORE
a decision upheld,the decision,IDENTITY
to overturn,the decision,AFTER
filed,to overturn,BEFORE
ruled,filed,BEFORE
a decision upheld,a decision upheld,BEFORE
ruled,a decision upheld,IDENTITY
ruled,should go,BEFORE
placed,but kept,BEFORE
was found floating,placed,BEFORE
Cuba sank,drowned,BEFORE
carrying,Cuba sank,BEFORE
was found floating,carrying,AFTER
was found floating,carrying,AFTER
was found floating,was found floating,ENDS
a four-month ordeal,catapulted,INCLUDES
approved,said,BEFORE
wants to accompany,approved,AFTER
wants to accompany,wants to accompany,BEFORE
has said,wants to accompany,BEFORE
would live,is resolved,BEFORE
has said,would live,BEFORE
would come,would travel,BEFORE
would come,to get,BEFORE
their third day-long meeting,would come,BEFORE
to continue,our negotiations,BEFORE
continue to be,said,AFTER
their third day-long meeting,but said,BEFORE
do,ca nQUOTt control,BEFORE
QUOTll try to do,do,BEFORE
QUOTll try to do,QUOTll try to do,BEFORE
said,QUOTll try to do,BEFORE
practiced forming,practiced forming,BEFORE
said,practiced forming,AFTER
to stop,come,BEFORE
to stop,said,AFTER
some predicting bloodshed,come,BEFORE
would block,some predicting bloodshed,BEFORE
any attempt,to take,BEFORE
would block,any attempt,BEFORE
continued to vow,would block,BEFORE
had been approved,might come,BEFORE
said,had been approved,AFTER
is to reunite,will transfer,AFTER
is to reunite,said,AFTER
will order,to turn,BEFORE
said,will order,BEFORE
the short journey,to erase,BEFORE
making,the short journey,INCLUDES
is doing,making,INCLUDES
involved should be searching,an amicable ending,BEFORE
is entitled to reunite,to enforce,AFTER
should not be reunited,is entitled to reunite,IDENTITY
gives,is entitled to reunite,BEFORE
yields,to reflect and to look,BEFORE
to reflect and to look,a gentler resolution,BEFORE
to reflect and to look,to reflect and to look,BEFORE
gives,to reflect and to look,BEFORE
yields,gives,AFTER
and could lead,a violent confrontation,BEFORE
ought not to rush to take,and could lead,BEGINS
ought not to rush to take,ought not to rush to take,BEFORE
be resisting,defined,AFTER
will have to consider,be resisting,AFTER
a court edict,be resisting,BEFORE
a court edict,will have to consider,BEFORE
fails to compel,compliance,BEFORE
fails to compel,fails to compel,BEFORE
a court edict,fails to compel,BEFORE
balk,are held,BEFORE
instructing,to turn,BEFORE
a federal court order,instructing,INCLUDES
obtain,a federal court order,INCLUDES
revoke,obtain,BEFORE
balk,revoke,BEFORE
relinquish,balk,BEFORE
to await,an appellate court ruling,ENDED_BY
to return,to await,BEFORE
happens,to return,BEFORE
the transition,happens,BEFORE
makes,the transition,INCLUDES
to do,makes,BEFORE
arrives,to do,BEFORE
Gonzalez QUOTs arrival,arrives,IDENTITY
to turn,arrives,AFTER
The best outcome,to turn,INCLUDES
trumping,determine,BEFORE
have unreasonably demanded,determine,BEFORE
trumping,have unreasonably demanded,AFTER
have left,to stir,BEFORE
have left,relinquish,BEFORE
arrangements,to transfer,BEFORE
to make,arrangements,BEFORE
help clear,to make,BEFORE
help clear,help clear,BEFORE
Gonzalez QUOTs arrival,help clear,BEFORE
comes,Gonzalez QUOTs arrival,INCLUDES
comes,should not be reunited,INCLUDES
went,can argue,AFTER
comes,went,INCLUDES
to distort,to see,BEFORE
and to end,reclaiming custody,BEFORE
has made,and to end,BEFORE
to dispel,_ raised,AFTER
has made,to dispel,BEFORE
to affirm,to be reunited,BEFORE
to travel,to affirm,BEFORE
the right decision,to travel,BEFORE
has made,the right decision,BEFORE
needs,help,BEFORE
said,said,BEFORE
a resolution,violence,INCLUDES
pray,a resolution,BEFORE
work,pray,BEFORE
prefers to keep,prefers to keep,BEFORE
said,prefers to keep,IS_INCLUDED
said,said,BEFORE
said,supports,IS_INCLUDED
said,to do,BEFORE
said,has not visited,AFTER
said,said,BEFORE
said,decides,INCLUDES
said,He talks,INCLUDES
does nQUOTt listen,said,IS_INCLUDED
talks,said,IS_INCLUDED
said,are getting,AFTER
said,said,BEFORE
said,this situation,AFTER
said,said,BEFORE
said,talks,AFTER
talking,said,INCLUDES
walked,talking,DURING_INV
this tragedy,a tragedy,IDENTITY
has gone,become,BEFORE
was found floating,was found floating,ENDS
do think is,should have arrived,AFTER
do think is,do think is,INCLUDES
thinks,believes,SIMULTANEOUS
do nQUOTt know,believes,AFTER
do nQUOTt know,thinks,AFTER
do nQUOTt know,said,IS_INCLUDED
asked,frowned,BEFORE
asked,was being controlled,AFTER
asked,thought,AFTER
believes,asked,BEFORE
should be afforded,to live,BEFORE
should be worked,should stay,BEFORE
believes,should be worked,BEFORE
think,have forgotten,AFTER
said,think,BEFORE
said,this tragedy,AFTER
said,has become,AFTER
pushing,has dominated,IS_INCLUDED
pushing,envelop,AFTER
should go,wants,AFTER
return,wishes,AFTER
the appeal,return,BEFORE
their appeal,the appeal,IDENTITY
taking,being treated,BEFORE
insisted,taking,BEFORE
failed COMMA,insisted,AFTER
could have returned,failed COMMA,BEFORE
stayed,their appeal,DURING
could have returned,stayed,BEFORE
returning,could have returned,IDENTITY
has developed,could have returned,BEFORE
to return,the boy QUOTs return,IDENTITY
seeking,the boy QUOTs return,BEFORE
learned,seeking,BEFORE
should not disqualify,being reunited,AFTER
would have denied,to reenergize,BEFORE
allowed,would have denied,BEFORE
allowed,to return,BEFORE
The raid,allowed,AFTER
The raid,treated,AFTER
printed,treated,IS_INCLUDED
did not want to go,did not want to go,BEFORE
to say,did not want to go,BEFORE
was put,to say,BEFORE
printed,was put,BEFORE
The raid,printed,AFTER
refusing to return,refusing to return,BEFORE
The raid,refusing to return,AFTER
the raid,The raid,IDENTITY
minimal resistance and injury,minimal resistance and injury,BEFORE
to ensure,minimal resistance and injury,BEFORE
to ensure,minimal resistance and injury,BEFORE
and entered,to ensure,BEFORE
the raid,and entered,BEGUN_BY
were enforcing,and entered,BEFORE
the raid,were enforcing,IS_INCLUDED
the raid,a Nazi SS operation,IDENTITY
the raid,to return,BEFORE
were treating,the raid,AFTER
getting,to reconnect,BEFORE
returning,getting,BEFORE
returning,was confirmed,BEFORE
called,the latest ruling,AFTER
rescues,called,BEFORE
uses to describe,uses to describe,BEFORE
another concession,uses to describe,AFTER
called,another concession,BEFORE
a statement,called,BEFORE
still another delay,Elian QUOTs return,BEFORE
expressed,still another delay,BEFORE
read,expressed,INCLUDES
a statement,read,BEFORE
the decision,was announced,BEFORE
the ruling,the decision,IDENTITY
yelled and wept,the decision,AFTER
yelled and wept,yelled and wept,BEFORE
the ruling,yelled and wept,BEFORE
the ruling,was issued,BEFORE
Thursday QUOTs ruling,the ruling,IDENTITY
were beginning to gather,the ruling,BEFORE
were beginning to gather,were beginning to gather,BEFORE
Thursday QUOTs ruling,were beginning to gather,AFTER
could decide to waive,could decide to waive,BEFORE
said,could decide to waive,BEFORE
fails to file,said,BEFORE
an appeal,to leave,BEFORE
an appeal,said,AFTER
fails to file,an appeal,BEFORE
fails to file,fails to file,BEFORE
said,fails to file,BEFORE
blocking,Elian QUOTs return,BEFORE
the injunction,blocking,INCLUDES
said,the injunction,AFTER
the request,serves,BEFORE
an emergency request,the request,IDENTITY
said,the request,AFTER
its decision,said,BEFORE
can consider,a formal appeal,BEFORE
requesting assurance,can consider,BEFORE
an emergency request,requesting assurance,INCLUDES
filed,an emergency request,INCLUDES
released,filed,BEFORE
its decision,filed,BEFORE
Thursday QUOTs decision,its decision,IDENTITY
released,its decision,AFTER
moved,to wait,BEFORE
lived,moved,BEFORE
took,a pre-dawn raid,IS_INCLUDED
refused,took,BEFORE
ordered,refused,BEFORE
ordered,to surrender,BEFORE
arrived,ordered,BEFORE
an injunction,worked,BEFORE
and obtained,an injunction,BEFORE
appealed,and obtained,BEFORE
upheld,that decision,IAFTER
appealed,that decision,AFTER
upheld,appealed,BEFORE
rejected,upheld,BEFORE
authorized to represent,authorized to represent,BEFORE
saying,authorized to represent,INCLUDES
rejected,saying,INCLUDES
to interview,rejected,BEFORE
traveled,to interview,BEFORE
applied,traveled,BEFORE
did not want to return,did not want to return,BEFORE
saying,did not want to return,INCLUDES
applied,saying,INCLUDES
took,applied,BEFORE
refused to return,citing,BEFORE
refused to return,refused to return,BEFORE
took,refused to return,BEFORE
was rescued,took,BEFORE
survived,clinging,INCLUDES
was rescued,survived,AFTER
died,survived,BEFORE
capsized,survived,BEFORE
capsized,died,BEFORE
was rescued,died,AFTER
was rescued,capsized,AFTER
want to thank,want to thank,BEFORE
said COMMA QUOTQUOT,want to thank,INCLUDES
said,said COMMA QUOTQUOT,BEFORE
allow,return,BEFORE
asked,allow,BEFORE
to end,their court battle,ENDS
asked,to end,BEFORE
asked,Thursday QUOTs ruling,AFTER
a written statement,issued,BEFORE
a written statement,a written statement,BEFORE
said,a written statement,AFTER
said,said,INCLUDES
praised,said,INCLUDES
stressing,raise,BEFORE
praised,raise,BEFORE
praised,stressing,INCLUDES
The ruling,the ruling,IDENTITY
praised,the ruling,AFTER
wanted,said,BEFORE
will keep fighting,will keep fighting,AFTER
will keep fighting,said,IS_INCLUDED
and said,said,BEFORE
and said,might sue,BEFORE
vowed to continue,and said,BEFORE
vowed to continue,the battle,BEFORE
vowed to continue,vowed to continue,BEFORE
the asylum request,head,BEFORE
drop,the asylum request,BEFORE
would have allowed,drop,BEFORE
the INS decision,would have allowed,BEFORE
the INS decision,the continued court proceedings,BEFORE
a request,to name,BEFORE
denied COMMA,a request,AFTER
the INS decision,denied COMMA,INCLUDES
the INS QUOT decision,the INS decision,IDENTITY
to reject,filed,AFTER
the INS QUOT decision,to reject,BEFORE
Naturalization Service QUOTs decision,the INS QUOT decision,IDENTITY
disapproves,the INS QUOT decision,AFTER
approves,the INS QUOT decision,AFTER
approves,disapproves,BEFORE
an asylum hearing,read,BEFORE
to deny,an asylum hearing,BEFORE
Naturalization Service QUOTs decision,to deny,BEFORE
The appellate ruling,Naturalization Service QUOTs decision,IDENTITY
does violate,does not guarantee,BEFORE
acknowledge COMMA,does not guarantee,AFTER
acknowledge COMMA,does violate,AFTER
does violate,wrote,BEFORE
acknowledge COMMA,wrote,IS_INCLUDED
The appellate ruling,wrote,BEFORE
The appellate ruling,Elian QUOTs return,BEFORE
takes,lifting,AFTER
made,takes,BEFORE
The appellate ruling,made,BEFORE
The ruling,The appellate ruling,IDENTITY
died trying to smuggle,separate attitudes,BEFORE
The ruling,separate attitudes,AFTER
died trying to smuggle,died trying to smuggle,BEFORE
died trying to smuggle,died trying to smuggle,ENDS
The ruling,died trying to smuggle,AFTER
The ruling,follows,AFTER
Thursday QUOTs decision,The ruling,IDENTITY
Thursday QUOTs ruling,The ruling,IDENTITY
no extensions,instructed,AFTER
a rehearing,a rehearing,IDENTITY
request,to request,IDENTITY
to request,a rehearing,BEFORE
made,to request,BEFORE
Thursday QUOTs decision,made,BEFORE
request,issued,AFTER
request,a rehearing,BEFORE
request,Thursday QUOTs ruling,AFTER
were giving,an appeal,INCLUDES
said,were giving,INCLUDES
are seeking,further appeals,BEFORE
could be forced to stay,could be forced to stay,BEFORE
refused to order,could be forced to stay,BEFORE
refused to order,a political asylum hearing,BEFORE
refused to order,refused to order,BEFORE
had been affected,said,AFTER
had been affected,the blasts,AFTER
the explosions,the blasts,IDENTITY
could be established,had been affected,AFTER
the explosions,could be established,BEFORE
the explosions,the explosions,IDENTITY
were killed,an explosion,IAFTER
were injured,the blast,IAFTER
a massive blast,the blast,IDENTITY
killing,wounding,SIMULTANEOUS
a massive blast,wounding,IBEFORE
a massive blast,killing,IBEFORE
a massive blast,damaged,IBEFORE
said,a massive blast,AFTER
the explosions,a massive blast,IDENTITY
would like to express,said,BEFORE
these senseless acts,the explosions,IDENTITY
would like to express,the explosions,AFTER
the attacks,these senseless acts,IDENTITY
described,these senseless acts,AFTER
described,the attacks,AFTER
Friday the bomb blasts,the attacks,IDENTITY
Friday the bomb blasts,injured,IBEFORE
killed,injured,SIMULTANEOUS
Friday the bomb blasts,killed,IAFTER
deplored,Friday the bomb blasts,AFTER
were ordered to set,to prevent,BEFORE
were ordered to set,tighten security systems,BEFORE
have taken,bearing,AFTER
The Friday explosions,have taken,BEFORE
dispatched,agents and bombing and evidence specialists,AFTER
has sent,dispatched,BEFORE
The Friday explosions,has sent,BEFORE
killed,were killed,IDENTITY
killed,injured topped,SIMULTANEOUS
The Friday explosions,injured topped,IBEFORE
The Friday explosions,killed,IBEFORE
To turn,said,AFTER
to weaken,would give,BEFORE
To turn,to weaken,BEFORE
To turn,those taking risks,AFTER
will pursue,said,AFTER
are solved,is done,BEFORE
will pursue,are solved,BEFORE
vowed to hunt,will pursue,BEFORE
vowed to hunt,the bombings,AFTER
vowed to hunt,bring to justice,BEFORE
two terrorist bomb attacks,the attacks,IDENTITY
has claimed,the attacks,AFTER
The two bombings,has claimed,BEFORE
two terrorist bomb attacks,The two bombings,IDENTITY
two terrorist bomb attacks,a car bomb attack,SIMULTANEOUS
killed and at least 58 injured,a car bomb attack,IAFTER
have died COMMA,ripped,AFTER
condemned,extended,BEFORE
condemned,the terrorist acts,AFTER
two terrorist bomb attacks,the terrorist acts,IDENTITY
condemned,calling,DURING_INV
were wounded,were hurt,SIMULTANEOUS
were wounded,were reported,BEFORE
were killed,were wounded,SIMULTANEOUS
exploded,killing,IBEFORE
the two bomb explosions,exploded,IDENTITY
said,expressed,DURING_INV
said,pose,AFTER
the two bomb explosions,pose,BEFORE
the two bomb explosions,terrorist attacks,IDENTITY
condemned,said,DURING_INV
condemned,the two bomb explosions,AFTER
the blasts,has claimed,BEFORE
wounded,the blasts,IAFTER
have been killed,the blasts,IAFTER
have been killed,wounded,SIMULTANEOUS
will be uprooted,international cooperation,AFTER
expressed hope,international cooperation,BEFORE
expressed hope,will be uprooted,BEFORE
said,reported,BEFORE
any acts,the death,BEFORE
condemns,any acts,AFTER
said,condemns,AFTER
condemned,and expressed,BEFORE
condemned,the bombing,AFTER
said,this universal battle QUOTQUOT,DURING
said,need to strengthen,IS_INCLUDED
the bombings,the QUOTQUOT cowardly COMMA criminal and tragic QUOTQUOT bombings,IDENTITY
said,would not prevent,BEFORE
last Friday QUOTs bombings,the bombings,IDENTITY
said,the bombings,AFTER
told,said,BEFORE
would wait,could do,BEFORE
looked,would wait,AFTER
looked,visiting,BEFORE
told,looked,INCLUDES
the arrest and conviction,the arrest and conviction,BEFORE
announced,the arrest and conviction,BEFORE
were rounded,failed to explain,AFTER
their search,were rounded,INCLUDES
had arrested,were rounded,AFTER
had arrested,their search,IS_INCLUDED
said,had arrested,AFTER
The bombings,the bombings,IDENTITY
has dispatched,the bombings,AFTER
The bombings,has dispatched,BEFORE
have killed,and wounded,SIMULTANEOUS
The bombings,and wounded,IBEFORE
The bombings,have killed,IBEFORE
the tragedies,The bombings,IDENTITY
have provided,said,BEFORE
sharing,tightening,BEFORE
have provided,tightening,BEFORE
have provided,sharing,BEFORE
the help,have provided,AFTER
told,came,AFTER
last Friday QUOTs bombings,the tragedies,IDENTITY
the close cooperation,the tragedies,AFTER
cooperation,the close cooperation,IDENTITY
said,cooperation,AFTER
make,will present,BEFORE
asked,improving,BEFORE
met,asked,INCLUDES
ordered,sent,AFTER
ordered,would cost to rebuild,BEFORE
met,ordered,INCLUDES
were killed,the Kenya embassy bombing,IAFTER
have killed,were killed,IDENTITY
have killed,injured,SIMULTANEOUS
the twin bombings,injured,IBEFORE
the twin bombings,have killed,IBEFORE
met,the twin bombings,AFTER
met,to assess,INCLUDES
will do,can to protect,BEFORE
will do,said,AFTER
said,to defend,BEFORE
said,would QUOTQUOT continue to be present,BEFORE
said,will not retreat,BEFORE
echoing,said,INCLUDES
these evil acts,terrorist attacks,IDENTITY
said,terrorist attacks,AFTER
The ceremony,were brought,AFTER
the Kenya embassy bombing,were brought,BEFORE
the Kenya embassy bombing,the Kenya embassy bombing,IDENTITY
The ceremony,the Kenya embassy bombing,AFTER
The ceremony,was held,IS_INCLUDED
the ceremony,The ceremony,IDENTITY
were killed,the Kenya embassy bombing,DURING_INV
the return,were killed,AFTER
the ceremony,the return,AFTER
said,the ceremony,IS_INCLUDED
see,said,AFTER
terrorist bomb attacks,these evil acts,IDENTITY
these evil acts,said,BEFORE
must find,said,AFTER
vowed to find,bring,BEFORE
vowed to find,bring,BEFORE
vowed to find,vowed to find,BEFORE
condemned,vowed to find,BEFORE
condemned,terrorist bomb attacks,AFTER
Laden QUOTs extradition,has been refused,BEFORE
the U.S. QUOTs demand,has been refused,BEFORE
the U.S. QUOTs demand,Laden QUOTs extradition,BEFORE
bombing,the U.S. QUOTs demand,AFTER
killed,wounded,SIMULTANEOUS
bombing,wounded,IBEFORE
bombing,killed,IBEFORE
the attacks,bombing,IDENTITY
The car bomb attack,bombing,SIMULTANEOUS
killed,injured,SIMULTANEOUS
The car bomb attack,injured,IBEFORE
The car bomb attack,killed,IBEFORE
the attacks,The car bomb attack,IDENTITY
planned,the attacks,BEFORE
linked,planned,AFTER
saying,linked,AFTER
the bomb blasts,the attacks,IDENTITY
was quoted,saying,AFTER
the confessions,was quoted,BEFORE
saw,the confessions,DURING
saw,was quoted,BEFORE
complete and bombers,were dispatched,BEFORE
said,were dispatched,AFTER
said,complete and bombers,AFTER
the August 7 bombings,the bomb blasts,IDENTITY
the August 7 bombings,bombing,IDENTITY
had been arrested,reported,BEFORE
identified,had been arrested,SIMULTANEOUS
exploded was,identified,BEFORE
hurled,exploded was,BEFORE
said,effective cooperation,AFTER
Salaam Thursday and meeting,said,BEFORE
touring,said,BEFORE
touring,Salaam Thursday and meeting,BEFORE
no conclusion,decision,BEFORE
said,decision,BEFORE
said,no conclusion,BEFORE
said,have been working,AFTER
the bombing investigators,have been working,BEFORE
the August 7 bombings,the bomb attacks,IDENTITY
said,the bomb attacks,AFTER
receiving QUOTQUOT,had played,AFTER
raided,had played,BEFORE
receiving QUOTQUOT,raided,AFTER
had ordered,receiving QUOTQUOT,AFTER
had ordered,the strikes,BEFORE
said,had ordered,AFTER
flew,the press conference,AFTER
to reach,said,AFTER
the two bomb blasts,to reach,BEFORE
the two bomb blasts,said,BEFORE
have to take,compile,BEFORE
have to take,said,AFTER
have been interviewed,have to take,BEFORE
have been interviewed,said,BEFORE
linking,the bomb blasts,AFTER
can not confirm,linking,AFTER
said,have gathered,AFTER
said,can not detail or characterize,BEFORE
can not detail or characterize,can not detail or characterize,BEFORE
said,can not detail or characterize,BEFORE
a press conference,returning,BEFORE
said,a press conference,DURING
proceeding,said,BEFORE
the probe,the August 7 bombings,AFTER
linked,the probe,AFTER
U.S. air raid,linked,AFTER
said,linked,AFTER
said,U.S. air raid,AFTER
have been accepted,voted,AFTER
concluded,gave,AFTER
have finished,ratified,AFTER
