token1,token2,lemma1,lemma2,label
went,blew,go,blow,INCLUDES
response,asks,response,ask,BEFORE
tries,response,try,response,BEFORE
hear,ident,hear,ident,BEFORE
calls,tries,call,try,BEFORE
went,went,go,go,IDENTITY
exploded,explosion,explode,explosion,IDENTITY
explosion,went,explosion,go,IS_INCLUDED
conversation,calls,conversation,call,BEFORE
maintain,maintain,maintain,maintain,BEFORE
went,exploded,go,explode,INCLUDES
released,went,release,go,AFTER
became,said,become,say,BEFORE
contact,said,contact,say,IBEFORE
visit,open,visit,open,BEFORE
break,open,break,open,BEFORE
visit,persuade,visit,persuade,BEFORE
visit,disappointed,visit,disappoint,BEFORE
looking,disappointed,look,disappoint,BEFORE
visit,looking,visit,look,AFTER
bring,change,bring,change,BEFORE
led,begin,lead,begin,INCLUDES
come,visit,come,visit,IS_INCLUDED
invite,visit,invite,visit,BEFORE
advanced,visit,advance,visit,BEFORE
say,make,say,make,AFTER
invite,able,invite,able,BEFORE
invited,invite,invite,invite,IDENTITY
embargo,kept,embargo,keep,DURING
come,give,come,give,BEFORE
see,see,see,see,SIMULTANEOUS
come,see,come,see,BEFORE
endures,outsmarted,endure,outsmarted,INCLUDES
endures,outlasted,endure,outlast,INCLUDES
tried,endures,try,endure,IS_INCLUDED
predicted,endures,predict,endure,IS_INCLUDED
end,exploitation,end,exploitation,AFTER
become,catching,become,catch,BEFORE
picked,followed,pick,follow,BEFORE
picked,astronaut,pick,astronaut,BEGINS
held,lack,hold,lack,DURING_INV
doing,makes,do,make,IDENTITY
chosen,included,choose,include,BEFORE
commander,boss,commander,boss,IDENTITY
commander,mission,commander,mission,SIMULTANEOUS
overproducing,driving,overproducing,drive,SIMULTANEOUS
slashing,overproducing,slash,overproducing,SIMULTANEOUS
disputes,slashing,dispute,slash,SIMULTANEOUS
said,accused,say,accuse,SIMULTANEOUS
invasion,invaded,invasion,invade,IDENTITY
said,invaded,say,invade,AFTER
invaded,disputes,invade,dispute,AFTER
cripple,cutting,cripple,cut,AFTER
embargo,meant,embargo,mean,SIMULTANEOUS
provided,lending,provide,lend,SIMULTANEOUS
putting,blockade,put,blockade,SIMULTANEOUS
citing,said,cite,say,SIMULTANEOUS
declined,said,decline,say,SIMULTANEOUS
interview,declined,interview,decline,INCLUDES
carrying,carrying,carry,carry,IDENTITY
rolled,sanctions,roll,sanction,IS_INCLUDED
rolled,unloaded,roll,unload,BEFORE
said,disclosed,say,disclose,SIMULTANEOUS
massed,threatened,mass,threaten,SIMULTANEOUS
saying,massed,say,mass,DURING_INV
sent,saying,send,say,BEFORE
ordered,sent,order,send,BEFORE
invasion,seizing,invasion,seize,IDENTITY
annexed,invasion,annex,invasion,IAFTER
rise,invasion,rise,invasion,AFTER
said,appear,say,appear,SIMULTANEOUS
stay,ends,stay,end,ENDED_BY
quoted,saying,quote,say,AFTER
leave,eliminated,leave,eliminate,AFTER
caught,sent,catch,send,AFTER
darkened,caught,darken,catch,AFTER
said,briefing,say,briefing,IS_INCLUDED
said,sending,say,send,IS_INCLUDED
drain,sending,drain,send,SIMULTANEOUS
said,considering,say,consider,BEFORE
said,harbor,say,harbor,SIMULTANEOUS
criticized,dispatched,criticize,dispatch,AFTER
condemned,invasion,condemn,invasion,AFTER
cease-fire,war,cease-fire,war,ENDS
rejected,talks,reject,talk,IS_INCLUDED
read,said,read,say,SIMULTANEOUS
delivered,seemed,deliver,seem,SIMULTANEOUS
speech,delivered,speech,deliver,SIMULTANEOUS
denounced,said,denounce,say,SIMULTANEOUS
said,said,say,say,SIMULTANEOUS
sent,stops,send,stop,BEFORE
said,sent,say,send,AFTER
extend,shut,extend,shut,BEFORE
captured,war,capture,war,IS_INCLUDED
sought,promising,seek,promise,SIMULTANEOUS
said,continued,say,continue,BEFORE
begin,withdrawing,begin,withdraw,BEGINS
said,said,say,say,BEFORE
said,said,say,say,SIMULTANEOUS
expected,said,expect,say,DURING
war,crisis,war,crisis,IDENTITY
remained,closed,remain,closed,DURING_INV
retaliate,boost,retaliate,boost,AFTER
remained,operating,remain,operate,DURING_INV
withdrawal,buildup,withdrawal,buildup,ENDS
crisis,crisis,crisis,crisis,IDENTITY
force,withdraw,force,withdraw,BEFORE
attempt,arrests,attempt,arrest,BEFORE
attempt,led,attempt,lead,IDENTITY
target,attempt,target,attempt,IS_INCLUDED
filed,honoring,file,honor,IS_INCLUDED
decision,meeting,decision,meeting,BEFORE
called,called,call,call,SIMULTANEOUS
told,said,tell,say,IDENTITY
met,told,meet,tell,BEFORE
said,streamed,say,stream,AFTER
said,said,say,say,SIMULTANEOUS
outlet,tightened,outlet,tighten,BEGUN_BY
meeting,meeting,meeting,meeting,IDENTITY
controls,has,control,have,SIMULTANEOUS
controls,conquest,control,conquest,BEGUN_BY
strangle,retreats,strangle,retreat,ENDED_BY
isolate,retreats,isolate,retreat,ENDED_BY
according,declined,accord,decline,INCLUDES
retreated,said,retreat,say,BEFORE
engaged,locks,engage,lock,IAFTER
retreated,locks,retreat,lock,AFTER
engaged,retreated,engage,retreat,BEFORE
use,firing,use,fire,INCLUDES
has,aided,have,aid,SIMULTANEOUS
operation,committed,operation,commit,SIMULTANEOUS
massing,massed,mass,mass,IDENTITY
operation,massed,operation,mass,INCLUDES
invasion,disputes,invasion,dispute,AFTER
sparked,disputes,spark,dispute,IDENTITY
invasion,invasion,invasion,invasion,IDENTITY
mobilized,invasion,mobilize,invasion,AFTER
attack,Replied,attack,replied,BEFORE
said,called,say,call,SIMULTANEOUS
confrontation,pushed,confrontation,push,INCLUDES
receive,pushed,receive,push,AFTER
confrontation,receive,confrontation,receive,BEFORE
pray,pray,pray,pray,IDENTITY
attack,said,attack,say,INCLUDES
attack,said,attack,say,INCLUDES
attack,called,attack,call,INCLUDES
called,said,call,say,SIMULTANEOUS
ordered,called,order,call,BEFORE
ordered,complied,order,comply,BEFORE
trapped,ordered,trap,order,INCLUDES
conference,said,conference,say,INCLUDES
embargo,blocked,embargo,block,INCLUDES
meeting,said,meeting,say,IBEFORE
dispute,buildup,dispute,buildup,AFTER
invasion,buildup,invasion,buildup,IBEFORE
dispute,invasion,dispute,invasion,AFTER
stems,invasion,stem,invasion,IDENTITY
commenting,said,comment,say,INCLUDES
called,said,call,say,SIMULTANEOUS
took,said,take,say,BEGUN_BY
took,called,take,call,BEGUN_BY
showdown,took,showdown,take,INCLUDES
attempt,occurred,attempt,occur,IDENTITY
embargo,continued,embargo,continue,INCLUDES
ordered,said,order,say,BEFORE
complied,told,comply,tell,BEFORE
power-grab,merger,power-grab,merger,IDENTITY
war,produce,war,produce,BEGINS
engaged,operations,engage,operation,IDENTITY
flow,trading,flow,trading,IDENTITY
quoted,confirmation,quote,confirmation,BEFORE
said,say,say,say,IDENTITY
put,campaign,put,campaign,IS_INCLUDED
objections,advocating,objection,advocate,SIMULTANEOUS
adopted,objections,adopt,objection,AFTER
rests,has,rest,have,SIMULTANEOUS
assure,following,assure,follow,DURING_INV
assure,told,assure,tell,AFTER
taking,convention,take,convention,SIMULTANEOUS
increasing,diminishes,increase,diminish,SIMULTANEOUS
increasing,rising,increase,rise,IDENTITY
finished,begun,finish,begin,SIMULTANEOUS
defeat,referendum,defeat,referendum,IS_INCLUDED
have,opening,have,opening,BEFORE
voted,support,vote,support,BEFORE
travesty,put,travesty,put,AFTER
want,said,want,say,DURING
vote,passed,vote,pass,SIMULTANEOUS
applause,vote,applause,vote,AFTER
applause,echoed,applause,echo,BEFORE
promised,voted,promise,vote,AFTER
promised,put,promise,put,BEFORE
voted,make,vote,make,BEFORE
voted,result,vote,result,IDENTITY
Calling,said,call,say,DURING
war,campaign,war,campaign,BEFORE
voted,war,vote,war,ENDS
indicated,understands,indicate,understand,DURING_INV
suspended,cut,suspend,cut,INCLUDES
suspended,crisis,suspend,crisis,AFTER
move,suspended,move,suspend,AFTER
double,move,double,move,IDENTITY
suffered,kidnappings,suffer,kidnapping,INCLUDES
urged,said,urge,say,SIMULTANEOUS
found,urged,find,urge,BEFORE
found,report,find,report,AFTER
found,called,find,call,AFTER
wrapped,stuffed,wrap,stuff,IDENTITY
found,found,find,find,IDENTITY
negotiations,negotiations,negotiation,negotiation,IDENTITY
demanded,negotiations,demand,negotiation,BEFORE
kidnapped,demanded,kidnap,demand,BEFORE
found,belonged,find,belong,AFTER
found,found,find,find,IDENTITY
confirmed,found,confirm,find,IS_INCLUDED
wrapped,cut,wrap,cut,AFTER
urged,targeted,urge,target,BEFORE
evading,made,evade,make,SIMULTANEOUS
evading,manhunt,evade,manhunt,SIMULTANEOUS
defection,followed,defection,follow,IBEFORE
led,deaths,lead,death,BEFORE
policies,led,policy,lead,IDENTITY
found,sent,find,send,BEFORE
said,speaking,say,speaking,IDENTITY
fall,defection,fall,defection,AFTER
abduction,capture,abduction,capture,IDENTITY
capture,captured,capture,capture,IDENTITY
deaths,held,death,hold,IS_INCLUDED
killed,capture,kill,capture,AFTER
killed,killed,kill,kill,IDENTITY
found,turned,find,turn,BEFORE
conduct,search,conduct,search,IDENTITY
flee,coup,flee,coup,AFTER
involved,flee,involve,flee,BEFORE
involved,search,involve,search,IS_INCLUDED
kidnapped,abduction,kidnap,abduction,IDENTITY
kidnapped,capture,kidnap,capture,IDENTITY
abducted,kidnapped,abducted,kidnap,IDENTITY
informed,kidnapped,inform,kidnap,AFTER
abducted,captured,abducted,capture,IDENTITY
killed,captured,kill,capture,AFTER
clearing,attacked,clear,attack,INCLUDES
kidnapped,abducted,kidnap,abducted,IDENTITY
working,abducted,work,abducted,INCLUDES
said,interview,say,interview,IS_INCLUDED
said,sent,say,send,AFTER
continue,do,continue,do,IDENTITY
anniversary,abduction,anniversary,abduction,AFTER
continued,hold,continue,hold,DURING_INV
built,entered,build,enter,AFTER
designed,built,design,build,BEFORE
allocated,gave,allocate,give,AFTER
designed,used,design,use,BEFORE
according,report,accord,report,IDENTITY
entered,production,enter,production,BEGINS
filed,claiming,file,claim,INCLUDES
rejected,ruling,reject,ruling,IDENTITY
brought,dispute,bring,dispute,IS_INCLUDED
objections,suspected,objection,suspect,IS_INCLUDED
objections,blocked,objection,block,DURING_INV
rejected,objections,reject,objection,AFTER
talk,serious,talk,serious,SIMULTANEOUS
assassination,murder,assassination,murder,IDENTITY
Taking,said,take,say,INCLUDES
heard,turned,hear,turn,BEFORE
Taking,acknowledged,take,acknowledge,INCLUDES
impress,killing,impress,kill,IAFTER
assassination,rally,assassination,rally,IS_INCLUDED
serving,assassination,serve,assassination,AFTER
Taking,took,take,take,IDENTITY
turned,told,turn,tell,BEFORE
Taking,said,take,say,INCLUDES
talk,talk,talk,talk,IDENTITY
killing,killing,kill,kill,IDENTITY
said,said,say,say,IDENTITY
reported,said,report,say,IDENTITY
Taking,described,take,describe,INCLUDES
Taking,denied,take,deny,INCLUDES
accusations,made,accusation,make,IDENTITY
Taking,said,take,say,INCLUDES
said,asked,say,ask,AFTER
investigation,investigation,investigation,investigation,IDENTITY
investigation,said,investigation,say,DURING
investigation,consider,investigation,consider,INCLUDES
look,investigation,look,investigation,IS_INCLUDED
investigate,investigation,investigate,investigation,IS_INCLUDED
lived,investigation,live,investigation,DURING
exodus,lived,exodus,live,BEFORE
reignited,war,reignite,war,BEFORE
assassination,reignited,assassination,reignite,IDENTITY
rampage,favored,rampage,favor,AFTER
rampage,slaughtered,rampage,slaughter,INCLUDES
touched,rampage,touch,rampage,BEFORE
assassination,touched,assassination,touch,IDENTITY
shot,assassination,shoot,assassination,IS_INCLUDED
meeting,agreed,meeting,agree,INCLUDES
said,meeting,say,meeting,IS_INCLUDED
genocide,meeting,genocide,meeting,IS_INCLUDED
holding,exercises,hold,exercise,IDENTITY
disputes,dispute,dispute,dispute,INCLUDES
disputes,disputes,dispute,dispute,IDENTITY
impoverished,transition,impoverish,transition,IS_INCLUDED
signed,signed,sign,sign,IDENTITY
signing,signed,signing,sign,IDENTITY
issued,talks,issue,talk,AFTER
bedeviled,disputes,bedevil,dispute,AFTER
breakup,bedeviled,breakup,bedevil,BEFORE
visit,discuss,visit,discuss,INCLUDES
saying,say,say,say,DURING_INV
disputes,resolved,dispute,resolve,IDENTITY
resolved,require,resolve,require,DURING_INV
talks,called,talk,call,BEFORE
said,according,say,accord,BEFORE
released,pledged,release,pledge,SIMULTANEOUS
pledged,called,pledge,call,SIMULTANEOUS
visit,aimed,visit,aim,INCLUDES
calls,calls,call,call,IDENTITY
willing,secured,willing,secure,SIMULTANEOUS
cooperate,making,cooperate,make,SIMULTANEOUS
cooperate,get,cooperate,get,BEFORE
deployment,ensure,deployment,ensure,BEFORE
implementing,had,implement,have,SIMULTANEOUS
remarks,marked,remark,mark,SIMULTANEOUS
marked,change,mark,change,SIMULTANEOUS
mounted,faced,mount,face,BEFORE
movement,calling,movement,call,SIMULTANEOUS
killed,fighting,kill,fight,SIMULTANEOUS
killed,crashed,kill,crash,SIMULTANEOUS
quoting,said,quote,say,SIMULTANEOUS
indicated,resuming,indicate,resume,BEFORE
indicated,remarks,indicate,remark,IS_INCLUDED
remarks,made,remark,make,SIMULTANEOUS
remarks,lecture,remark,lecture,IS_INCLUDED
refer,speech,refer,speech,IS_INCLUDED
refer,saying,refer,say,SIMULTANEOUS
war,claiming,war,claiming,INCLUDES
lift,certify,lift,certify,AFTER
imposed,invasion,impose,invasion,AFTER
remain,complies,remain,complies,ENDED_BY
speaking,said,speak,say,INCLUDES
made,visits,make,visit,IDENTITY
carry,inspection,carry,inspection,IDENTITY
tour,last,tour,last,IDENTITY
resisted,attempts,resist,attempt,IS_INCLUDED
led,tour,lead,tour,SIMULTANEOUS
resumed,blocked,resume,block,AFTER
stopped,making,stop,make,BEFORE
stopped,providing,stop,provide,AFTER
mention,said,mention,say,IDENTITY
said,reported,say,report,SIMULTANEOUS
test,agreed,test,agree,INCLUDES
effort,expand,effort,expand,INCLUDES
inspections,expected,inspection,expect,INCLUDES
worried,urged,worried,urge,INCLUDES
killed,clashes,kill,clash,IS_INCLUDED
eliminate,restore,eliminate,restore,SIMULTANEOUS
solved,change,solved,change,INCLUDES
barred,allowed,bar,allow,SIMULTANEOUS
marched,burning,march,burning,SIMULTANEOUS
protest,chanted,protest,chant,DURING_INV
killings,bloodshed,killing,bloodshed,IDENTITY
hit,scattered,hit,scatter,BEFORE
hit,responded,hit,respond,BEFORE
waving,marched,wave,march,IS_INCLUDED
crowded,hear,crowd,hear,BEFORE
kept,meetings,keep,meeting,SIMULTANEOUS
found,arrested,find,arrest,BEFORE
expelled,punishment,expel,punishment,IDENTITY
hospitalized,landed,hospitalize,land,AFTER
interfering,marched,interfere,march,SIMULTANEOUS
hear,pledge,hear,pledge,SIMULTANEOUS
hear,demand,hear,demand,SIMULTANEOUS
Confrontations,provoked,confrontation,provoke,IDENTITY
provoked,violence,provoke,violence,BEFORE
pushed,talks,push,talk,IS_INCLUDED
discovery,found,discovery,find,IDENTITY
discovered,discovery,discover,discovery,IDENTITY
bombed,expelled,bomb,expel,BEFORE
caused,destruction,cause,destruction,BEFORE
seized,carried,seize,carry,BEFORE
said,adding,say,add,IBEFORE
said,said,say,say,SIMULTANEOUS
threatening,say,threaten,say,IS_INCLUDED
cited,ordered,cite,order,BEFORE
cited,driving,cite,drive,AFTER
part,served,part,serve,BEFORE
ordered,retired,order,retire,SIMULTANEOUS
leaving,said,leave,say,AFTER
installing,ensure,instal,ensure,BEFORE
create,initiatives,create,initiative,DURING_INV
flourish,transactions,flourish,transaction,INCLUDES
positioned,optimise,position,optimise,BEFORE
positioned,expand,position,expand,BEFORE
positioned,transform,position,transform,BEFORE
implemented,provide,implement,provide,BEFORE
enable,emerge,enable,emerge,BEFORE
emerge,address,emerge,address,BEFORE
emerged,bringing,emerge,bring,SIMULTANEOUS
experiencing,change,experience,change,SIMULTANEOUS
has,offer,have,offer,DURING_INV
spearheading,development,spearhead,development,BEGINS
developing,spearheading,develope,spearhead,BEFORE
create,add,create,add,DURING
include,create,include,create,BEFORE
include,opening,include,opening,SIMULTANEOUS
extending,include,extend,include,SIMULTANEOUS
reaching,extending,reach,extend,SIMULTANEOUS
transform,become,transform,become,BEFORE
seize,transform,seize,transform,BEFORE
convergence,set,convergence,set,BEFORE
coming,set,come,set,BEFORE
move,come,move,come,BEGUN_BY
installing,implementing,instal,implement,IDENTITY
help,improve,help,improve,INCLUDES
beginning,infiltrate,begin,infiltrate,INCLUDES
took,elections,take,election,IS_INCLUDED
said,said,say,say,IDENTITY
publish,donates,publish,donate,AFTER
listed,donated,list,donate,AFTER
said,said,say,say,IDENTITY
shaking,changes,shake,change,IS_INCLUDED
announced,drop,announce,drop,AFTER
slashing,changes,slash,change,IS_INCLUDED
changes,changes,change,change,IDENTITY
approaching,changes,approach,change,AFTER
think,think,think,think,SIMULTANEOUS
think,think,think,think,SIMULTANEOUS
announced,applauded,announce,applaud,BEFORE
necessary,fails,necessary,fail,AFTER
sought,announced,seek,announce,SIMULTANEOUS
hold,visits,hold,visit,ENDED_BY
sought,saying,seek,say,INCLUDES
said,sought,say,seek,SIMULTANEOUS
use,fails,use,fail,AFTER
arrived,said,arrive,say,BEFORE
glossed,arrived,gloss,arrive,BEFORE
presented,arrived,present,arrive,SIMULTANEOUS
happens,continue,happen,continue,BEFORE
glossed,warnings,gloss,warning,AFTER
use,going,use,go,BEFORE
act,attacking,act,attack,INCLUDES
attacking,approval,attack,approval,AFTER
break,attacking,break,attack,SIMULTANEOUS
responded,saying,respond,say,INCLUDES
say,responded,say,respond,BEFORE
know,warning,know,warning,AFTER
know,actions,know,action,AFTER
continue,stop,continue,stop,AFTER
continues,headed,continue,head,INCLUDES
committed,objections,commit,objection,SIMULTANEOUS
buildup,continues,buildup,continue,INCLUDES
strikes,continue,strike,continue,INCLUDES
making,resolving,make,resolve,SIMULTANEOUS
says,added,say,add,SIMULTANEOUS
deal,allow,deal,allow,INCLUDES
conflict,crisis,conflict,crisis,IDENTITY
make,assertion,make,assertion,IDENTITY
say,unwilling,say,unwilling,SIMULTANEOUS
become,investigation,become,investigation,IS_INCLUDED
bombings,bombings,bombing,bombing,IDENTITY
ordered,suspect,order,suspect,BEFORE
manhunt,search,manhunt,search,IDENTITY
assigned,search,assign,search,BEFORE
tells,say,tell,say,IDENTITY
found,discovered,find,discover,BEFORE
bombing,bombing,bombing,bombing,IDENTITY
found,bombing,find,bombing,AFTER
come,worked,come,work,IS_INCLUDED
bomb,bombing,bomb,bombing,IDENTITY
found,bombing,find,bombing,AFTER
recovered,found,recover,find,BEFORE
bombing,found,bombing,find,AFTER
bomb,found,bomb,find,BEFORE
bomb,recovered,bomb,recover,AFTER
investigating,discovered,investigate,discover,AFTER
explosion,explodes,explosion,explode,IDENTITY
explodes,attacks,explode,attack,IS_INCLUDED
bomb,attacks,bomb,attack,IS_INCLUDED
bombings,attacks,bombing,attack,IDENTITY
explodes,bombing,explode,bombing,IDENTITY
charged,bombing,charge,bombing,AFTER
killed,explodes,kill,explode,IAFTER
bomb,hurt,bomb,hurt,IBEFORE
bombings,explosion,bombing,explosion,BEFORE
unwilling,remember,unwilling,remember,AFTER
happens,impact,happen,impact,BEFORE
witness,rendezvous,witness,rendezvous,SIMULTANEOUS
left,came,left,come,AFTER
rendezvous,visit,rendezvous,visit,IDENTITY
come,broadcast,come,broadcast,IS_INCLUDED
here,here,here,here,IDENTITY
tell,hear,tell,hear,SIMULTANEOUS
broadcast,tell,broadcast,tell,IDENTITY
promote,coverage,promote,coverage,SIMULTANEOUS
arrive,coming,arrive,come,IDENTITY
visit,story,visit,story,IDENTITY
found,lost,find,lose,BEFORE
said,reported,say,report,AFTER
flying,trying,fly,try,SIMULTANEOUS
maintain,grip,maintain,grip,IDENTITY
locate,stranded,locate,stranded,AFTER
showed,dropped,show,drop,AFTER
showed,declined,show,decline,AFTER
surge,hurting,surge,hurt,SIMULTANEOUS
lead,surge,lead,surge,IBEFORE
move,improved,move,improve,BEFORE
invigorate,making,invigorate,make,AFTER
drop,remained,drop,remain,BEFORE
counterbalanced,declines,counterbalance,decline,SIMULTANEOUS
edged,pushing,edge,push,SIMULTANEOUS
rose,leaving,rise,leave,SIMULTANEOUS
rose,pushing,rise,push,SIMULTANEOUS
disregarded,betting,disregard,bet,SIMULTANEOUS
made,disregarded,make,disregard,BEFORE
trend,given,trend,give,INCLUDES
withstood,disruptions,withstand,disruption,SIMULTANEOUS
harm,plunge,harm,plunge,AFTER
hit,hit,hit,hit,SIMULTANEOUS
welcomed,conference,welcome,conference,IS_INCLUDED
drop,became,drop,become,SIMULTANEOUS
drop,rebounded,drop,rebound,BEFORE
creating,averaging,create,average,AFTER
began,showed,begin,show,SIMULTANEOUS
keep,tilts,keep,tilt,BEFORE
slow,reach,slow,reach,AFTER
led,raise,lead,raise,BEFORE
demand,led,demand,lead,IDENTITY
disruptions,caused,disruption,cause,AFTER
caused,tumult,cause,tumult,IDENTITY
extended,surge,extend,surge,INCLUDES
continue,investing,continue,invest,IS_INCLUDED
statements,testimony,statement,testimony,IS_INCLUDED
aware,believes,aware,believe,SIMULTANEOUS
leak,response,leak,response,BEFORE
started,fled,start,flee,BEFORE
hit,pronounced,hit,pronounce,BEFORE
firing,hit,fire,hit,INCLUDES
emptied,firing,empty,fire,IDENTITY
speaking,said,speak,say,SIMULTANEOUS
finished,waiting,finish,wait,BEFORE
appeared,finished,appear,finish,AFTER
killed,emptied,kill,empty,SIMULTANEOUS
watching,killed,watch,kill,ENDED_BY
said,removed,say,remove,AFTER
finished,cleaning,finish,cleaning,ENDS
slayings,slayings,slaying,slaying,IDENTITY
careful,leaving,careful,leave,SIMULTANEOUS
said,seem,say,seem,DURING_INV
said,said,say,say,SIMULTANEOUS
killings,asphyxiated,killing,asphyxiate,INCLUDES
killings,beaten,killing,beat,INCLUDES
killings,strangled,killing,strangled,INCLUDES
killings,stabbed,killing,stab,INCLUDES
slayings,killings,slaying,killing,INCLUDES
said,said,say,say,SIMULTANEOUS
arrests,made,arrest,make,SIMULTANEOUS
said,arrested,say,arrest,AFTER
killed,arrested,kill,arrest,BEFORE
Citing,said,cite,say,SIMULTANEOUS
said,believed,say,believe,DURING_INV
slayings,killings,slaying,killing,INCLUDES
said,find,say,find,DURING_INV
said,identified,say,identify,AFTER
said,said,say,say,SIMULTANEOUS
retreated,argued,retreat,argue,SIMULTANEOUS
asked,dissent,ask,dissent,IS_INCLUDED
ruling,invalidating,ruling,invalidate,IDENTITY
took,ruling,take,ruling,SIMULTANEOUS
make,reflect,make,reflect,SIMULTANEOUS
make,policy,make,policy,IDENTITY
expressed,written,express,write,IDENTITY
convictions,fraud,conviction,fraud,AFTER
bought,sold,buy,sell,SIMULTANEOUS
sold,became,sell,become,BEFORE
became,seized,become,seize,SIMULTANEOUS
convictions,convictions,conviction,conviction,IDENTITY
convictions,convicted,conviction,convict,IAFTER
stand,ruling,stand,ruling,IDENTITY
convictions,thrown,conviction,throw,BEFORE
reinstated,stand,reinstate,stand,IDENTITY
convicted,helping,convict,help,AFTER
thrown,released,throw,release,BEFORE
convicted,defraud,convict,defraud,AFTER
thrown,appeal,throw,appeal,IAFTER
ruling,send,ruling,send,BEFORE
convicted,raised,convict,raise,IAFTER
released,eligible,release,eligible,BEFORE
send,start,send,start,BEFORE
ruling,appeal,ruling,appeal,BEGINS
invaded,destroyed,invade,destroyed,DURING
sanctioned,declared,sanction,declare,IS_INCLUDED
arresting,suspected,arrest,suspect,AFTER
stand,arresting,stand,arrest,DURING
rolled,says,roll,say,BEFORE
strikes,back,strike,back,AFTER
warning,threat,warn,threat,AFTER
pledged,warning,pledge,warn,SIMULTANEOUS
Posing,pledged,pose,pledge,SIMULTANEOUS
rolled,welcoming,roll,welcome,SIMULTANEOUS
discussed,welcoming,discuss,welcome,INCLUDES
discussed,rolled,discuss,roll,INCLUDES
discussed,threat,discuss,threat,AFTER
backed,threat,back,threat,AFTER
discussed,backed,discuss,back,AFTER
bolstering,discussed,bolster,discuss,AFTER
suspected,blowing,suspect,blow,AFTER
election,come,election,come,AFTER
Chanting,took,chant,took,IS_INCLUDED
demonstrating,took,demonstrate,took,IDENTITY
get,rains,get,rain,AFTER
reports,reporting,report,reporting,IDENTITY
warning,rains,warn,rain,BEFORE
rains,cause,rain,cause,IDENTITY
rains,landslides,rain,landslide,BEFORE
say,rains,say,rain,BEFORE
ordered,said,order,say,SIMULTANEOUS
cascaded,ordered,cascade,order,IBEFORE
cascaded,hurt,cascade,hurt,BEFORE
cascaded,ripping,cascade,rip,INCLUDES
fall,destroy,fall,destroy,SIMULTANEOUS
saturated,absorb,saturated,absorb,BEFORE
say,means,say,mean,INCLUDES
expelled,talks,expel,talk,IS_INCLUDED
called,move,call,move,IDENTITY
expected,said,expect,say,AFTER
says,challenged,say,challenge,AFTER
called,decision,call,decision,BEFORE
ejecting,talks,eject,talk,IS_INCLUDED
talks,talks,talk,talk,IDENTITY
expelled,ejecting,expel,eject,IDENTITY
said,offered,say,offer,IDENTITY
challenge,fight,challenge,fight,IDENTITY
called,move,call,move,IDENTITY
says,challenge,say,challenge,BEFORE
called,says,call,say,BEFORE
challenge,challenging,challenge,challenge,IDENTITY
collision,changing,collision,change,AFTER
complained,wondered,complain,wonder,SIMULTANEOUS
said,complained,say,complain,SIMULTANEOUS
hearing,said,hearing,say,INCLUDES
further,violating,further,violate,AFTER
hearing,said,hearing,say,INCLUDES
hearing,split,hearing,split,INCLUDES
denounced,shifted,denounce,shift,BEFORE
dropped,denounced,drop,denounce,BEFORE
dropped,became,drop,become,BEFORE
dropped,warning,drop,warn,SIMULTANEOUS
asked,dropped,ask,drop,BEFORE
bought,asked,buy,ask,BEFORE
take,had,take,have,AFTER
located,funded,locate,fund,IS_INCLUDED
vote,decide,vote,decide,IDENTITY
vote,vote,vote,vote,IDENTITY
afraid,fearing,afraid,fear,INCLUDES
gunfire,offensive,gunfire,offensive,IS_INCLUDED
worried,fear,worried,fear,INCLUDES
fleeing,operations,flee,operation,AFTER
beginnings,conflict,beginning,conflict,BEGINS
object,fired,object,fire,AFTER
holding,conversations,hold,conversation,SIMULTANEOUS
met,holding,meet,hold,AFTER
lamented,need,lament,need,DURING_INV
lamented,tightening,lament,tighten,DURING_INV
reporting,said,report,say,INCLUDES
reporting,call,report,call,AFTER
alienated,creating,alienate,create,BEFORE
told,alienated,tell,alienate,AFTER
hold,demonstrating,hold,demonstrate,AFTER
informed,prompting,inform,prompt,BEFORE
informed,lost,inform,lose,AFTER
said,session,say,session,AFTER
said,said,say,say,SIMULTANEOUS
said,said,say,say,SIMULTANEOUS
said,said,say,say,SIMULTANEOUS
rally,rally,rally,rally,IDENTITY
gathered,deployed,gather,deploy,SIMULTANEOUS
deployed,rally,deploy,rally,AFTER
outcome,test,outcome,test,IDENTITY
outcome,face,outcome,face,ENDS
clashed,protesting,clash,protest,IS_INCLUDED
believe,say,believe,say,SIMULTANEOUS
rally,called,rally,call,AFTER
rally,supporting,rally,support,INCLUDES
rally,gathering,rally,gather,IDENTITY
report,have,report,have,AFTER
increase,beginning,increase,begin,AFTER
says,say,say,say,SIMULTANEOUS
says,says,say,say,SIMULTANEOUS
opening,ability,open,ability,AFTER
says,notes,say,note,INCLUDES
trying,take,try,take,SIMULTANEOUS
believe,believe,believe,believe,INCLUDES
approach,believe,approach,believe,BEFORE
says,says,say,say,IDENTITY
helped,become,help,become,SIMULTANEOUS
becoming,successful,become,successful,ENDED_BY
says,says,say,say,IDENTITY
jumped,rise,jump,rise,IDENTITY
grew,growth,grow,growth,IDENTITY
says,says,say,say,IDENTITY
grew,recruiting,grow,recruit,AFTER
says,warns,say,warn,SIMULTANEOUS
says,monitored,say,monitor,AFTER
used,using,use,use,IDENTITY
rise,growth,rise,growth,IS_INCLUDED
expansion,blessing,expansion,blessing,IDENTITY
received,reports,receive,report,AFTER
