tokenchunk1,tokenchunk2,label
dreamed,O,BEFORE
fall,O,BEFORE
believing,O,BEFORE
his opposition work,O,BEFORE
had remained,O,BEFORE
said,O,IS_INCLUDED
invaded,1968,IS_INCLUDED
lived,1989,ENDED_BY
lived,1968,BEGUN_BY
comes,today,IS_INCLUDED
said,O,IS_INCLUDED
to win,O,BEFORE
helped,O,BEFORE
showed,O,INCLUDES
won,1989,IS_INCLUDED
had brought,O,IS_INCLUDED
said,O,IS_INCLUDED
the Communist era,O,BEFORE
was,O,BEFORE
said,O,IS_INCLUDED
belonged,O,INCLUDES
returns,O,IS_INCLUDED
stressed,O,IS_INCLUDED
the spiritual homecoming,O,IS_INCLUDED
to buy,coming years,IS_INCLUDED
their armies and agree,O,BEFORE
organize,O,BEFORE
have had to cut,O,BEFORE
have had to cut,O,BEFORE
to meet,O,INCLUDES
belonged,O,IS_INCLUDED
does not agree,O,INCLUDES
added COMMA referring,O,IS_INCLUDED
added COMMA referring,O,IS_INCLUDED
spelling,O,INCLUDES
must be resolute,O,INCLUDES
said,O,IS_INCLUDED
make,O,INCLUDES
has,O,INCLUDES
is not,O,INCLUDES
NATO-led enforcement,O,INCLUDES
explaining,O,INCLUDES
must be,O,INCLUDES
enforce,O,INCLUDES
was,O,INCLUDES
insisted,O,IS_INCLUDED
is resisting,O,INCLUDES
posed,O,INCLUDES
responds,next month,IS_INCLUDED
an initiative,next month,IS_INCLUDED
would produce,next month,IS_INCLUDED
said,O,IS_INCLUDED
The NATO summit,next month,IS_INCLUDED
will be,O,AFTER
face,O,INCLUDES
know,O,INCLUDES
to face QUOTQUOT,O,INCLUDES
ready,O,INCLUDES
said,O,IS_INCLUDED
the aftermath,O,BEFORE
and to defend,O,IS_INCLUDED
will celebrate,next month,IS_INCLUDED
to articulate,O,IS_INCLUDED
her speech,O,IS_INCLUDED
used,O,IS_INCLUDED
drawn,O,BEFORE
replacing,O,INCLUDES
will continue erasing,O,INCLUDES
will continue erasing,O,INCLUDES
helped to do,O,BEFORE
helped to do,O,BEFORE
do QUOTQUOT,O,BEGUN_BY
countered,O,IS_INCLUDED
flanked,O,IS_INCLUDED
sat,O,IS_INCLUDED
her speech,O,IS_INCLUDED
moved,Friday,IS_INCLUDED
antagonize,O,INCLUDES
would draw,O,INCLUDES
welcoming,O,IS_INCLUDED
argued,O,INCLUDES
faced,O,INCLUDES
the collapse,10 years ago,IS_INCLUDED
the democratic gains,10 years ago,AFTER
said COMMA to cement,10 years ago,BEGUN_BY
said COMMA to cement,O,INCLUDES
a desire,10 years ago,BEGUN_BY
grew,10 years ago,BEGUN_BY
has been,O,ENDED_BY
The enlargement,O,IS_INCLUDED
respects,O,INCLUDES
been,O,ENDED_BY
a statement,O,IS_INCLUDED
said,O,IS_INCLUDED
were raised,O,IS_INCLUDED
were raised,O,IS_INCLUDED
lit,O,IS_INCLUDED
small-scale public celebrations,O,IS_INCLUDED
was marked,O,IS_INCLUDED
said,O,IS_INCLUDED
To quote,O,IS_INCLUDED
led,six year,IS_INCLUDED
a six year trans-Atlantic diplomatic process,six year,IS_INCLUDED
joining,six year,ENDS
joining,O,IS_INCLUDED
made,O,IS_INCLUDED
the Communist takeover,1948,IS_INCLUDED
fled,1948,AFTER
was born,1948,BEFORE
sign,O,IS_INCLUDED
held,O,IS_INCLUDED
signed,O,IS_INCLUDED
watched,O,IS_INCLUDED
a ceremony,O,IS_INCLUDED
opening,Friday,IS_INCLUDED
World War II,Friday,BEFORE
the Soviet domination,Friday,ENDED_BY
began,Friday,BEFORE
ending,Friday,IS_INCLUDED
embraced,Friday,IS_INCLUDED
is,O,INCLUDES
stood chatting,10 p.m.,IS_INCLUDED
stood chatting,10 p.m.,IS_INCLUDED
was shot,10 p.m.,IS_INCLUDED
prohibit,O,INCLUDES
was tied,O,AFTER
to commit,O,BEFORE
crossing,O,BEFORE
an act,O,BEFORE
the use,O,BEFORE
abortion-related violence,O,BEFORE
would be,O,AFTER
said,O,IS_INCLUDED
were being pursued,O,INCLUDES
declined to discuss,O,IS_INCLUDED
declined to discuss,O,IS_INCLUDED
had been found,O,AFTER
to prosecute,O,AFTER
would make,O,AFTER
prosecute,O,AFTER
giving,O,AFTER
precede,O,AFTER
charged,O,AFTER
is caught,O,AFTER
were killed,1997,IS_INCLUDED
were shot,1997,IS_INCLUDED
perform,1997,INCLUDES
were killed,1995,IS_INCLUDED
were shot,1995,IS_INCLUDED
perform,1995,INCLUDES
were killed,1994,IS_INCLUDED
were shot,1994,IS_INCLUDED
perform,1994,INCLUDES
were killed,days,IS_INCLUDED
were shot,days,IS_INCLUDED
perform,days,INCLUDES
crossing,days,IS_INCLUDED
crossing,1997,IS_INCLUDED
crossing,1995,IS_INCLUDED
crossing,1994,IS_INCLUDED
the shooting,6 a.m. ten,AFTER
spotted,6 a.m. ten,IS_INCLUDED
matching,O,AFTER
found,O,BEFORE
includes,O,INCLUDES
might present,O,AFTER
said,O,IS_INCLUDED
the slaying,O,BEFORE
used,O,BEFORE
resembles,O,INCLUDES
have said,O,BEFORE
is undergoing,O,INCLUDES
April 8 buried one foot,April 8,INCLUDES
was discovered,April 8,IS_INCLUDED
his decision,O,IS_INCLUDED
was,O,INCLUDES
the finding,O,BEFORE
said,O,IS_INCLUDED
is,O,INCLUDES
have,O,INCLUDES
have admitted,O,INCLUDES
would be,O,INCLUDES
wanted,O,INCLUDES
said,O,IS_INCLUDED
is being sought,O,INCLUDES
had been traveling,years,IS_INCLUDED
has fallen,O,INCLUDES
is,O,INCLUDES
are not saying,O,INCLUDES
a telephone interview,Monday,IS_INCLUDED
said,Monday,IS_INCLUDED
want to introduce,O,AFTER
want to introduce,O,INCLUDES
know,O,INCLUDES
have gotten,O,INCLUDES
to support,O,INCLUDES
has amassed,O,INCLUDES
suggests,O,IS_INCLUDED
to begin presenting,O,AFTER
to begin presenting,O,AFTER
the decision,O,IS_INCLUDED
was shot,Oct. 23,IS_INCLUDED
was,Oct. 23,INCLUDES
prohibit,O,INCLUDES
the slaying,O,BEFORE
been addressing,O,INCLUDES
to begin presenting,next week,IS_INCLUDED
to begin presenting,next week,IS_INCLUDED
the October slaying,October,IS_INCLUDED
have gathered,O,INCLUDES
say,O,IS_INCLUDED
the finding,11 days ago,IS_INCLUDED
wrote,10 days,IS_INCLUDED
would be parked,10 days,IS_INCLUDED
curious,10 days,IS_INCLUDED
the murder,Oct. 23,IS_INCLUDED
the murder,10 days,AFTER
observed,10 days,IS_INCLUDED
observed,6 a.m.,IS_INCLUDED
the slaying,Oct. 23,IS_INCLUDED
the slaying,two weeks,BEFORE
emerged,two weeks,IS_INCLUDED
were,O,INCLUDES
appears,O,INCLUDES
the shooting,Oct. 23,IS_INCLUDED
fled,Oct. 23,IS_INCLUDED
reburied,Oct. 23,IS_INCLUDED
to fire,Oct. 23,IS_INCLUDED
unearthed,Oct. 23,IS_INCLUDED
the shooting,days,AFTER
buried,days,IS_INCLUDED
the shooting,Oct. 23,IS_INCLUDED
think,O,INCLUDES
said,O,IS_INCLUDED
buried,April 8,INCLUDES
unearthed,April 8,IS_INCLUDED
searched,April 8,IS_INCLUDED
would be seen carrying,April 8,BEFORE
would be seen carrying,April 8,BEFORE
fearing,April 8,BEFORE
could have emerged,April 8,BEFORE
wondering,April 8,IS_INCLUDED
was recovered,O,INCLUDES
N.Y. chatting,Oct. 23,IS_INCLUDED
stood,Oct. 23,IS_INCLUDED
was shot,Oct. 23,IS_INCLUDED
was,O,BEFORE
could face,O,AFTER
convicted,O,AFTER
indicted,O,AFTER
convicted,O,INCLUDES
provides,O,INCLUDES
could be charged,O,INCLUDES
said,O,IS_INCLUDED
is,O,INCLUDES
be,Thursday,IS_INCLUDED
a QUOTQUOT major development,O,IS_INCLUDED
to announce,Thursday,IS_INCLUDED
a news conference,Thursday,IS_INCLUDED
has scheduled,O,IS_INCLUDED
to upgrade,O,IS_INCLUDED
the decision,O,IS_INCLUDED
was,O,IS_INCLUDED
could be held,O,INCLUDES
had been issued,O,BEFORE
been described,O,ENDED_BY
had decided to issue,O,IS_INCLUDED
had decided to issue,O,IS_INCLUDED
said,O,IS_INCLUDED
found,O,BEFORE
found,O,BEFORE
a match,O,INCLUDES
the killing,October,IS_INCLUDED
buried,April,INCLUDES
found,April,IS_INCLUDED
killed,October,IS_INCLUDED
fired,October,IS_INCLUDED
had concluded,Wednesday,IS_INCLUDED
said,Wednesday,IS_INCLUDED
said,O,BEFORE
said,O,BEFORE
said,O,BEFORE
said,O,BEFORE
the INS ruling,O,BEFORE
said,O,BEFORE
said,O,BEFORE
the start,O,BEFORE
has sought to distance,O,BEFORE
want to provoke,O,INCLUDES
said,O,BEFORE
has indicated,O,BEFORE
offered,O,BEFORE
gave,O,BEFORE
said,O,BEFORE
said COMMA,O,BEFORE
said,O,BEFORE
gave,O,BEFORE
said,O,BEFORE
said,O,BEFORE
attempted to reach,O,BEFORE
a news conference,O,BEFORE
told,O,BEFORE
decided,O,BEFORE
theme-park visits,O,BEFORE
has been wooed,O,BEFORE
became,O,BEFORE
said,Wednesday,IS_INCLUDED
will pay,Wednesday,AFTER
is forced to go,Wednesday,AFTER
told,Wednesday,IS_INCLUDED
was divorced,two days,BEFORE
surviving two days,two days,IS_INCLUDED
said,Today,IS_INCLUDED
said,Today,IS_INCLUDED
died,Today,BEFORE
thronged,Wednesday,IS_INCLUDED
a news conference,Wednesday,IS_INCLUDED
told,Wednesday,IS_INCLUDED
should go,Jan. 14,IS_INCLUDED
decided,Wednesday,IS_INCLUDED
or returning,Wednesday,AFTER
theme-park visits,Wednesday,BEFORE
has been wooed,Wednesday,BEFORE
ruled,Wednesday,IS_INCLUDED
became,Wednesday,IS_INCLUDED
arrived,Wednesday,BEFORE
a diplomatic struggle,O,INCLUDES
have indicated,O,BEFORE
decrying,O,BEFORE
have indicated,O,BEFORE
the decision,O,BEFORE
announced,O,BEFORE
decided,O,BEFORE
argued,O,BEFORE
released,O,BEFORE
died COMMA,O,BEFORE
were trying to cross,O,BEFORE
allowed,O,BEFORE
made,O,BEFORE
will inflame,O,AFTER
The decision,O,BEFORE
made,O,BEFORE
said,Wednesday,IS_INCLUDED
divorced,six weeks ago,BEFORE
was plucked,Thanksgiving Day,IS_INCLUDED
clung,two days,IS_INCLUDED
were trying to cross,six weeks ago,IS_INCLUDED
a Jan. 14 return date,Jan. 14,IS_INCLUDED
should be reunited,Wednesday,AFTER
survived,Wednesday,BEFORE
made,Wednesday,IS_INCLUDED
says,Jan. 6,IS_INCLUDED
appeared,the next morning,IS_INCLUDED
court hearing,day before last Tuesday,IS_INCLUDED
reconciliation,1990,BEGINS
have become,1990,BEGUN_BY
_ send,a year,IS_INCLUDED
the crisis,early 1990s,IS_INCLUDED
began to relax,early 1990s,IS_INCLUDED
cut,post-1959,BEGUN_BY
have managed to split,post-1959,AFTER
said,now,IS_INCLUDED
The family QUOTs experience,this week,BEFORE
stayed,1984,AFTER
followed,1984,IS_INCLUDED
came,1983,IS_INCLUDED
followed,1979,IS_INCLUDED
was imprisoned,1960s,IS_INCLUDED
arriving,1966,IS_INCLUDED
to come,1966,IS_INCLUDED
press reports,the week of March 6,BEFORE
has passed,the week of March 6,BEFORE
have come,the week of March 6,BEFORE
high-profile public sparring _,the week of March 6,INCLUDES
have lost,this week,BEFORE
filed,this week,IS_INCLUDED
expressing,this week,IS_INCLUDED
have fled,this week,BEFORE
was thrust,this week,INCLUDES
be resolved,the week of March 6,IS_INCLUDED
said : QUOTQUOT,O,BEFORE
Castro QUOTs announcement,O,BEFORE
said,O,BEFORE
said,O,BEFORE
said,O,BEFORE
said,O,BEFORE
said,O,BEFORE
said,O,BEFORE
told,O,BEFORE
said,O,BEFORE
said,O,BEFORE
said,Wednesday,IS_INCLUDED
continued to defy,Thursday morning,IS_INCLUDED
did not plan to remove,Thursday morning,IS_INCLUDED
built,Wednesday,BEFORE
is heard,May,IS_INCLUDED
lose,Wednesday evening,AFTER
had not signed,Wednesday evening,BEFORE
warned,Wednesday,IS_INCLUDED
said,O,BEFORE
insist,O,INCLUDES
and said,O,BEFORE
said,O,BEFORE
to say,O,BEFORE
went,O,BEFORE
have issued,O,BEFORE
said,O,BEFORE
has become,O,BEFORE
said,O,BEFORE
said,O,BEFORE
is convinced COMMA,O,INCLUDES
said,O,BEFORE
cautioned,O,BEFORE
has suggested,O,BEFORE
said,O,BEFORE
said,O,BEFORE
said,O,BEFORE
but was told,O,BEFORE
became,O,BEFORE
had threatened to revoke,O,BEFORE
said,O,BEFORE
crept,O,BEFORE
said,O,BEFORE
works,O,INCLUDES
said,O,BEFORE
say,O,INCLUDES
hatched,O,BEFORE
learned,O,BEFORE
gather,O,INCLUDES
pours,O,INCLUDES
was born,1984,IS_INCLUDED
have issued,Thursday,BEFORE
sipping,Thursday,IS_INCLUDED
cautioned,Thursday,IS_INCLUDED
has suggested,Thursday,BEFORE
issued,Thursday,BEFORE
said,Thursday,IS_INCLUDED
said,Thursday,IS_INCLUDED
asked,Thursday,IS_INCLUDED
announced,Wednesday,IS_INCLUDED
became,Wednesday,IS_INCLUDED
had threatened to revoke,Tuesday morning,BEFORE
said,Tuesday morning,IS_INCLUDED
are monitoring,Tuesday morning,IS_INCLUDED
postponed,Tuesday morning,IS_INCLUDED
the Elian standoff,Thursday,INCLUDES
works,Thursday,INCLUDES
talk,Thursday,IS_INCLUDED
keep,Thursday,INCLUDES
said,O,BEFORE
insist,O,INCLUDES
shows,O,INCLUDES
seem to agree,O,INCLUDES
appear to be stymied COMMA,O,BEFORE
had said,O,BEFORE
refused to sign,O,BEFORE
had threatened to revoke,O,BEFORE
maintain,O,INCLUDES
appealed,O,BEFORE
filed,O,BEFORE
a decision upheld,O,BEFORE
placed,O,BEFORE
drowned,O,BEFORE
Cuba sank,O,BEFORE
was found floating,O,BEFORE
said,O,BEFORE
has said,O,BEFORE
would travel,O,AFTER
would come,O,AFTER
said,O,BEFORE
but said,O,BEFORE
emerged,O,BEFORE
said,O,BEFORE
some predicting bloodshed,O,BEFORE
continued to vow,O,BEFORE
had been approved,O,BEFORE
said,O,BEFORE
shows,Monday,IS_INCLUDED
to keep,Monday,IS_INCLUDED
their negotiating stance,Monday,IS_INCLUDED
announced,last Wednesday,IS_INCLUDED
refused to sign,two days,IS_INCLUDED
extended,9 a.m. EST Tuesday,BEFORE
sought to have,Last week,IS_INCLUDED
maintain,Monday,IS_INCLUDED
ruled,March,IS_INCLUDED
ruled,January,IS_INCLUDED
was found floating,Thanksgiving Day,IS_INCLUDED
a four-month ordeal,four-month,IS_INCLUDED
wants to accompany,Monday,IS_INCLUDED
has said,Monday,BEFORE
to continue,tomorrow,IS_INCLUDED
said,Monday,IS_INCLUDED
their third day-long meeting,day-long,IS_INCLUDED
emerged,Monday,IS_INCLUDED
practiced forming,Monday,IS_INCLUDED
said,Monday,IS_INCLUDED
continued to vow,Monday,IS_INCLUDED
said,Monday,IS_INCLUDED
said,Monday,IS_INCLUDED
could come,Tuesday,IS_INCLUDED
said,Monday,IS_INCLUDED
a tense Miami waiting,Monday,IS_INCLUDED
is doing,O,INCLUDES
involved should be searching,O,INCLUDES
gives,O,AFTER
fails to compel,O,AFTER
balk,O,AFTER
have unreasonably demanded,O,BEFORE
to stir,O,BEFORE
have left,O,BEFORE
comes,O,AFTER
speculation,O,INCLUDES
and to end,O,AFTER
to dispel,O,AFTER
has made,O,BEFORE
is doing,now,IS_INCLUDED
involved should be searching,now,IS_INCLUDED
gives,Thursday,AFTER
gather,daily,IS_INCLUDED
ought not to rush to take,Thursday,AFTER
defined,Thursday,BEFORE
a court edict,Thursday,AFTER
an appellate court ruling,next month,IS_INCLUDED
is expected,next month,IS_INCLUDED
The best outcome,Thursday,AFTER
have unreasonably demanded,Thursday,BEFORE
trumping,Thursday,AFTER
to stir,Thursday,BEFORE
relinquish,Thursday,AFTER
have left,Thursday,BEFORE
can argue,Thursday,IS_INCLUDED
comes,Thursday,AFTER
been clouded,Thursday,BEFORE
unsubstantiated claims,Thursday,BEFORE
to distort,Thursday,IS_INCLUDED
has made,Thursday,IS_INCLUDED
said,Thursday COMMA April 6,IS_INCLUDED
said,O,BEFORE
said,O,BEFORE
supports,O,INCLUDES
said,O,BEFORE
said,O,BEFORE
does not speak,O,BEFORE
said,O,BEFORE
said,O,BEFORE
said,O,BEFORE
talking,O,BEFORE
walked,O,BEFORE
said,O,BEFORE
frowned,O,BEFORE
asked,O,BEFORE
should be afforded,O,AFTER
believes,O,INCLUDES
said,O,BEFORE
envelop,O,INCLUDES
pushing,O,INCLUDES
needs,Friday,IS_INCLUDED
pray,every day,IS_INCLUDED
said,Friday,IS_INCLUDED
a resolution,Friday,AFTER
pray,every day,IS_INCLUDED
work,every day,IS_INCLUDED
said,Friday,IS_INCLUDED
supports,Friday,INCLUDES
has not visited,Friday,BEFORE
said,Friday,IS_INCLUDED
said,Friday,IS_INCLUDED
does not speak,Friday,BEFORE
said,Friday,IS_INCLUDED
this situation,Friday,INCLUDES
speak to,Friday,INCLUDES
walked,Friday,IS_INCLUDED
a tragedy,now,IS_INCLUDED
become,now,BEFORE
has gone,now,BEFORE
should have arrived,at least 72 hours,AFTER
was found floating,at least 72 hours,BEFORE
should have arrived,1961,AFTER
should have arrived,the last week,BEFORE
do think is,Friday,IS_INCLUDED
said,Friday,IS_INCLUDED
was being controlled,Friday,BEFORE
asked,Friday,IS_INCLUDED
should be afforded,Friday,AFTER
should be worked,Friday,AFTER
believes,Friday,IS_INCLUDED
arrived,1961,IS_INCLUDED
have forgotten,Friday,BEFORE
think,Friday,IS_INCLUDED
this tragedy,Friday,BEFORE
has become,Friday,BEFORE
said,Friday,IS_INCLUDED
has dominated,five months,IS_INCLUDED
has dominated,Friday,BEFORE
envelop,Friday,IS_INCLUDED
pushing,Friday,IS_INCLUDED
should go,O,AFTER
has developed,O,BEFORE
learned,last November,IS_INCLUDED
should not disqualify,O,IS_INCLUDED
were enforcing,O,BEFORE
the raid,O,BEFORE
were treating,O,IS_INCLUDED
the war,last November,AFTER
the war,O,BEFORE
getting,O,IS_INCLUDED
was confirmed,the weekend,IS_INCLUDED
returning,O,IS_INCLUDED
a turning point,O,BEFORE
failed to overthrow,O,BEFORE
said,O,BEFORE
called,O,BEFORE
called,O,BEFORE
read,O,BEFORE
was announced,O,BEFORE
was issued,O,BEFORE
said,O,BEFORE
said,O,BEFORE
released,O,BEFORE
moved,O,BEFORE
refused,O,BEFORE
ordered,O,BEFORE
arrived,O,BEFORE
and obtained,O,BEFORE
appealed,O,BEFORE
upheld,O,BEFORE
rejected,O,BEFORE
traveled,O,BEFORE
applied,O,BEFORE
refused to return,O,BEFORE
took,O,BEFORE
survived,O,BEFORE
died,O,BEFORE
was rescued,O,BEFORE
said COMMA QUOTQUOT,O,BEFORE
said,O,BEFORE
asked,O,BEFORE
issued,O,BEFORE
said,O,BEFORE
praised,O,BEFORE
said,O,BEFORE
the battle,O,INCLUDES
vowed to continue,O,BEFORE
a request,O,BEFORE
denied COMMA,O,BEFORE
Naturalization Service QUOTs decision,O,BEFORE
read,O,BEFORE
wrote,O,BEFORE
made,O,BEFORE
separate attitudes,O,BEFORE
died trying to smuggle,O,BEFORE
instructed,O,BEFORE
made,O,BEFORE
issued,O,BEFORE
said,O,BEFORE
are seeking,O,INCLUDES
called,Thursday,IS_INCLUDED
rescues,Thursday,INCLUDES
a statement,Thursday,IS_INCLUDED
an appeal,14 days,IS_INCLUDED
lived,a month,IS_INCLUDED
lived,April 22,AFTER
a pre-dawn raid,April 22,IS_INCLUDED
took,April 22,IS_INCLUDED
arrived,April 2,IS_INCLUDED
capsized,last November,IS_INCLUDED
was rescued,last November,IS_INCLUDED
said,Thursday,IS_INCLUDED
Thursday QUOTs ruling,Thursday,IS_INCLUDED
praised,Thursday,IS_INCLUDED
wanted,Thursday,BEFORE
vowed to continue,Thursday,IS_INCLUDED
approves,Thursday,IS_INCLUDED
wide-spread protests,six months,IS_INCLUDED
The ruling,six months,AFTER
instructed,Thursday,IS_INCLUDED
no extensions,Thursday,AFTER
Thursday QUOTs decision,14 days,BEGINS
Thursday QUOTs decision,Thursday,IS_INCLUDED
issued,Thursday,IS_INCLUDED
Thursday QUOTs ruling,Thursday,IS_INCLUDED
said,Thursday,IS_INCLUDED
are seeking,Thursday,INCLUDES
could be forced to stay,Thursday,AFTER
refused to order,two more weeks,BEFORE
refused to order,Thursday,IS_INCLUDED
said,O,BEFORE
could be established,O,BEFORE
said,O,BEFORE
said,O,BEFORE
described,O,BEFORE
Friday the bomb blasts,O,BEFORE
could be established,August 7,IS_INCLUDED
took,Friday morning,IS_INCLUDED
an explosion,Friday morning,IS_INCLUDED
were killed,Friday morning,IS_INCLUDED
said,August 7,IS_INCLUDED
would like to express,August 7,IS_INCLUDED
described,August 7,IS_INCLUDED
Friday the bomb blasts,Friday,IS_INCLUDED
deplored,Friday,IS_INCLUDED
were ordered to set,O,BEFORE
sent,O,BEFORE
have taken,O,BEFORE
dispatched,O,BEFORE
has sent,O,BEFORE
were killed,O,BEFORE
said,O,BEFORE
were ordered to set,Saturday,BEFORE
sent,Friday,BEFORE
have taken,Saturday,BEFORE
has sent,Saturday,BEFORE
The Friday explosions,Friday,IS_INCLUDED
said,Saturday,IS_INCLUDED
To turn,Saturday,AFTER
said,Saturday,IS_INCLUDED
vowed to hunt,Saturday,IS_INCLUDED
has claimed,O,BEFORE
have died COMMA,O,BEFORE
were sent,O,BEFORE
extended,O,BEFORE
condemned,O,BEFORE
two terrorist bomb attacks,O,BEFORE
has claimed,August 8,BEFORE
a car bomb attack,Friday,IS_INCLUDED
killed and at least 58 injured,Friday,IS_INCLUDED
ripped,Friday morning,IS_INCLUDED
have died COMMA,August 8,BEFORE
were sent,August 8,BEFORE
extended,August 8,IS_INCLUDED
condemned,August 8,IS_INCLUDED
two terrorist bomb attacks,Friday,IS_INCLUDED
condemned,Saturday,IS_INCLUDED
were wounded,O,IS_INCLUDED
were killed,O,IS_INCLUDED
exploded,Friday,IS_INCLUDED
condemned,Friday,IS_INCLUDED
has claimed,O,BEFORE
have been killed,Friday,IS_INCLUDED
expressed hope,O,IS_INCLUDED
condemns,O,IS_INCLUDED
said,O,IS_INCLUDED
condemned,Saturday,IS_INCLUDED
said,O,IS_INCLUDED
condemned,O,IS_INCLUDED
told,O,IS_INCLUDED
announced,Monday,IS_INCLUDED
said,Tuesday,IS_INCLUDED
has dispatched,O,BEFORE
said,O,IS_INCLUDED
the help,recent days,IS_INCLUDED
want to thank,O,IS_INCLUDED
told,O,IS_INCLUDED
last Friday QUOTs bombings,last Friday,IS_INCLUDED
said,Tuesday,BEFORE
will present,O,AFTER
make,O,AFTER
the Kenya embassy bombing,Wednesday,BEFORE
met,Wednesday,IS_INCLUDED
said,O,IS_INCLUDED
echoing,O,IS_INCLUDED
said,O,IS_INCLUDED
the ceremony,O,IS_INCLUDED
said,O,IS_INCLUDED
condemned,Thursday,IS_INCLUDED
was quoted,Friday,IS_INCLUDED
complete and bombers,three months,IS_INCLUDED
bombing,three months,AFTER
said,O,IS_INCLUDED
reported,Friday,IS_INCLUDED
identified,Thursday,IS_INCLUDED
hurled,Thursday,BEFORE
said,Thursday,IS_INCLUDED
Salaam Thursday and meeting,Thursday,IS_INCLUDED
touring,Thursday,IS_INCLUDED
said,O,IS_INCLUDED
said,Thursday,IS_INCLUDED
flew,O,IS_INCLUDED
said,O,IS_INCLUDED
said,O,IS_INCLUDED
have gathered,O,BEFORE
a press conference,O,IS_INCLUDED
said,O,IS_INCLUDED
proceeding,O,IS_INCLUDED
the August 7 bombings,August 7,IS_INCLUDED
the August 7 bombings,Friday,BEFORE
said,Friday,IS_INCLUDED
celebrates,April,IS_INCLUDED
are scheduled to become,April,IS_INCLUDED
are scheduled to become,O,INCLUDES
accession talks,last year,INCLUDES
to start,last year,INCLUDES
to invite,last year,IS_INCLUDED
last year QUOTs Madrid summit,last year,IS_INCLUDED
decided,last year,IS_INCLUDED
was followed,O,INCLUDES
the ratification process,February,BEGUN_BY
starting,February,IS_INCLUDED
being,February,IS_INCLUDED
began,February,IS_INCLUDED
The ratification process,February,BEGUN_BY
the enlargement move,Wednesday,IS_INCLUDED
approved,October,IS_INCLUDED
reaching,O,IS_INCLUDED
the enlargement process,Wednesday,ENDED_BY
agreed,Wednesday,IS_INCLUDED
voted,Wednesday,IS_INCLUDED
have been accepted,Wednesday,IS_INCLUDED
gave,Wednesday,IS_INCLUDED
concluded,Wednesday,IS_INCLUDED
The ratification process,Wednesday,ENDED_BY
applying,O,IS_INCLUDED
ratified,Tuesday,IS_INCLUDED
accession,Tuesday,AFTER
have finished,Tuesday,IS_INCLUDED
the Madrid summit,July 1997,IS_INCLUDED
invited,July 1997,IS_INCLUDED
added,Wednesday,IS_INCLUDED
will include,25,INCLUDES
will include,April 24,INCLUDES
signing,25,INCLUDES
signing,April 24,INCLUDES
eligible,March,INCLUDES
will enable,March,IS_INCLUDED
The March accession,March,IS_INCLUDED
the NATO Washington summit,25,INCLUDES
the NATO Washington summit,April 24,INCLUDES
be held,25,INCLUDES
be held,April 24,INCLUDES
a ceremonial accession,25,INCLUDES
a ceremonial accession,April 24,INCLUDES
added,Wednesday,IS_INCLUDED
was fixed,Wednesday,IS_INCLUDED
was planned,March,IS_INCLUDED
said,Wednesday,IS_INCLUDED
said,Wednesday,IS_INCLUDED
has decided to admit,March,IS_INCLUDED
has decided to admit,Wednesday,IS_INCLUDED
to submit,March 12,IS_INCLUDED
travel,March 12,IS_INCLUDED
has invited,O,INCLUDES
signed,February 10,IS_INCLUDED
a ceremony,March 12,IS_INCLUDED
join,March 12,IS_INCLUDED
were invited to join,July 1997,IS_INCLUDED
the ceremony,O,IS_INCLUDED
were,O,IS_INCLUDED
signed,O,IS_INCLUDED
to become,O,INCLUDES
broadcast,O,IS_INCLUDED
simultaneous ceremonies,O,IS_INCLUDED
have signed,O,IS_INCLUDED
was QUOTQUOT,day,IS_INCLUDED
said,day,IS_INCLUDED
share,O,INCLUDES
share,Friday,INCLUDES
to rejoin,Friday,IS_INCLUDED
has been,O,INCLUDES
has been,Friday,INCLUDES
QUOTQUOT saying : QUOTQUOT,Friday,IS_INCLUDED
returning,O,INCLUDES
returning,Friday,INCLUDES
Hunragy QUOTs admission,Friday,IS_INCLUDED
called,Friday,IS_INCLUDED
become QUOTQUOT,O,INCLUDES
become QUOTQUOT,Friday,INCLUDES
said,Friday,IS_INCLUDED
saw,O,INCLUDES
saw,Friday,INCLUDES
said,Friday,IS_INCLUDED
the signing ceremony,Friday,IS_INCLUDED
speeches,Friday,IS_INCLUDED
signed,Friday,IS_INCLUDED
held,Friday,IS_INCLUDED
a ceremony,Friday,IS_INCLUDED
joined,Friday,IS_INCLUDED
bring,Friday,AFTER
would be,Friday,AFTER
Hungary QUOTs accession,Friday,IS_INCLUDED
claiming,Friday,INCLUDES
are,Friday,INCLUDES
the country QUOTs NATO membership,Friday,INCLUDES
supporting,Friday,IS_INCLUDED
issued,Friday,IS_INCLUDED
help eliminate,Friday,AFTER
help eliminate,Friday,AFTER
will consolidate,Friday,AFTER
the three countries QUOT entry,Friday,IS_INCLUDED
saying,Friday,IS_INCLUDED
issued,Friday,IS_INCLUDED
were,Friday,IS_INCLUDED
to accede,Friday,IS_INCLUDED
proves,Friday,INCLUDES
a historic event QUOTQUOT,Friday,INCLUDES
the entry,Friday,IS_INCLUDED
described,Friday,IS_INCLUDED
a televised address,Friday,IS_INCLUDED
the country QUOTs entry,Friday,IS_INCLUDED
to mark,Friday,IS_INCLUDED
celebrations,Friday,IS_INCLUDED
staged,Friday,IS_INCLUDED
the embassy QUOTs mission,Friday,INCLUDES
the end,Friday,IS_INCLUDED
indicated,Friday,IS_INCLUDED
