token1,token2,lemma1,lemma2,label
fulfill,Friday,fulfill,friday,INCLUDES
enhance,O,enhance,O,INCLUDES
enhance,Friday,enhance,friday,INCLUDES
said,Friday,say,friday,INCLUDES
wars,Friday,war,friday,BEFORE
referring,Friday,refer,friday,IS_INCLUDED
added,Friday,add,friday,IS_INCLUDED
disasters,this century COMMA,disaster,this century COMMA,IS_INCLUDED
been,this century COMMA,be,this century COMMA,IS_INCLUDED
stabilize,O,stabilize,O,INCLUDES
helps,O,help,O,INCLUDES
stabilize,Friday,stabilize,friday,INCLUDES
helps,Friday,help,friday,INCLUDES
Extending,Friday,extend,friday,IS_INCLUDED
growing,O,grow,O,INCLUDES
growing,Friday,grow,friday,INCLUDES
is,O,be,O,INCLUDES
is,Friday,be,friday,INCLUDES
accession,Friday,accession,friday,IS_INCLUDED
said,Friday,say,friday,IS_INCLUDED
ceremony,Friday,ceremony,friday,IS_INCLUDED
became,Friday,become,friday,BEFORE
fled,Friday,flee,friday,BEFORE
exclaimed,Friday,exclaim,friday,IS_INCLUDED
entry,Friday,entry,friday,IS_INCLUDED
marking,Friday,mark,friday,IS_INCLUDED
accepted,Friday,accept,friday,IS_INCLUDED
share,O,share,O,INCLUDES
become,O,become,O,INCLUDES
saw,O,see,O,INCLUDES
was,day,be,day,IS_INCLUDED
said,day,say,day,IS_INCLUDED
share,Friday,share,friday,INCLUDES
rejoin,Friday,rejoin,friday,IS_INCLUDED
been,Friday,be,friday,INCLUDES
saying,Friday,say,friday,IS_INCLUDED
returning,Friday,return,friday,IS_INCLUDED
admission,Friday,admission,friday,IS_INCLUDED
called,Friday,call,friday,IS_INCLUDED
become,Friday,become,friday,INCLUDES
said,Friday,say,friday,IS_INCLUDED
saw,Friday,see,friday,INCLUDES
said,Friday,say,friday,IS_INCLUDED
ceremony,Friday,ceremony,friday,IS_INCLUDED
speeches,Friday,speech,friday,IS_INCLUDED
signed,Friday,sign,friday,IS_INCLUDED
held,Friday,hold,friday,IS_INCLUDED
ceremony,Friday,ceremony,friday,IS_INCLUDED
joined,Friday,join,friday,IS_INCLUDED
gloomy,week,gloomy,week,DURING
think,week,think,week,DURING
turning,O,turn,O,IS_INCLUDED
goes,O,go,O,DURING
get,O,get,O,AFTER
hold,O,hold,O,AFTER
talking,ten years,talk,ten year,ENDS
boom,ten years,boom,ten year,IS_INCLUDED
get,O,get,O,DURING
soared,the past three months,soar,the past three month,IS_INCLUDED
plunged,the past three months,plunge,the past three month,IS_INCLUDED
believe,O,believe,O,DURING
believe,O,believe,O,BEFORE
worth,now,worth,now,DURING
worth,October,worth,october,IS_INCLUDED
estimates,O,estimate,O,DURING
find,O,find,O,DURING
owns,O,own,O,DURING
crashed,O,crash,O,ENDED_BY
break,O,break,O,ENDED_BY
drop,the last twenty four hours,drop,the last twenty four hour,IS_INCLUDED
hit,the last twenty four hours,hit,the last twenty four hour,IS_INCLUDED
lost,the last twenty four hours,lose,the last twenty four hour,IS_INCLUDED
fallen,the last twenty four hours,fall,the last twenty four hour,IS_INCLUDED
calls,a minute and a half,call,a minute and a half,ENDS
conversation,a minute and a half,conversation,a minute and a half,BEGINS
released,today,release,today,IS_INCLUDED
believe,O,believe,O,AFTER
says,O,say,O,BEFORE
looking,O,look,O,INCLUDES
said,nearly forty years,say,nearly forty year,DURING
tried,O,try,O,BEFORE
come,O,come,O,AFTER
invited,O,invite,O,BEFORE
outsmarted,O,outsmarted,O,BEFORE
outlasted,O,outlast,O,BEFORE
endures,O,endure,O,INCLUDES
tried,O,try,O,BEFORE
predicted,O,predict,O,BEFORE
included,twenty years,include,twenty year,ENDS
chosen,twenty years,choose,twenty year,BEGINS
named,O,name,O,AFTER
flown,O,fly,O,AFTER
say,O,say,O,INCLUDES
learned,today,learn,today,IS_INCLUDED
picked,O,pick,O,BEFORE
held,now,hold,now,ENDED_BY
co-pilot,O,co-pilot,O,BEFORE
mission,December,mission,december,IS_INCLUDED
in,now,in,now,BEFORE
has,O,have,O,DURING
said,O,say,O,BEFORE
committed,weeks,commit,week,IS_INCLUDED
expected,now,expect,now,INCLUDES
boasts,now,boast,now,INCLUDES
told,Tuesday,tell,tuesday,IS_INCLUDED
objected,O,object,O,BEFORE
imports,O,import,O,INCLUDES
provided,O,provide,O,BEFORE
conferred,Tuesday,confer,tuesday,IS_INCLUDED
held,O,hold,O,BEFORE
traveling,this crucial moment,travel,this crucial moment,DURING
said,O,say,O,BEFORE
asked,today,ask,today,IS_INCLUDED
meet,Thursday,meet,thursday,IS_INCLUDED
met,Monday,meet,monday,IS_INCLUDED
carrying,O,carry,O,BEFORE
rolled,Tuesday,roll,tuesday,IS_INCLUDED
according,O,accord,O,BEFORE
shut,O,shut,O,BEFORE
said,today,say,today,IS_INCLUDED
there,O,there,O,BEFORE
arriving,Tuesday,arrive,tuesday,IS_INCLUDED
voted,O,vote,O,BEFORE
ordered,Aug. 6,order,aug. 6,IS_INCLUDED
annexed,now,annex,now,INCLUDES
created,O,create,O,BEFORE
said,Tuesday,say,tuesday,IS_INCLUDED
remained,O,remain,O,INCLUDES
identified,O,identify,O,BEFORE
said,O,say,O,BEFORE
said,today,say,today,IS_INCLUDED
agreed,O,agree,O,BEFORE
trapped,O,trap,O,INCLUDES
assembling,today,assemble,today,IS_INCLUDED
said,O,say,O,BEFORE
said,O,say,O,BEFORE
quoted,O,quote,O,BEFORE
said,O,say,O,BEFORE
briefing,today,briefing,today,IS_INCLUDED
left,Tuesday,leave,tuesday,IS_INCLUDED
said,O,say,O,BEFORE
call,up to 180 days,call,up to 180 day,DURING
said,O,say,O,BEFORE
said,O,say,O,BEFORE
dispatched,O,dispatch,O,BEFORE
criticized,O,criticize,O,BEFORE
invasion,Aug. 2,invasion,aug. 2,IS_INCLUDED
condemned,O,condemn,O,BEFORE
seemed,O,seem,O,BEFORE
war,eight-year,war,eight-year,IS_INCLUDED
cease-fire,August 1988,cease-fire,august 1988,IS_INCLUDED
talks,August 1988,talk,august 1988,AFTER
appeared,O,appear,O,BEFORE
begin,Friday,begin,friday,IS_INCLUDED
read,O,read,O,BEFORE
camped,now,camp,now,INCLUDES
buildup,O,buildup,O,INCLUDES
said,O,say,O,BEFORE
delivered,O,deliver,O,BEFORE
denounced,today,denounce,today,IS_INCLUDED
said,today,say,today,IS_INCLUDED
said,Tuesday,say,tuesday,IS_INCLUDED
crisis,O,crisis,O,INCLUDES
seeking,today,seek,today,IS_INCLUDED
arrived,today,arrive,today,IS_INCLUDED
captured,O,capture,O,BEFORE
sought,today,seek,today,IS_INCLUDED
facing,today,face,today,INCLUDES
seeking,up to 180 days,seek,up to 180 day,BEGUN_BY
according,O,accord,O,IS_INCLUDED
join,today,join,today,IS_INCLUDED
says,O,say,O,INCLUDES
flows,Tuesday,flow,tuesday,INCLUDES
said,A day earlier,say,a day earlier,ENDS
streamed,A day earlier,stream,a day earlier,BEGINS
said,Thursday,say,thursday,IS_INCLUDED
cutback,September,cutback,september,IS_INCLUDED
denied,O,deny,O,BEFORE
called,Thursday,call,thursday,IS_INCLUDED
filed,Wednesday,file,wednesday,ENDED_BY
called,O,call,O,BEFORE
met,this week,meet,this week,IS_INCLUDED
comes,O,come,O,INCLUDES
go,O,go,O,INCLUDES
tightened,now,tighten,now,IS_INCLUDED
outlet,now,outlet,now,IS_INCLUDED
said,O,say,O,BEFORE
said,O,say,O,BEFORE
controls,now,control,now,IS_INCLUDED
rimmed,O,rim,O,BEFORE
say,O,say,O,SIMULTANEOUS
said,O,say,O,BEFORE
has,O,have,O,INCLUDES
stay,a fairly lengthy period,stay,a fairly lengthy period,DURING
said,O,say,O,BEFORE
massed,O,mass,O,BEFORE
massing,O,mass,O,INCLUDES
attack,Thursday,attack,thursday,IS_INCLUDED
power-grab,Aug. 2,power-grab,aug. 2,IS_INCLUDED
said,O,say,O,BEFORE
headed,O,head,O,INCLUDES
called,O,call,O,BEFORE
said,O,say,O,BEFORE
grew,O,grow,O,BEFORE
conference,O,conference,O,IBEFORE
said,O,say,O,BEFORE
blocked,O,block,O,INCLUDES
said,Thursday,say,thursday,IS_INCLUDED
meeting,two-hour,meeting,two-hour,DURING
commenting,O,comment,O,BEFORE
crisis,two-week,crisis,two-week,DURING_INV
took,Thursday,take,thursday,IS_INCLUDED
showdown,O,showdown,O,INCLUDES
calls,O,call,O,IS_INCLUDED
hopes,O,hope,O,IS_INCLUDED
going,O,go,O,IS_INCLUDED
indicated,O,indicate,O,BEFORE
offered,O,offer,O,BEFORE
said,Thursday,say,thursday,IS_INCLUDED
welcomed,O,welcome,O,BEFORE
campaign,1996,campaign,1996,IS_INCLUDED
rests,O,rest,O,DURING
has,almost a hundred years,have,almost a hundred year,DURING
recognizes,O,recognize,O,DURING
independent,1901,independent,1901,AFTER
increasing,O,increase,O,DURING
shown,O,show,O,BEFORE
seen,O,see,O,AFTER
voted,Friday,vote,friday,IS_INCLUDED
referendum,next year,referendum,next year,IS_INCLUDED
voted,Friday,vote,friday,IS_INCLUDED
voted,210 years,vote,210 year,ENDS
Turning,O,turn,O,BEFORE
owed,O,owe,O,IS_INCLUDED
said,Friday,say,friday,IS_INCLUDED
becoming,O,become,O,IS_INCLUDED
isolated,O,isolate,O,IS_INCLUDED
said,Friday,say,friday,BEFORE
hope,O,hope,O,IS_INCLUDED
said,Friday,say,friday,BEFORE
hope,O,hope,O,IS_INCLUDED
said,Friday,say,friday,BEFORE
said,Friday,say,friday,BEFORE
said,Friday,say,friday,IS_INCLUDED
move,a month,move,a month,ENDS
suspended,a month,suspend,a month,BEGINS
appoint,O,appoint,O,AFTER
said,O,say,O,BEFORE
add,O,add,O,AFTER
departing,August 6,depart,august 6,BEGUN_BY
departing,each Thursday,depart,each thursday,IS_INCLUDED
leave,March 30,leave,march 30,BEGUN_BY
leave,March 30,leave,march 30,BEGUN_BY
announced,Friday,announce,friday,IS_INCLUDED
crisis,O,crisis,O,AFTER
double,August,double,august,ENDED_BY
suffered,recent years,suffer,recent year,IS_INCLUDED
broke,noon Thursday,break,noon thursday,SIMULTANEOUS
kidnapped,10 p.m. Wednesday,kidnap,10 p.m. wednesday,IS_INCLUDED
found,Friday,find,friday,IDENTITY
kept,O,keep,O,BEFORE
said,O,say,O,IS_INCLUDED
gave,O,give,O,IS_INCLUDED
aided,O,aid,O,BEFORE
attacks,O,attack,O,BEFORE
arrested,June last year,arrest,june last year,IS_INCLUDED
capture,a week,capture,a week,IBEFORE
buried,O,bury,O,BEFORE
happened,O,happen,O,BEFORE
searching,O,search,O,BEFORE
coup,last year,coup,last year,IS_INCLUDED
killed,almost two years ago,kill,almost two year ago,IS_INCLUDED
staged,July last year,stage,july last year,IS_INCLUDED
falling,June last year,fall,june last year,IS_INCLUDED
began,mid-1996,begin,mid-1996,IS_INCLUDED
held,the late 1970s,hold,the late 1970s,SIMULTANEOUS
believed,now,believe,now,INCLUDES
said,Thursday,say,thursday,IS_INCLUDED
discouraging,22 months,discourage,22 month,AFTER
capture,March 26 COMMA 1996,capture,march 26 COMMA 1996,IS_INCLUDED
died,weeks or months,die,week or month,IS_INCLUDED
concluded,January this year,conclude,january this year,IS_INCLUDED
abducted,March 1996,abducted,march 1996,IS_INCLUDED
recover,the next two weeks,recover,the next two week,IS_INCLUDED
kidnapped,almost two years ago,kidnap,almost two year ago,IS_INCLUDED
said,Thursday,say,thursday,IS_INCLUDED
formed,O,form,O,BEFORE
presumed,O,presume,O,IS_INCLUDED
said,O,say,O,BEFORE
continue,O,continue,O,INCLUDES
pushing,Thursday,push,thursday,IS_INCLUDED
appeared,Thursday,appear,thursday,IS_INCLUDED
said,O,say,O,BEFORE
said,O,say,O,BEFORE
said,O,say,O,BEFORE
considered,O,consider,O,IS_INCLUDED
continued,mid-1996,continue,mid-1996,IS_INCLUDED
coup,July last year,coup,july last year,IS_INCLUDED
fled,July last year,flee,july last year,IS_INCLUDED
went,July last year,go,july last year,IS_INCLUDED
built,February 1947,build,february 1947,BEGUN_BY
entered,February 1947,enter,february 1947,IS_INCLUDED
designed,February 1947,design,february 1947,BEFORE
report,Friday,report,friday,BEFORE
filed,1995,file,1995,IS_INCLUDED
blowing,1988,blow,1988,IS_INCLUDED
rejected,Friday,reject,friday,IS_INCLUDED
said,O,say,O,BEFORE
assassination,November 1995,assassination,november 1995,IS_INCLUDED
serving,O,serve,O,INCLUDES
took,Friday,take,friday,IS_INCLUDED
took,more than four hours,take,much than four hour,DURING
said,Friday,say,friday,IS_INCLUDED
pleaded,Friday,plead,friday,IS_INCLUDED
charges,Friday,charge,friday,IS_INCLUDED
said,Friday,say,friday,BEFORE
said,Friday,say,friday,IS_INCLUDED
funded,O,fund,O,AFTER
finish,O,finish,O,AFTER
based,O,base,O,AFTER
said,Friday,say,friday,IS_INCLUDED
assailed,Last year,assail,last year,IS_INCLUDED
released,O,release,O,BEFORE
ratified,O,ratify,O,BEFORE
signed,Friday,sign,friday,IS_INCLUDED
fell,1996,fall,1996,AFTER
fell,last year,fall,last year,IS_INCLUDED
visit,four-day,visit,four-day,SIMULTANEOUS
claimed,the past,claim,the past,IS_INCLUDED
use,at least 20 more years,use,at little 20 much year,SIMULTANEOUS
signed,last May.,sign,last may.,IS_INCLUDED
ruled,centuries,rule,century,SIMULTANEOUS
signed,Friday,sign,friday,IS_INCLUDED
claimed,Friday,claim,friday,BEFORE
quoted,Friday,quote,friday,BEFORE
trying,Friday,try,friday,IS_INCLUDED
stalled,Friday,stall,friday,BEFORE
opposed,Friday,oppose,friday,BEFORE
said,Friday,say,friday,BEFORE
calls,Friday,call,friday,IS_INCLUDED
said,Friday,say,friday,IS_INCLUDED
planned,Friday,plan,friday,AFTER
sent,Sunday,send,sunday,IS_INCLUDED
wants,O,want,O,DURING
war,O,war,O,INCLUDES
told,Sunday,tell,sunday,IS_INCLUDED
cooperate,O,cooperate,O,AFTER
calls,O,call,O,DURING
occupies,O,occupy,O,DURING
said,Friday,say,friday,IS_INCLUDED
said,Sunday,say,sunday,IS_INCLUDED
talk,today,talk,today,IS_INCLUDED
gotten,O,get,O,AFTER
mounted,O,mount,O,BEFORE
faced,O,face,O,DURING_INV
movement,O,movement,O,DURING
created,1985,create,1985,IS_INCLUDED
killed,1985,kill,1985,AFTER
killed,Last week,kill,last week,IS_INCLUDED
wounded,Last week,wounded,last week,IS_INCLUDED
suffered,last year,suffer,last year,IS_INCLUDED
killed,last February,kill,last february,IS_INCLUDED
said,Sunday,say,sunday,IS_INCLUDED
remarks,last week,remark,last week,IS_INCLUDED
lecture,last week,lecture,last week,IS_INCLUDED
left,Sunday,leave,sunday,IS_INCLUDED
cut,nearly two years,cut,nearly two year,DURING
speech,six weeks ago,speech,six week ago,IS_INCLUDED
saying,the time,say,the time,IS_INCLUDED
told,Sunday,tell,sunday,IS_INCLUDED
said,Sunday,say,sunday,IS_INCLUDED
suggested,Sunday,suggest,sunday,IS_INCLUDED
told,Sunday,told,sunday,IS_INCLUDED
talks,Sunday,talk,sunday,BEFORE
said,last week,say,last week,IS_INCLUDED
resumed,nearly two months,resume,nearly two month,ENDS
blocked,nearly two months,block,nearly two month,BEGINS
worked,O,work,O,BEFORE
moved,O,move,O,BEFORE
return,O,return,O,BEFORE
signed,Feb. 23,sign,feb. 23,IS_INCLUDED
placed,O,place,O,BEFORE
alleged,O,allege,O,BEFORE
resisted,Previously,resist,previously,IS_INCLUDED
invasion,1990,invasion,1990,IS_INCLUDED
go,next week,go,next week,IS_INCLUDED
finished,Friday,finish,friday,IS_INCLUDED
appointed,Thursday,appoint,thursday,IS_INCLUDED
said,Thursday,say,thursday,IS_INCLUDED
laid,Feb. 23,lay,feb. 23,IS_INCLUDED
said,Friday,say,friday,IS_INCLUDED
inspection,Jan. 13,inspection,jan. 13,AFTER
last,over a week,last,over a week,SIMULTANEOUS
arrived,Thursday,arrive,thursday,IS_INCLUDED
tour,10-hour,tour,10-hour,SIMULTANEOUS
resumed,Friday,resume,friday,IS_INCLUDED
work,Friday,work,friday,IS_INCLUDED
said,O,say,O,BEFORE
charged,O,charge,O,BEFORE
allowed,over a week,allow,over a week,IS_INCLUDED
stopped,Jan. 13,stop,jan. 13,AFTER
said,Friday,say,friday,BEFORE
seen,Friday,see,friday,AFTER
said,Friday,say,friday,BEFORE
argued,Friday,argue,friday,BEFORE
said,Thursday,say,thursday,IS_INCLUDED
said,Friday,say,friday,BEFORE
clashes,recent days,clash,recent day,IS_INCLUDED
marched,Sunday,march,sunday,IS_INCLUDED
say,O,say,O,IS_INCLUDED
reported,recent days,reported,recent day,IS_INCLUDED
arrested,Earlier Sunday,arrest,early sunday,IS_INCLUDED
cosponsor,O,cosponsor,O,INCLUDES
killings,Feb. 20,killing,feb. 20,BEFORE
clashed,Earlier Sunday,clash,early sunday,INCLUDES
left,this summer,leave,this summer,IS_INCLUDED
protests,this summer,protest,this summer,IS_INCLUDED
provoked,the past three summers,provoke,the past three summer,IS_INCLUDED
rallied,Sunday,rally,sunday,IS_INCLUDED
ruled,1972,rule,1972,BEGUN_BY
said,Sunday,say,sunday,IS_INCLUDED
talks,February,talk,february,IS_INCLUDED
meetings,last week,meeting,last week,IS_INCLUDED
meetings,10 days ago,meeting,10 day ago,IS_INCLUDED
invited,two weeks ago,invite,two week ago,IS_INCLUDED
conclude,May,conclude,may,BEFORE
found,Sunday,find,sunday,IS_INCLUDED
expelled,Feb. 20,expel,feb. 20,IS_INCLUDED
resume,Monday,resume,monday,IS_INCLUDED
truce,8-month-old,truce,8-month-old,DURING
seized,Sunday,seize,sunday,IS_INCLUDED
return,Sunday,return,sunday,AFTER
talks,Sunday,talk,sunday,AFTER
said,O,say,O,BEFORE
set,O,set,O,BEFORE
appeared,Sunday,appear,sunday,IS_INCLUDED
supposed,O,suppose,O,IS_INCLUDED
said,Sunday,say,sunday,IS_INCLUDED
opposed,O,opposed,O,IS_INCLUDED
wants,O,want,O,IS_INCLUDED
threatening,O,threaten,O,IS_INCLUDED
said,O,say,O,BEFORE
prevented,this summer,prevent,this summer,IS_INCLUDED
said,Earlier Sunday,say,early sunday,IS_INCLUDED
cited,December,cite,december,IS_INCLUDED
appointed,the following year,appoint,the following year,IS_INCLUDED
made,May 22 COMMA 1995,make,may 22 COMMA 1995,IS_INCLUDED
go,O,go,O,AFTER
expressed,O,express,O,BEFORE
part,October 1984,part,october 1984,IS_INCLUDED
spent,six days,spend,six day,DURING
sent,May 26 COMMA 1980,send,may 26 COMMA 1980,IS_INCLUDED
move,O,move,O,AFTER
set,O,set,O,BEFORE
said,O,say,O,BEFORE
said,Saturday,say,saturday,IS_INCLUDED
usage,O,usage,O,DURING
beginning,O,begin,O,DURING
emerged,O,emerge,O,AFTER
experiencing,O,experience,O,DURING
overtaking,O,overtaking,O,DURING
becoming,O,become,O,DURING
prove,the future,prove,the future,IS_INCLUDED
seen,O,see,O,AFTER
has,O,have,O,DURING
use,O,use,O,AFTER
create,O,create,O,AFTER
developing,O,develope,O,DURING
reaching,O,reach,O,DURING
move,O,move,O,BEFORE
become,O,become,O,IS_INCLUDED
elections,recently,election,recently,IS_INCLUDED
took,recently,take,recently,IS_INCLUDED
requires,O,require,O,INCLUDES
donated,1995,donate,1995,IS_INCLUDED
said,Friday,say,friday,IS_INCLUDED
win,this September,win,this september,IS_INCLUDED
said,O,say,O,BEFORE
said,O,say,O,BEFORE
hopes,O,hope,O,IS_INCLUDED
approaching,O,approach,O,BEFORE
skyrocketed,O,skyrocket,O,BEFORE
intense,now,intense,now,IS_INCLUDED
think,now,think,now,SIMULTANEOUS
used,O,use,O,BEFORE
responded,less than one hour,respond,little than one hour,ENDS
say,less than one hour,say,little than one hour,BEGINS
travel,next week,travel,next week,IS_INCLUDED
planned,O,plan,O,IS_INCLUDED
feels,now,feel,now,IS_INCLUDED
sought,Friday,seek,friday,IS_INCLUDED
saying,Friday,say,friday,IS_INCLUDED
glossed,the day,gloss,the day,IS_INCLUDED
arrived,the day,arrive,the day,IS_INCLUDED
happens,today,happen,today,IS_INCLUDED
warnings,Thursday,warning,thursday,IS_INCLUDED
continue,the future,continue,the future,IS_INCLUDED
say,O,say,O,IS_INCLUDED
headed,O,head,O,BEFORE
continues,O,continue,O,INCLUDES
says,O,say,O,IS_INCLUDED
building,O,build,O,BEFORE
authorized,O,authorize,O,IS_INCLUDED
open,no more than sixty days,open,no much than sixty day,DURING
wrapped,today,wrap,today,IS_INCLUDED
meet,later this afternoon,meet,later this afternoon,IS_INCLUDED
proposal,O,proposal,O,BEFORE
meeting,three hour,meet,three hour,DURING
appears,O,appear,O,IS_INCLUDED
expected,later this afternoon,expect,later this afternoon,IS_INCLUDED
insists,later this afternoon,insist,later this afternoon,IS_INCLUDED
glut,O,glut,O,DURING
falling,O,fall,O,DURING
seeing,today,see,today,DURING
saw,the winter of nineteen ninety-four,see,the winter of nineteen ninety-four,IS_INCLUDED
come,O,come,O,BEFORE
built,O,build,O,BEFORE
fell,the last two weeks,fall,the last two week,IS_INCLUDED
look,O,look,O,AFTER
according,O,accord,O,IS_INCLUDED
say,O,say,O,INCLUDES
ordered,this week,order,this week,IS_INCLUDED
assigned,this week,assign,this week,IS_INCLUDED
continues,O,continue,O,INCLUDES
attack,nineteen ninety-seven,attack,nineteen ninety-seven,IS_INCLUDED
tells,O,tell,O,IS_INCLUDED
worked,O,work,O,BEFORE
investigating,Now,investigate,now,IS_INCLUDED
charged,O,charge,O,BEFORE
explodes,last month,explode,last month,IS_INCLUDED
bomb,January nineteen ninety-seven,bomb,january nineteen ninety-seven,IS_INCLUDED
suggesting,O,suggest,O,INCLUDES
explosion,last month,explosion,last month,IS_INCLUDED
appear,O,appear,O,IS_INCLUDED
claim,O,claim,O,IS_INCLUDED
put,today,put,today,IS_INCLUDED
began,today,begin,today,IS_INCLUDED
began,Today,begin,today,IS_INCLUDED
go,now,go,now,AFTER
want,O,want,O,IS_INCLUDED
broadcast,O,broadcast,O,IS_INCLUDED
appears,O,appear,O,IS_INCLUDED
said,O,say,O,BEFORE
promote,today,promote,today,DURING
returning,O,return,O,IS_INCLUDED
arrive,Today,arrive,today,DURING
unfolding,Today,unfolding,today,IS_INCLUDED
wants,last night,want,last night,AFTER
wants,O,want,O,IS_INCLUDED
wants,now,want,now,IS_INCLUDED
found,O,find,O,BEFORE
reported,last night,report,last night,IS_INCLUDED
said,O,say,O,IS_INCLUDED
said,today,say,today,IS_INCLUDED
known,O,know,O,IS_INCLUDED
continues,O,continue,O,IS_INCLUDED
change,the next several days,change,the next several day,IS_INCLUDED
likely,O,likely,O,IS_INCLUDED
declared,O,declare,O,BEFORE
off,O,off,O,IS_INCLUDED
out,O,out,O,IS_INCLUDED
flying,O,fly,O,IS_INCLUDED
flying,today,fly,today,IS_INCLUDED
toured,Yesterday,tour,yesterday,IS_INCLUDED
live,O,live,O,AFTER
live,a while,live,a while,SIMULTANEOUS
have,O,have,O,IS_INCLUDED
added,today,add,today,DURING
averaging,1997,average,1997,IS_INCLUDED
showed,O,show,O,BEFORE
broke,O,break,O,BEFORE
rose,O,rise,O,BEFORE
declined,December,decline,december,IS_INCLUDED
showed,O,show,O,BEFORE
helped,O,help,O,BEFORE
reflected,O,reflect,O,BEFORE
came,O,come,O,BEFORE
reflects,O,reflect,O,INCLUDES
accounting,December,account,december,AFTER
creating,the first nine months,create,the 1 nine month,IS_INCLUDED
extended,January,extend,january,IS_INCLUDED
made,O,make,O,BEFORE
left,a year earlier,leave,a year earlier,AFTER
rose,O,rise,O,BEFORE
drawing,O,draw,O,INCLUDES
declined,last month,decline,last month,IS_INCLUDED
added,January,add,january,IS_INCLUDED
conference,Friday,conference,friday,IS_INCLUDED
fallen,the last few months,fall,the last few month,IS_INCLUDED
averaging,the first nine months,average,the 1 nine month,SIMULTANEOUS
creating,the last three months,create,the last three month,SIMULTANEOUS
creating,the last four months,create,the last four month,SIMULTANEOUS
revision,Friday,revision,friday,IS_INCLUDED
began,last fall,begin,last fall,IS_INCLUDED
slow,coming months,slow,coming month,IS_INCLUDED
lost,the last decade,lose,the last decade,IS_INCLUDED
raise,last month,raise,last month,IS_INCLUDED
remained,last month,remain,last month,DURING
added,last month,add,last month,IS_INCLUDED
reported,Friday,report,friday,IS_INCLUDED
created,January,create,january,IS_INCLUDED
reflected,O,reflect,O,BEFORE
said,O,say,O,BEFORE
extending,a year earlier,extend,a year earlier,AFTER
said,O,say,O,BEFORE
looming,O,loom,O,AFTER
expects,O,expect,O,IS_INCLUDED
said,O,say,O,BEFORE
suggested,O,suggest,O,BEFORE
gains,last fall,gain,last fall,IS_INCLUDED
allowed,O,allow,O,BEFORE
helped,O,help,O,BEFORE
said,O,say,O,BEFORE
expected,O,expect,O,IS_INCLUDED
expected,O,expect,O,IS_INCLUDED
said,O,say,O,BEFORE
pleased,Friday,please,friday,IS_INCLUDED
asked,Friday,ask,friday,BEFORE
know,Friday,know,friday,DURING
dismayed,Friday,dismayed,friday,IS_INCLUDED
shocked,Friday,shocked,friday,IS_INCLUDED
want,Friday,want,friday,IS_INCLUDED
dignify,Thursday,dignify,thursday,IS_INCLUDED
subjected,the past few weeks,subject,the past few week,INCLUDES
stated,this morning,state,this morning,IS_INCLUDED
designed,the past few weeks,design,the past few week,IS_INCLUDED
said,O,say,O,BEFORE
said,O,say,O,BEFORE
appeared,around 7:15 p.m.,appear,around 7:15 p.m.,IS_INCLUDED
said,O,say,O,BEFORE
watching,Thursday evening,watch,thursday evening,IS_INCLUDED
killed,Thursday evening,kill,thursday evening,IS_INCLUDED
removed,a few years ago,remove,a few year ago,IS_INCLUDED
lives,O,live,O,DURING
intended,around 7:15 p.m.,intend,around 7:15 p.m.,BEFORE
said,O,say,O,BEFORE
have,O,have,O,DURING
created,Tuesday,create,tuesday,IS_INCLUDED
said,O,say,O,BEFORE
investigation,O,investigation,O,BEFORE
killings,O,killing,O,BEFORE
killings,1993,killing,1993,AFTER
killed,last year,kill,last year,IS_INCLUDED
said,O,say,O,BEFORE
expressed,recent months,express,recent month,IS_INCLUDED
said,O,say,O,BEFORE
slayings,the last five years,slaying,the last five year,IS_INCLUDED
began,Thursday,begin,thursday,IS_INCLUDED
acknowledged,Thursday,acknowledge,thursday,BEFORE
delving,Thursday,delve,thursday,IS_INCLUDED
getting,O,get,O,IS_INCLUDED
investigation,Thursday,investigation,thursday,BEGUN_BY
arrests,O,arrest,O,IS_INCLUDED
vindicated,two years ago,vindicate,two year ago,IS_INCLUDED
took,this week,take,this week,IS_INCLUDED
said,Saturday COMMA April 25,say,saturday COMMA april 25,IS_INCLUDED
use,two years ago,use,two year ago,IS_INCLUDED
upheld,O,uphold,O,BEFORE
joined,O,join,O,BEFORE
expressed,O,express,O,BEFORE
found,O,find,O,BEFORE
agree,this week,agree,this week,IS_INCLUDED
chose,O,choose,O,BEFORE
providing,O,provide,O,BEFORE
cover,O,cover,O,BEFORE
supported,O,support,O,BEFORE
managed,O,manage,O,BEFORE
convicted,nineteen ninety-one,convict,nineteen ninety-one,IS_INCLUDED
reinstated,O,reinstate,O,BEFORE
facing,O,face,O,IS_INCLUDED
bought,nineteen ninety-one,buy,nineteen ninety-one,BEFORE
thrown,nineteen ninety-six,throw,nineteen ninety-six,IS_INCLUDED
raised,nineteen ninety-one,raise,nineteen ninety-one,IS_INCLUDED
send,O,send,O,AFTER
ruled,Now,rule,now,SIMULTANEOUS
parole,O,parole,O,BEFORE
brought,Now,bring,now,BEFORE
means,O,mean,O,IS_INCLUDED
kept,more than two thousand years,keep,much than two thousand year,DURING
coming,a few minutes,come,a few minute,BEFORE
destroyed,nineteen seventy-nine,destroyed,nineteen seventy-nine,INCLUDES
quiz,today,quiz,today,SIMULTANEOUS
sanctioned,O,sanction,O,AFTER
declared,O,declare,O,AFTER
