@relation te3-ee

@attribute token1 {0,1}
@attribute token2 {0,1}
@attribute lemma1 {0,1}
@attribute lemma2 {0,1}
@attribute tokenchunk1 {0,1}
@attribute tokenchunk2 {0,1}
@attribute tempMarkerText {0,1}
@attribute causMarkerText {0,1}
@attribute label {BEFORE, AFTER, IBEFORE, IAFTER, IDENTITY, SIMULTANEOUS, INCLUDES, IS_INCLUDED, DURING, DURING_INV, BEGINS, BEGUN_BY, ENDS, ENDED_BY}

@data
argued,Accession,argue,accession,argued,Accession,when,if,INCLUDES
argued,become,argue,become,argued,would become,when,if,INCLUDES
argued,said,argue,say,argued,said COMMA,when,if,INCLUDES
argued,said,argue,say,argued,said,when,if,INCLUDES
argued,brought,argue,bring,argued,had brought,also,if,INCLUDES
argued,said,argue,say,argued,said,also,if,INCLUDES
argued,said,argue,say,argued,said,also,if,INCLUDES
argued,returns,argue,return,argued,returns,also,if,INCLUDES
argued,stressed,argue,stress,argued,stressed,also,if,INCLUDES
argued,homecoming,argue,homecoming,argued,the spiritual homecoming,also,if,INCLUDES
argued,belonged,argue,belong,argued,belonged,also,if,INCLUDES
argued,said,argue,say,argued,said,also,if,INCLUDES
argued,referring,argue,refer,argued,added COMMA referring,also,if,INCLUDES
argued,added,argue,add,argued,added COMMA referring,also,if,INCLUDES
argued,insisted,argue,insist,argued,insisted,also,if,INCLUDES
argued,said,argue,say,argued,said,also,if,INCLUDES
argued,said,argue,say,argued,said,also,O,INCLUDES
argued,defend,argue,defend,argued,and to defend,also,O,INCLUDES
argued,articulate,argue,articulate,argued,to articulate,also,O,INCLUDES
argued,speech,argue,speech,argued,her speech,also,O,INCLUDES
argued,used,argue,use,argued,used,also,O,INCLUDES
argued,countered,argue,counter,argued,countered,also,O,INCLUDES
argued,flanked,argue,flank,argued,flanked,also,O,INCLUDES
argued,sat,argue,sit,argued,sat,also,O,INCLUDES
argued,speech,argue,speech,argued,her speech,also,O,INCLUDES
argued,welcoming,argue,welcome,argued,welcoming,also,O,INCLUDES
faced,said,face,say,faced,said,when,if,INCLUDES
faced,said,face,say,faced,said,when,if,INCLUDES
faced,resonate,face,resonate,faced,to resonate,when,if,INCLUDES
faced,ceremony,face,ceremony,faced,the ceremony,when,if,INCLUDES
faced,said,face,say,faced,said,when,if,INCLUDES
faced,emphasized,face,emphasize,faced,emphasized,when,if,INCLUDES
faced,said,face,say,faced,said,when,if,INCLUDES
faced,rejoin,face,rejoin,faced,to rejoin,when,if,INCLUDES
faced,returning,face,return,faced,was returning QUOTQUOT,when,if,INCLUDES
faced,said,face,say,faced,said,when,if,INCLUDES
faced,said,face,say,faced,said,when,if,INCLUDES
faced,guarantee,face,guarantee,faced,a guarantee,when,if,INCLUDES
faced,Accession,face,accession,faced,Accession,when,if,INCLUDES
faced,become,face,become,faced,would become,when,if,INCLUDES
faced,said,face,say,faced,said COMMA,when,if,INCLUDES
faced,said,face,say,faced,said,when,if,INCLUDES
faced,brought,face,bring,faced,had brought,also,if,INCLUDES
faced,said,face,say,faced,said,also,if,INCLUDES
faced,said,face,say,faced,said,also,if,INCLUDES
faced,returns,face,return,faced,returns,also,if,INCLUDES
faced,stressed,face,stress,faced,stressed,also,if,INCLUDES
faced,homecoming,face,homecoming,faced,the spiritual homecoming,also,if,INCLUDES
faced,belonged,face,belong,faced,belonged,also,if,INCLUDES
faced,said,face,say,faced,said,also,if,INCLUDES
faced,referring,face,refer,faced,added COMMA referring,also,if,INCLUDES
faced,added,face,add,faced,added COMMA referring,also,if,INCLUDES
faced,insisted,face,insist,faced,insisted,also,if,INCLUDES
faced,said,face,say,faced,said,also,if,INCLUDES
faced,said,face,say,faced,said,also,O,INCLUDES
faced,defend,face,defend,faced,and to defend,also,O,INCLUDES
faced,articulate,face,articulate,faced,to articulate,also,O,INCLUDES
faced,speech,face,speech,faced,her speech,also,O,INCLUDES
faced,used,face,use,faced,used,also,O,INCLUDES
faced,countered,face,counter,faced,countered,also,O,INCLUDES
faced,flanked,face,flank,faced,flanked,also,O,INCLUDES
faced,sat,face,sit,faced,sat,also,O,INCLUDES
faced,speech,face,speech,faced,her speech,also,O,INCLUDES
faced,welcoming,face,welcome,faced,welcoming,also,O,INCLUDES
gains,collapse,gain,collapse,the democratic gains,the collapse,after,after,AFTER
cement,collapse,cement,collapse,said COMMA to cement,the collapse,after,after,INCLUDES
said,said,say,say,said COMMA to cement,said,when,if,INCLUDES
said,said,say,say,said COMMA to cement,said,when,if,INCLUDES
said,resonate,say,resonate,said COMMA to cement,to resonate,when,if,INCLUDES
said,ceremony,say,ceremony,said COMMA to cement,the ceremony,when,if,INCLUDES
said,said,say,say,said COMMA to cement,said,when,if,INCLUDES
said,emphasized,say,emphasize,said COMMA to cement,emphasized,when,if,INCLUDES
said,said,say,say,said COMMA to cement,said,when,if,INCLUDES
said,rejoin,say,rejoin,said COMMA to cement,to rejoin,when,if,INCLUDES
said,returning,say,return,said COMMA to cement,was returning QUOTQUOT,when,if,INCLUDES
said,said,say,say,said COMMA to cement,said,when,if,INCLUDES
said,said,say,say,said COMMA to cement,said,when,if,INCLUDES
said,guarantee,say,guarantee,said COMMA to cement,a guarantee,when,if,INCLUDES
said,Accession,say,accession,said COMMA to cement,Accession,when,if,INCLUDES
said,become,say,become,said COMMA to cement,would become,when,if,INCLUDES
said,said,say,say,said COMMA to cement,said COMMA,when,if,INCLUDES
said,said,say,say,said COMMA to cement,said,when,if,INCLUDES
said,brought,say,bring,said COMMA to cement,had brought,O,if,INCLUDES
said,said,say,say,said COMMA to cement,said,O,if,INCLUDES
said,said,say,say,said COMMA to cement,said,O,if,INCLUDES
said,returns,say,return,said COMMA to cement,returns,O,if,INCLUDES
said,stressed,say,stress,said COMMA to cement,stressed,O,if,INCLUDES
said,homecoming,say,homecoming,said COMMA to cement,the spiritual homecoming,O,if,INCLUDES
said,belonged,say,belong,said COMMA to cement,belonged,O,if,INCLUDES
said,said,say,say,said COMMA to cement,said,O,if,INCLUDES
said,referring,say,refer,said COMMA to cement,added COMMA referring,O,if,INCLUDES
said,added,say,add,said COMMA to cement,added COMMA referring,O,if,INCLUDES
said,insisted,say,insist,said COMMA to cement,insisted,O,if,INCLUDES
said,said,say,say,said COMMA to cement,said,O,if,INCLUDES
said,said,say,say,said COMMA to cement,said,O,O,INCLUDES
said,defend,say,defend,said COMMA to cement,and to defend,also,O,INCLUDES
said,articulate,say,articulate,said COMMA to cement,to articulate,also,O,INCLUDES
said,speech,say,speech,said COMMA to cement,her speech,also,O,INCLUDES
said,used,say,use,said COMMA to cement,used,also,O,INCLUDES
said,countered,say,counter,said COMMA to cement,countered,O,O,INCLUDES
said,flanked,say,flank,said COMMA to cement,flanked,O,O,INCLUDES
said,sat,say,sit,said COMMA to cement,sat,O,O,INCLUDES
said,speech,say,speech,said COMMA to cement,her speech,O,O,INCLUDES
said,welcoming,say,welcome,said COMMA to cement,welcoming,also,O,INCLUDES
desire,collapse,desire,collapse,a desire,the collapse,after,after,INCLUDES
grew,collapse,grow,collapse,grew,the collapse,after,after,INCLUDES
enlargement,serve,enlargement,serve,The enlargement,to serve,when,if,BEFORE
enlargement,want,enlargement,want,The enlargement,want,when,if,IS_INCLUDED
enlargement,reassure,enlargement,reassure,The enlargement,to reassure,when,if,IS_INCLUDED
enlargement,gone,enlargement,go,The enlargement,has gone,when,if,IS_INCLUDED
enlargement,reactions,enlargement,reaction,The enlargement,the reactions,when,if,IS_INCLUDED
enlargement,been,enlargement,be,The enlargement,has been,when,if,IS_INCLUDED
enlargement,remembered,enlargement,remember,The enlargement,are remembered,when,if,IS_INCLUDED
enlargement,reached,enlargement,reach,The enlargement,reached,when,if,IS_INCLUDED
enlargement,expanded,enlargement,expand,The enlargement,has expanded,when,if,AFTER
enlargement,brought,enlargement,bring,The enlargement,was brought,when,if,AFTER
enlargement,defense,enlargement,defense,The enlargement,the collective defense,when,if,IS_INCLUDED
enlargement,calls,enlargement,call,The enlargement,calls,when,if,IS_INCLUDED
enlargement,Formed,enlargement,form,The enlargement,Formed,when,if,AFTER
enlargement,founded,enlargement,found,The enlargement,was founded,when,if,AFTER
enlargement,wanted,enlargement,want,The enlargement,wanted,when,if,IS_INCLUDED
enlargement,choose,enlargement,choose,The enlargement,to choose,when,if,AFTER
enlargement,decision,enlargement,decision,The enlargement,decision,when,if,AFTER
enlargement,is,enlargement,be,The enlargement,is,when,if,IS_INCLUDED
enlargement,add,enlargement,add,The enlargement,add,when,if,BEFORE
enlargement,prove,enlargement,prove,The enlargement,shall prove,when,if,BEFORE
enlargement,carried,enlargement,carry,The enlargement,carried,when,if,IS_INCLUDED
enlargement,understood,enlargement,understand,The enlargement,understood,when,if,IS_INCLUDED
enlargement,share,enlargement,share,The enlargement,share,when,if,IS_INCLUDED
enlargement,meant,enlargement,mean,The enlargement,meant,when,if,IS_INCLUDED
enlargement,remembers,enlargement,remember,The enlargement,remembers,when,if,IS_INCLUDED
enlargement,become,enlargement,become,The enlargement,become,when,if,IS_INCLUDED
enlargement,dreamed,enlargement,dream,The enlargement,dreamed,when,if,AFTER
enlargement,fall,enlargement,fall,The enlargement,fall,when,if,AFTER
enlargement,believing,enlargement,believe,The enlargement,believing,when,if,AFTER
enlargement,work,enlargement,work,The enlargement,his opposition work,when,if,AFTER
enlargement,remained,enlargement,remain,The enlargement,had remained,when,if,AFTER
enlargement,win,enlargement,win,The enlargement,to win,when,if,AFTER
enlargement,helped,enlargement,help,The enlargement,helped,when,if,AFTER
enlargement,showed,enlargement,show,The enlargement,showed,when,if,IS_INCLUDED
enlargement,era,enlargement,era,The enlargement,the Communist era,O,if,AFTER
enlargement,was,enlargement,be,The enlargement,was,O,if,AFTER
enlargement,belonged,enlargement,belong,The enlargement,belonged,O,if,IS_INCLUDED
enlargement,agree,enlargement,agree,The enlargement,their armies and agree,O,if,AFTER
enlargement,had,enlargement,have,The enlargement,have had to cut,O,if,AFTER
enlargement,organize,enlargement,organize,The enlargement,organize,O,if,AFTER
enlargement,cut,enlargement,cut,The enlargement,have had to cut,O,if,AFTER
enlargement,meet,enlargement,meet,The enlargement,to meet,O,if,IS_INCLUDED
enlargement,be,enlargement,be,The enlargement,must be,O,if,IS_INCLUDED
enlargement,agree,enlargement,agree,The enlargement,does not agree,O,if,IS_INCLUDED
enlargement,spelling,enlargement,spell,The enlargement,spelling,O,if,IS_INCLUDED
enlargement,be,enlargement,be,The enlargement,must be resolute,O,if,IS_INCLUDED
enlargement,make,enlargement,make,The enlargement,make,O,if,IS_INCLUDED
enlargement,has,enlargement,have,The enlargement,has,O,if,IS_INCLUDED
enlargement,is,enlargement,be,The enlargement,is not,O,if,IS_INCLUDED
enlargement,enforcement,enlargement,enforcement,The enlargement,NATO-led enforcement,O,if,IS_INCLUDED
enlargement,explaining,enlargement,explain,The enlargement,explaining,O,if,IS_INCLUDED
enlargement,enforce,enlargement,enforce,The enlargement,enforce,O,if,IS_INCLUDED
enlargement,was,enlargement,be,The enlargement,was,O,if,IS_INCLUDED
enlargement,resisting,enlargement,resist,The enlargement,is resisting,O,if,IS_INCLUDED
enlargement,posed,enlargement,pose,The enlargement,posed,O,if,IS_INCLUDED
enlargement,be,enlargement,be,The enlargement,will be,O,if,BEFORE
enlargement,face,enlargement,face,The enlargement,face,O,if,IS_INCLUDED
enlargement,know,enlargement,know,The enlargement,know,O,if,IS_INCLUDED
enlargement,face,enlargement,face,The enlargement,to face QUOTQUOT,O,O,IS_INCLUDED
enlargement,ready,enlargement,ready,The enlargement,ready,O,O,IS_INCLUDED
enlargement,aftermath,enlargement,aftermath,The enlargement,the aftermath,O,O,AFTER
enlargement,drawn,enlargement,draw,The enlargement,drawn,O,O,AFTER
enlargement,replacing,enlargement,replace,The enlargement,replacing,O,O,IS_INCLUDED
enlargement,erasing,enlargement,erase,The enlargement,will continue erasing,O,O,IS_INCLUDED
enlargement,continue,enlargement,continue,The enlargement,will continue erasing,O,O,IS_INCLUDED
enlargement,do,enlargement,do,The enlargement,helped to do,O,O,AFTER
enlargement,helped,enlargement,help,The enlargement,helped to do,O,O,AFTER
enlargement,do,enlargement,do,The enlargement,do QUOTQUOT,O,O,IS_INCLUDED
enlargement,antagonize,enlargement,antagonize,The enlargement,antagonize,also,O,IS_INCLUDED
enlargement,draw,enlargement,draw,The enlargement,would draw,also,O,IS_INCLUDED
enlargement,argued,enlargement,argue,The enlargement,argued,also,O,IS_INCLUDED
enlargement,faced,enlargement,face,The enlargement,faced,also,O,IS_INCLUDED
enlargement,said,enlargement,say,The enlargement,said COMMA to cement,O,from,IS_INCLUDED
respects,said,respect,say,respects,said,when,if,INCLUDES
respects,said,respect,say,respects,said,when,if,INCLUDES
respects,resonate,respect,resonate,respects,to resonate,when,if,INCLUDES
respects,ceremony,respect,ceremony,respects,the ceremony,when,if,INCLUDES
respects,said,respect,say,respects,said,when,if,INCLUDES
respects,emphasized,respect,emphasize,respects,emphasized,when,if,INCLUDES
respects,said,respect,say,respects,said,when,if,INCLUDES
respects,rejoin,respect,rejoin,respects,to rejoin,when,if,INCLUDES
respects,returning,respect,return,respects,was returning QUOTQUOT,when,if,INCLUDES
respects,said,respect,say,respects,said,when,if,INCLUDES
respects,said,respect,say,respects,said,when,if,INCLUDES
respects,guarantee,respect,guarantee,respects,a guarantee,when,if,INCLUDES
respects,Accession,respect,accession,respects,Accession,when,if,INCLUDES
respects,become,respect,become,respects,would become,when,if,INCLUDES
respects,said,respect,say,respects,said COMMA,when,if,INCLUDES
respects,said,respect,say,respects,said,when,if,INCLUDES
respects,brought,respect,bring,respects,had brought,O,if,INCLUDES
respects,said,respect,say,respects,said,O,if,INCLUDES
respects,said,respect,say,respects,said,O,if,INCLUDES
respects,returns,respect,return,respects,returns,O,if,INCLUDES
respects,stressed,respect,stress,respects,stressed,O,if,INCLUDES
respects,homecoming,respect,homecoming,respects,the spiritual homecoming,O,if,INCLUDES
respects,belonged,respect,belong,respects,belonged,O,if,INCLUDES
respects,said,respect,say,respects,said,O,if,INCLUDES
respects,referring,respect,refer,respects,added COMMA referring,O,if,INCLUDES
respects,added,respect,add,respects,added COMMA referring,O,if,INCLUDES
respects,insisted,respect,insist,respects,insisted,O,if,INCLUDES
respects,said,respect,say,respects,said,O,if,INCLUDES
respects,said,respect,say,respects,said,O,O,INCLUDES
respects,defend,respect,defend,respects,and to defend,also,O,INCLUDES
respects,articulate,respect,articulate,respects,to articulate,also,O,INCLUDES
respects,speech,respect,speech,respects,her speech,also,O,INCLUDES
respects,used,respect,use,respects,used,also,O,INCLUDES
respects,countered,respect,counter,respects,countered,O,O,INCLUDES
respects,flanked,respect,flank,respects,flanked,O,O,INCLUDES
respects,sat,respect,sit,respects,sat,O,O,INCLUDES
respects,speech,respect,speech,respects,her speech,O,O,INCLUDES
respects,welcoming,respect,welcome,respects,welcoming,also,O,INCLUDES
respects,enlargement,respect,enlargement,respects,The enlargement,O,O,INCLUDES
statement,serve,statement,serve,a statement,to serve,when,if,BEFORE
statement,want,statement,want,a statement,want,when,if,IS_INCLUDED
statement,reassure,statement,reassure,a statement,to reassure,when,if,IS_INCLUDED
statement,gone,statement,go,a statement,has gone,when,if,IS_INCLUDED
statement,reactions,statement,reaction,a statement,the reactions,when,if,IS_INCLUDED
statement,been,statement,be,a statement,has been,when,if,IS_INCLUDED
statement,remembered,statement,remember,a statement,are remembered,when,if,IS_INCLUDED
statement,reached,statement,reach,a statement,reached,when,if,IS_INCLUDED
statement,expanded,statement,expand,a statement,has expanded,when,if,AFTER
statement,brought,statement,bring,a statement,was brought,when,if,AFTER
statement,defense,statement,defense,a statement,the collective defense,when,if,IS_INCLUDED
statement,calls,statement,call,a statement,calls,when,if,IS_INCLUDED
statement,Formed,statement,form,a statement,Formed,when,if,AFTER
statement,founded,statement,found,a statement,was founded,when,if,AFTER
statement,wanted,statement,want,a statement,wanted,when,if,IS_INCLUDED
statement,choose,statement,choose,a statement,to choose,when,if,AFTER
statement,decision,statement,decision,a statement,decision,when,if,AFTER
statement,is,statement,be,a statement,is,when,if,IS_INCLUDED
statement,add,statement,add,a statement,add,when,if,BEFORE
statement,prove,statement,prove,a statement,shall prove,when,if,BEFORE
statement,carried,statement,carry,a statement,carried,when,if,IS_INCLUDED
statement,understood,statement,understand,a statement,understood,when,if,IS_INCLUDED
statement,share,statement,share,a statement,share,when,if,IS_INCLUDED
statement,meant,statement,mean,a statement,meant,when,if,IS_INCLUDED
statement,remembers,statement,remember,a statement,remembers,when,if,IS_INCLUDED
statement,become,statement,become,a statement,become,when,if,IS_INCLUDED
statement,dreamed,statement,dream,a statement,dreamed,when,if,AFTER
statement,fall,statement,fall,a statement,fall,when,if,AFTER
statement,believing,statement,believe,a statement,believing,when,if,AFTER
statement,work,statement,work,a statement,his opposition work,when,if,AFTER
statement,remained,statement,remain,a statement,had remained,when,if,AFTER
statement,win,statement,win,a statement,to win,when,if,AFTER
statement,helped,statement,help,a statement,helped,when,if,AFTER
statement,showed,statement,show,a statement,showed,when,if,IS_INCLUDED
statement,era,statement,era,a statement,the Communist era,O,if,AFTER
statement,was,statement,be,a statement,was,O,if,AFTER
statement,belonged,statement,belong,a statement,belonged,O,if,IS_INCLUDED
statement,agree,statement,agree,a statement,their armies and agree,O,if,AFTER
statement,had,statement,have,a statement,have had to cut,O,if,AFTER
statement,organize,statement,organize,a statement,organize,O,if,AFTER
statement,cut,statement,cut,a statement,have had to cut,O,if,AFTER
statement,meet,statement,meet,a statement,to meet,O,if,IS_INCLUDED
statement,be,statement,be,a statement,must be,O,if,IS_INCLUDED
statement,agree,statement,agree,a statement,does not agree,O,if,IS_INCLUDED
statement,spelling,statement,spell,a statement,spelling,O,if,IS_INCLUDED
statement,be,statement,be,a statement,must be resolute,O,if,IS_INCLUDED
statement,make,statement,make,a statement,make,O,if,IS_INCLUDED
statement,has,statement,have,a statement,has,O,if,IS_INCLUDED
statement,is,statement,be,a statement,is not,O,if,IS_INCLUDED
statement,enforcement,statement,enforcement,a statement,NATO-led enforcement,O,if,IS_INCLUDED
statement,explaining,statement,explain,a statement,explaining,O,if,IS_INCLUDED
statement,enforce,statement,enforce,a statement,enforce,O,if,IS_INCLUDED
statement,was,statement,be,a statement,was,O,if,IS_INCLUDED
statement,resisting,statement,resist,a statement,is resisting,O,if,IS_INCLUDED
statement,posed,statement,pose,a statement,posed,O,if,IS_INCLUDED
statement,be,statement,be,a statement,will be,O,if,BEFORE
statement,face,statement,face,a statement,face,O,if,IS_INCLUDED
statement,know,statement,know,a statement,know,O,if,IS_INCLUDED
statement,face,statement,face,a statement,to face QUOTQUOT,O,O,IS_INCLUDED
statement,ready,statement,ready,a statement,ready,O,O,IS_INCLUDED
statement,aftermath,statement,aftermath,a statement,the aftermath,O,O,AFTER
statement,drawn,statement,draw,a statement,drawn,O,O,AFTER
statement,replacing,statement,replace,a statement,replacing,O,O,IS_INCLUDED
statement,erasing,statement,erase,a statement,will continue erasing,O,O,IS_INCLUDED
statement,continue,statement,continue,a statement,will continue erasing,O,O,IS_INCLUDED
statement,do,statement,do,a statement,helped to do,O,O,AFTER
statement,helped,statement,help,a statement,helped to do,O,O,AFTER
statement,do,statement,do,a statement,do QUOTQUOT,O,O,IS_INCLUDED
statement,antagonize,statement,antagonize,a statement,antagonize,also,O,IS_INCLUDED
statement,draw,statement,draw,a statement,would draw,also,O,IS_INCLUDED
statement,argued,statement,argue,a statement,argued,also,O,IS_INCLUDED
statement,faced,statement,face,a statement,faced,also,O,IS_INCLUDED
statement,said,statement,say,a statement,said COMMA to cement,O,O,IS_INCLUDED
statement,respects,statement,respect,a statement,respects,O,O,IS_INCLUDED
said,serve,say,serve,said,to serve,when,if,BEFORE
said,want,say,want,said,want,when,if,IS_INCLUDED
said,reassure,say,reassure,said,to reassure,when,if,IS_INCLUDED
said,gone,say,go,said,has gone,when,if,IS_INCLUDED
said,reactions,say,reaction,said,the reactions,when,if,IS_INCLUDED
said,been,say,be,said,has been,when,if,IS_INCLUDED
said,remembered,say,remember,said,are remembered,when,if,IS_INCLUDED
said,reached,say,reach,said,reached,when,if,IS_INCLUDED
said,expanded,say,expand,said,has expanded,when,if,AFTER
said,brought,say,bring,said,was brought,when,if,AFTER
said,defense,say,defense,said,the collective defense,when,if,IS_INCLUDED
said,calls,say,call,said,calls,when,if,IS_INCLUDED
said,Formed,say,form,said,Formed,when,if,AFTER
said,founded,say,found,said,was founded,when,if,AFTER
said,wanted,say,want,said,wanted,when,if,IS_INCLUDED
said,choose,say,choose,said,to choose,when,if,AFTER
said,decision,say,decision,said,decision,when,if,AFTER
said,is,say,be,said,is,when,if,IS_INCLUDED
said,add,say,add,said,add,when,if,BEFORE
said,prove,say,prove,said,shall prove,when,if,BEFORE
said,carried,say,carry,said,carried,when,if,IS_INCLUDED
said,understood,say,understand,said,understood,when,if,IS_INCLUDED
said,share,say,share,said,share,when,if,IS_INCLUDED
said,meant,say,mean,said,meant,when,if,IS_INCLUDED
said,remembers,say,remember,said,remembers,when,if,IS_INCLUDED
said,become,say,become,said,become,when,if,IS_INCLUDED
said,dreamed,say,dream,said,dreamed,when,if,AFTER
said,fall,say,fall,said,fall,when,if,AFTER
said,believing,say,believe,said,believing,when,if,AFTER
said,work,say,work,said,his opposition work,when,if,AFTER
said,remained,say,remain,said,had remained,when,if,AFTER
said,win,say,win,said,to win,when,if,AFTER
said,helped,say,help,said,helped,when,if,AFTER
said,showed,say,show,said,showed,when,if,IS_INCLUDED
said,era,say,era,said,the Communist era,O,if,AFTER
said,was,say,be,said,was,O,if,AFTER
said,belonged,say,belong,said,belonged,O,if,IS_INCLUDED
said,agree,say,agree,said,their armies and agree,O,if,AFTER
said,had,say,have,said,have had to cut,O,if,AFTER
said,organize,say,organize,said,organize,O,if,AFTER
said,cut,say,cut,said,have had to cut,O,if,AFTER
said,meet,say,meet,said,to meet,O,if,IS_INCLUDED
said,be,say,be,said,must be,O,if,IS_INCLUDED
said,agree,say,agree,said,does not agree,O,if,IS_INCLUDED
said,spelling,say,spell,said,spelling,O,if,IS_INCLUDED
said,be,say,be,said,must be resolute,O,if,IS_INCLUDED
said,make,say,make,said,make,O,if,IS_INCLUDED
said,has,say,have,said,has,O,if,IS_INCLUDED
said,is,say,be,said,is not,O,if,IS_INCLUDED
said,enforcement,say,enforcement,said,NATO-led enforcement,O,if,IS_INCLUDED
said,explaining,say,explain,said,explaining,O,if,IS_INCLUDED
said,enforce,say,enforce,said,enforce,O,if,IS_INCLUDED
said,was,say,be,said,was,O,if,IS_INCLUDED
said,resisting,say,resist,said,is resisting,O,if,IS_INCLUDED
said,posed,say,pose,said,posed,O,if,IS_INCLUDED
said,be,say,be,said,will be,O,if,BEFORE
said,face,say,face,said,face,O,if,IS_INCLUDED
said,know,say,know,said,know,O,if,IS_INCLUDED
said,face,say,face,said,to face QUOTQUOT,O,O,IS_INCLUDED
said,ready,say,ready,said,ready,O,O,IS_INCLUDED
said,aftermath,say,aftermath,said,the aftermath,O,O,AFTER
said,drawn,say,draw,said,drawn,O,O,AFTER
said,replacing,say,replace,said,replacing,O,O,IS_INCLUDED
said,erasing,say,erase,said,will continue erasing,O,O,IS_INCLUDED
said,continue,say,continue,said,will continue erasing,O,O,IS_INCLUDED
said,do,say,do,said,helped to do,O,O,AFTER
said,helped,say,help,said,helped to do,O,O,AFTER
said,do,say,do,said,do QUOTQUOT,O,O,IS_INCLUDED
said,antagonize,say,antagonize,said,antagonize,also,O,IS_INCLUDED
said,draw,say,draw,said,would draw,also,O,IS_INCLUDED
said,argued,say,argue,said,argued,also,O,IS_INCLUDED
said,faced,say,face,said,faced,also,O,IS_INCLUDED
said,said,say,say,said,said COMMA to cement,O,O,IS_INCLUDED
said,respects,say,respect,said,respects,O,O,IS_INCLUDED
raised,serve,raise,serve,were raised,to serve,as,if,BEFORE
raised,want,raise,want,were raised,want,as,if,IS_INCLUDED
raised,reassure,raise,reassure,were raised,to reassure,as,if,IS_INCLUDED
raised,gone,raise,go,were raised,has gone,as,if,IS_INCLUDED
raised,reactions,raise,reaction,were raised,the reactions,as,if,IS_INCLUDED
raised,been,raise,be,were raised,has been,as,if,IS_INCLUDED
raised,remembered,raise,remember,were raised,are remembered,as,if,IS_INCLUDED
raised,reached,raise,reach,were raised,reached,as,if,IS_INCLUDED
raised,expanded,raise,expand,were raised,has expanded,as,if,AFTER
raised,brought,raise,bring,were raised,was brought,as,if,AFTER
raised,defense,raise,defense,were raised,the collective defense,as,if,IS_INCLUDED
raised,calls,raise,call,were raised,calls,as,if,IS_INCLUDED
raised,Formed,raise,form,were raised,Formed,as,if,AFTER
raised,founded,raise,found,were raised,was founded,as,if,AFTER
raised,wanted,raise,want,were raised,wanted,as,if,IS_INCLUDED
raised,choose,raise,choose,were raised,to choose,as,if,AFTER
raised,decision,raise,decision,were raised,decision,as,if,AFTER
raised,is,raise,be,were raised,is,as,if,IS_INCLUDED
raised,add,raise,add,were raised,add,as,if,BEFORE
raised,prove,raise,prove,were raised,shall prove,as,if,BEFORE
raised,carried,raise,carry,were raised,carried,as,if,IS_INCLUDED
raised,understood,raise,understand,were raised,understood,as,if,IS_INCLUDED
raised,share,raise,share,were raised,share,as,if,IS_INCLUDED
raised,meant,raise,mean,were raised,meant,as,if,IS_INCLUDED
raised,remembers,raise,remember,were raised,remembers,as,if,IS_INCLUDED
raised,become,raise,become,were raised,become,as,if,IS_INCLUDED
raised,dreamed,raise,dream,were raised,dreamed,as,if,AFTER
raised,fall,raise,fall,were raised,fall,as,if,AFTER
raised,believing,raise,believe,were raised,believing,as,if,AFTER
raised,work,raise,work,were raised,his opposition work,as,if,AFTER
raised,remained,raise,remain,were raised,had remained,as,if,AFTER
raised,win,raise,win,were raised,to win,as,if,AFTER
raised,helped,raise,help,were raised,helped,as,if,AFTER
raised,showed,raise,show,were raised,showed,as,if,IS_INCLUDED
raised,era,raise,era,were raised,the Communist era,as,if,AFTER
raised,was,raise,be,were raised,was,as,if,AFTER
raised,belonged,raise,belong,were raised,belonged,as,if,IS_INCLUDED
raised,agree,raise,agree,were raised,their armies and agree,as,if,AFTER
raised,had,raise,have,were raised,have had to cut,as,if,AFTER
raised,organize,raise,organize,were raised,organize,as,if,AFTER
raised,cut,raise,cut,were raised,have had to cut,as,if,AFTER
raised,meet,raise,meet,were raised,to meet,as,if,IS_INCLUDED
raised,be,raise,be,were raised,must be,as,if,IS_INCLUDED
raised,agree,raise,agree,were raised,does not agree,as,if,IS_INCLUDED
raised,spelling,raise,spell,were raised,spelling,as,if,IS_INCLUDED
raised,be,raise,be,were raised,must be resolute,as,if,IS_INCLUDED
raised,make,raise,make,were raised,make,as,if,IS_INCLUDED
raised,has,raise,have,were raised,has,as,if,IS_INCLUDED
raised,is,raise,be,were raised,is not,as,if,IS_INCLUDED
raised,enforcement,raise,enforcement,were raised,NATO-led enforcement,as,if,IS_INCLUDED
raised,explaining,raise,explain,were raised,explaining,as,if,IS_INCLUDED
raised,enforce,raise,enforce,were raised,enforce,as,if,IS_INCLUDED
raised,was,raise,be,were raised,was,as,if,IS_INCLUDED
raised,resisting,raise,resist,were raised,is resisting,as,if,IS_INCLUDED
raised,posed,raise,pose,were raised,posed,as,if,IS_INCLUDED
raised,be,raise,be,were raised,will be,as,if,BEFORE
raised,face,raise,face,were raised,face,as,if,IS_INCLUDED
raised,know,raise,know,were raised,know,as,if,IS_INCLUDED
raised,face,raise,face,were raised,to face QUOTQUOT,as,O,IS_INCLUDED
raised,ready,raise,ready,were raised,ready,as,O,IS_INCLUDED
raised,aftermath,raise,aftermath,were raised,the aftermath,as,O,AFTER
raised,drawn,raise,draw,were raised,drawn,as,O,AFTER
raised,replacing,raise,replace,were raised,replacing,as,O,IS_INCLUDED
