token1,token2,lemma1,lemma2,pos,mainpos,chunk,ner,samePos,sameMainPos,entDistance,sentDistance,eventClass1|eventClass2,tense1|tense2,aspect1|aspect2,polarity1|polarity2,sameEventClass,sameTense,sameAspect,samePolarity,depPath,mainVerb1|mainVerb2,tempMarkerClusText-Position,tempMarkerDep1-Dep2,causMarkerClusText-Position,causMarkerDep1-Dep2,coref,wnSim,label
arrived,eased,arrive,ease,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,10,1,OCCURRENCE|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,O,MAIN|MAIN,after|BEGIN-BETWEEN,TMP|O,O|O,O|O,NOCOREF,-0.0,IS_INCLUDED
arrived,scoring,arrive,score,VVD|VVG,v|v,B-VP|B-VP,O|O,FALSE,TRUE,2,0,OCCURRENCE|OCCURRENCE,PAST|PRESPART,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,TMP-PMOD,MAIN|O,after|BETWEEN,TMP|PMOD,O|O,O|O,NOCOREF,-0.0,AFTER
scoring,apologized,score,apologize,VVG|VVD,v|v,B-VP|B-VP,O|O,FALSE,TRUE,3,0,OCCURRENCE|OCCURRENCE,PRESPART|PAST,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,TMP-PMOD-TMP,O|O,when|BETWEEN,TMP-PMOD-TMP-TMP|TMP,ENABLE|BETWEEN,TMP-PMOD|TMP,NOCOREF,-0.0,SIMULTANEOUS
arrived,coup,arrive,coup,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,3,0,OCCURRENCE|OCCURRENCE,PAST|PRESPART,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,TMP-PMOD-OBJ,MAIN|O,after|BETWEEN,TMP|PMOD-OBJ,after|BETWEEN,TMP|PMOD-OBJ,NOCOREF,0.0,AFTER
arrived,leaving,arrive,leave,VVD|VVG,v|v,B-VP|B-VP,O|O,FALSE,TRUE,4,0,OCCURRENCE|OCCURRENCE,PAST|PRESPART,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,TMP-PMOD-TMP-PMOD,MAIN|O,before|BETWEEN,TMP-PMOD-TMP|PMOD,after|BETWEEN,TMP|PMOD-TMP-PMOD,NOCOREF,-0.0,AFTER
scoring,leaving,score,leave,VVG|VVG,v|v,B-VP|B-VP,O|O,TRUE,TRUE,2,0,OCCURRENCE|OCCURRENCE,PRESPART|PRESPART,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,TMP-PMOD,O|O,before|BETWEEN,TMP|PMOD,O|O,O|O,NOCOREF,0.08448910112643881,AFTER
arrived,apologized,arrive,apologize,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,5,0,OCCURRENCE|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,TMP-PMOD-TMP-PMOD-TMP,MAIN|O,when|BETWEEN,TMP-PMOD-TMP-PMOD-TMP-TMP|TMP,after|BETWEEN,TMP|PMOD-TMP-PMOD-TMP,NOCOREF,-0.0,AFTER
apologized,statement,apologize,statement,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,20,5,OCCURRENCE|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,O,O|O,after|BEGIN-BETWEEN,PMOD-TMP-PMOD-TMP|O,O|O,O|O,NOCOREF,0.0,BEFORE
arrived,raid,arrive,raid,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,7,0,OCCURRENCE|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,TMP-PMOD-TMP-PMOD-TMP-ADV-PMOD,MAIN|O,when|BETWEEN,TMP-PMOD-TMP-PMOD-TMP-TMP|O,after|BETWEEN,TMP|PMOD-TMP-PMOD-TMP-ADV-PMOD,NOCOREF,-0.0,AFTER
arrived,killed,arrive,kill,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,8,0,OCCURRENCE|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,TMP-PMOD-TMP-PMOD-TMP-ADV-PMOD-NMOD,MAIN|O,when|BETWEEN,TMP-PMOD-TMP-PMOD-TMP-TMP|O,after|BETWEEN,TMP|PMOD-TMP-PMOD-TMP-ADV-PMOD-NMOD,NOCOREF,-0.0,AFTER
sought,eased,seek,ease,VVN|VVD,v|v,B-VP|B-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|OCCURRENCE,PASTPART|PAST,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,SBJ-APPO,O|MAIN,O|O,O|O,by|BETWEEN,LGS|SBJ-APPO-LGS,NOCOREF,0.0,BEFORE
eased,happened,ease,happen,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,1,1,OCCURRENCE|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,AFTER
apologized,eased,apologize,ease,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,5,1,OCCURRENCE|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,O,O|MAIN,after|BEGIN-BETWEEN,PMOD-TMP-PMOD-TMP|O,O|O,O|O,NOCOREF,-0.0,BEFORE
happened,trip,happen,trip,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,7,1,OCCURRENCE|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,O,MAIN|O,before|BEGIN-BETWEEN,TMP-PMOD-TMP|O,O|O,O|O,NOCOREF,-0.0,IS_INCLUDED
apologized,happened,apologize,happen,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,6,2,OCCURRENCE|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,O,O|MAIN,after|BEGIN-BETWEEN,PMOD-TMP-PMOD-TMP|O,O|O,O|O,NOCOREF,-0.0,SIMULTANEOUS
happened,meeting,happen,meeting,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,2,0,OCCURRENCE|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,TMP-PMOD,MAIN|O,during|BETWEEN,TMP|PMOD,O|O,O|O,NOCOREF,0.0,IS_INCLUDED
happened,departed,happen,depart,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,4,0,OCCURRENCE|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,TMP-PMOD-TMP-SUB,MAIN|O,before|BETWEEN,TMP-PMOD-TMP|SUB,O|O,O|O,NOCOREF,-0.0,BEFORE
happened,complete,happen,complete,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,5,0,OCCURRENCE|ASPECTUAL,PAST|INFINITIVE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,TMP-PMOD-TMP-SUB-ADV-SUB-IM,MAIN|O,before|BETWEEN,TMP-PMOD-TMP|SUB-ADV-SUB-IM,O|O,O|O,NOCOREF,-0.0,BEFORE
trip,said,trip,say,NN1|VVD,n|v,I-NP|B-VP,O|O,FALSE,FALSE,2,1,OCCURRENCE|REPORTING,NONE|PAST,NONE|NONE,NONE|pos,FALSE,FALSE,TRUE,FALSE,O,O|MAIN,O|O,O|O,from|BEGIN-BETWEEN,O|SBJ-NMOD,NOCOREF,0.0,INCLUDES
said,dropped,say,drop,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,4,1,REPORTING|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,O,MAIN|O,O|O,O|O,from|BEGIN-BEFORE,SBJ-NMOD|O,NOCOREF,0.0,BEFORE
said,included,say,include,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,1,0,REPORTING|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ,MAIN|O,O|O,O|O,from|BETWEEN,SBJ-NMOD|O,NOCOREF,-0.0,AFTER
said,offer,say,offer,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,2,0,REPORTING|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ-OBJ,MAIN|O,O|O,O|O,from|BETWEEN,SBJ-NMOD|O,NOCOREF,0.0,AFTER
dropped,resume,drop,resume,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,3,1,OCCURRENCE|ASPECTUAL,PAST|PRESENT,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,O|O,later_when|BEGIN-BETWEEN,TMP|O,O|O,O|O,NOCOREF,0.08190717796232833,BEFORE
dropped,statement,drop,statement,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,1,0,OCCURRENCE|OCCURRENCE,PAST|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,ADV-PMOD,O|O,later_when|BETWEEN,TMP|O,O|O,O|O,NOCOREF,0.10727797145736348,AFTER
resume,said,resume,say,VVB|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,5,1,ASPECTUAL|REPORTING,PRESENT|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,O|O,still|BEGIN-BEFORE,O|O,O|O,O|O,NOCOREF,0.0,AFTER
resume,exercises,resume,exercise,VVB|NN2,v|n,I-VP|I-NP,O|O,FALSE,FALSE,1,0,ASPECTUAL|OCCURRENCE,PRESENT|PRESENT,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ,O|O,still|BETWEEN,O|O,O|O,O|O,NOCOREF,0.09140281647706601,AFTER
resume,suspended,resume,suspend,VVB|VVN,v|v,I-VP|I-VP,O|O,FALSE,TRUE,2,0,ASPECTUAL|ASPECTUAL,PRESENT|PAST,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,OBJ-NMOD-VC,O|O,still|BETWEEN,O|O,O|O,O|O,NOCOREF,-0.0,AFTER
resume,raid,resume,raid,VVB|NN1,v|n,I-VP|I-NP,O|O,FALSE,FALSE,3,0,ASPECTUAL|OCCURRENCE,PRESENT|NONE,NONE|NONE,pos|NONE,FALSE,FALSE,TRUE,FALSE,OBJ-NMOD-VC-TMP-PMOD,O|O,after|BETWEEN,VC-OBJ-NMOD-VC-TMP|PMOD,after|BETWEEN,VC-OBJ-NMOD-VC-TMP|PMOD,NOCOREF,0.07743709393542302,AFTER
prosecuting,said,prosecute,say,VVG|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|REPORTING,PAST|PAST,PERFECTIVE_PROGRESSIVE|NONE,pos|pos,FALSE,TRUE,FALSE,TRUE,COORD-CONJ,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,INCLUDES
said,omitted,say,omit,VVD|VVN,v|v,B-VP|B-VP,O|O,FALSE,TRUE,3,1,REPORTING|OCCURRENCE,PAST|PASTPART,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,O|MAIN,later|BEGIN-BETWEEN,O|TMP,O|O,O|O,NOCOREF,-0.0,BEFORE
said,agreed,say,agree,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,1,0,REPORTING|I_ACTION,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ,O|O,initially|BETWEEN,TMP|O,O|O,O|O,NOCOREF,-0.0,AFTER
taken,found,take,find,VVN|VVN,v|v,I-VP|I-VP,O|O,TRUE,TRUE,2,1,OCCURRENCE|OCCURRENCE,PRESENT|PASTPART,PERFECTIVE|NONE,pos|pos,TRUE,FALSE,FALSE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,0.07814485666766846,INCLUDES
found,cloaked,find,cloak,VVN|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,2,1,OCCURRENCE|OCCURRENCE,PASTPART|PAST,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,O,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,-0.0,IS_INCLUDED
found,floating,find,float,VVN|VVG,v|v,I-VP|I-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|STATE,PASTPART|PRESPART,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OPRD,MAIN|MAIN,O|O,O|O,O|O,O|O,NOCOREF,0.0,IS_INCLUDED
cloaked,causing,cloak,cause,VVD|VVG,v|v,B-VP|B-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|OCCURRENCE,PAST|PRESPART,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,ADV,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,SIMULTANEOUS
cloaked,coughing,cloak,coughing,VVD|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,2,0,OCCURRENCE|STATE,PAST|PRESPART,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,ADV-OBJ,MAIN|O,O|O,O|O,CAUSE|BETWEEN,ADV|OBJ,NOCOREF,0.0,INCLUDES
cloaked,obscuring,cloak,obscure,VVD|VVG,v|v,B-VP|B-VP,O|O,FALSE,TRUE,3,0,OCCURRENCE|OCCURRENCE,PAST|PRESPART,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,ADV-COORD-CONJ,MAIN|O,O|O,O|O,CAUSE|BETWEEN,ADV|COORD-CONJ,NOCOREF,0.6816429139729033,SIMULTANEOUS
forced,acknowledge,force,acknowledge,VVN|VVB,v|v,I-VP|B-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|REPORTING,PRESENT|INFINITIVE,PERFECTIVE|NONE,pos|pos,FALSE,FALSE,FALSE,TRUE,OPRD-IM,O|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
said,checked,say,check,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,1,0,REPORTING|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,AFTER
said,kept,say,keep,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,3,0,REPORTING|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,OBJ-COORD-CONJ,MAIN|O,after|BETWEEN,OBJ-TMP|O,after|BETWEEN,OBJ-TMP|O,NOCOREF,0.0,AFTER
said,led,say,lead,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,9,1,REPORTING|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,O,MAIN|MAIN,after|BEGIN-BETWEEN,O|TMP,after|BEGIN-BETWEEN,O|TMP,NOCOREF,0.0,AFTER
said,made,say,make,VVD|VVN,v|v,B-VP|I-VP,O|O,FALSE,TRUE,1,0,REPORTING|OCCURRENCE,PAST|PAST,NONE|PERFECTIVE,pos|pos,FALSE,TRUE,FALSE,TRUE,OBJ-VC,MAIN|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,AFTER
said,vowed,say,vow,VVD|VVD,v|v,B-VP|I-VP,O|O,TRUE,TRUE,3,0,REPORTING|I_ACTION,PAST|PAST,NONE|NONE,pos|pos,FALSE,TRUE,TRUE,TRUE,COORD-CONJ,MAIN|O,O|O,O|O,CAUSE-AMBIGUOUS|BETWEEN,OBJ-VC|O,NOCOREF,0.5201906644976,SIMULTANEOUS
said,show,say,show,VVD|VVI,v|v,B-VP|I-VP,O|O,FALSE,TRUE,4,0,REPORTING|OCCURRENCE,PAST|INFINITIVE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,COORD-CONJ-OPRD-IM-OBJ,MAIN|O,O|O,O|O,CAUSE-AMBIGUOUS|BETWEEN,OBJ-VC|O,COREF,0.0,BEFORE
said,efforts,say,effort,VVD|NN2,v|n,B-VP|I-NP,O|O,FALSE,FALSE,5,0,REPORTING|OCCURRENCE,PAST|PRESENT,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,COORD-CONJ-OPRD-IM-OBJ-COORD-CONJ-OBJ,MAIN|O,still|BETWEEN,COORD-CONJ-OPRD-IM-OBJ-OBJ-NMOD-AMOD|O,CAUSE-AMBIGUOUS|BETWEEN,COORD-CONJ-OPRD-IM-OBJ-COORD-CONJ|OBJ,NOCOREF,0.0,BEFORE
said,clean,say,clean,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,6,0,REPORTING|OCCURRENCE,PAST|INFINITIVE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,COORD-CONJ-OPRD-IM-OBJ-COORD-CONJ-OBJ-NMOD-IM,MAIN|O,still|BETWEEN,COORD-CONJ-OPRD-IM-OBJ-OBJ-NMOD-AMOD|O,CAUSE-AMBIGUOUS|BETWEEN,COORD-CONJ-OPRD-IM-OBJ-COORD-CONJ|OBJ-NMOD-IM,NOCOREF,0.0,BEFORE
hit,led,hit,lead,NN1|VVD,n|v,I-NP|B-VP,O|O,FALSE,FALSE,1,0,OCCURRENCE|OCCURRENCE,NONE|PAST,NONE|NONE,NONE|pos,TRUE,FALSE,TRUE,FALSE,TMP-PMOD-NMOD,O|MAIN,then|AFTER,O|OBJ-SBJ-TMP,after|BETWEEN,PMOD-NMOD|TMP,NOCOREF,0.08968650310495033,BEFORE
led,comply,lead,comply,VVD|VVB,v|v,B-VP|I-VP,O|O,FALSE,TRUE,3,1,OCCURRENCE|I_STATE,PAST|FUTURE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,MAIN|O,then|BEGIN-BETWEEN,OBJ-SBJ-TMP|O,after|BEGIN-BEFORE,TMP|O,NOCOREF,-0.0,BEFORE
led,put,lead,put,VVD|VVD,v|v,B-VP|B-VP,O|O,TRUE,TRUE,1,0,OCCURRENCE|OCCURRENCE,PAST|PAST,NONE|NONE,pos|pos,TRUE,TRUE,TRUE,TRUE,OBJ,MAIN|O,then|BETWEEN,OBJ-SBJ-TMP|SBJ-TMP,therefore|BETWEEN,OBJ-SBJ-TMP|SBJ-TMP,COREF,0.0,SIMULTANEOUS
comply,resisted,comply,resist,VVB|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,1,0,I_STATE|I_ACTION,FUTURE|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,TMP-SUB,O|O,since|BETWEEN,VC-TMP|SUB,since|BETWEEN,VC-TMP|SUB,NOCOREF,-0.0,AFTER
exert,pushed,exert,push,VVI|VVN,v|v,B-VP|B-VP,O|O,FALSE,TRUE,3,1,OCCURRENCE|OCCURRENCE,PRESENT|PASTPART,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,O,MAIN|MAIN,during|BEGIN-BETWEEN,O|TMP,as|BEGIN-BEFORE,ADV|O,NOCOREF,-0.0,INCLUDES
exit,effect,exit,effect,NN1|NN1,n|n,I-NP|I-NP,O|O,TRUE,TRUE,2,0,OCCURRENCE|OCCURRENCE,PAST|PRESENT,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,O,O|O,if|BETWEEN,O|O,if|BETWEEN,O|O,NOCOREF,0.072673736959703,BEFORE
comes,resulting,come,result,NN0|VVG,v|v,B-VP|B-VP,O|O,FALSE,TRUE,5,2,OCCURRENCE|OCCURRENCE,PRESENT|PRESPART,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,O,O|O,O|O,O|O,if|BEGIN-BETWEEN,SUB|O,NOCOREF,0.0,BEFORE
exit,indebted,exit,indebted,NN1|AJ0,n|adj,I-NP|I-ADJP,O|O,FALSE,FALSE,3,0,OCCURRENCE|STATE,PAST|NONE,NONE|NONE,pos|NONE,FALSE,FALSE,TRUE,FALSE,O,O|O,if|BETWEEN,O|O,if|BETWEEN,O|O,NOCOREF,0.0,IS_INCLUDED
comes,disaster,come,disaster,NN0|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,4,1,OCCURRENCE|OCCURRENCE,PRESENT|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,O,O|O,O|O,O|O,if|BEGIN-BETWEEN,SUB|O,NOCOREF,0.0,AFTER
resulting,collapse,result,collapse,VVG|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,1,0,OCCURRENCE|OCCURRENCE,PRESPART|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,ADV-PMOD,O|O,O|O,O|O,from|BETWEEN,ADV|PMOD,NOCOREF,-0.0,AFTER
resulting,return,result,return,VVG|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,2,0,OCCURRENCE|OCCURRENCE,PRESPART|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,ADV-PMOD-COORD-CONJ,O|O,former|AFTER,ADV-PMOD-COORD-CONJ-NMOD-PMOD-NMOD|NMOD-PMOD-NMOD,from|BETWEEN,ADV|PMOD-COORD-CONJ,NOCOREF,-0.0,AFTER
resulting,havoc,result,havoc,VVG|NN1,v|n,B-VP|I-NP,O|O,FALSE,FALSE,3,0,OCCURRENCE|STATE,PRESPART|NONE,NONE|NONE,pos|NONE,FALSE,FALSE,TRUE,FALSE,O,O|O,former|BETWEEN,ADV-PMOD-COORD-CONJ-NMOD-PMOD-NMOD|O,from|BETWEEN,ADV|O,NOCOREF,-0.0,SIMULTANEOUS
resulting,created,result,create,VVG|VVN,v|v,B-VP|I-VP,O|O,FALSE,TRUE,4,0,OCCURRENCE|ASPECTUAL,PRESPART|NONE,NONE|PERFECTIVE,pos|pos,FALSE,FALSE,FALSE,TRUE,O,O|O,former|BETWEEN,ADV-PMOD-COORD-CONJ-NMOD-PMOD-NMOD|O,from|BETWEEN,ADV|O,NOCOREF,-0.0,AFTER
created,bailed,create,bail,VVN|VVN,v|v,I-VP|I-VP,O|O,TRUE,TRUE,1,0,ASPECTUAL|OCCURRENCE,NONE|NONE,PERFECTIVE|PERFECTIVE,pos|neg,FALSE,TRUE,TRUE,FALSE,ADV-VC-VC,O|O,O|O,O|O,O|O,O|O,NOCOREF,0.0,BEFORE
resulting,bailed,result,bail,VVG|VVN,v|v,B-VP|I-VP,O|O,FALSE,TRUE,5,0,OCCURRENCE|OCCURRENCE,PRESPART|NONE,NONE|PERFECTIVE,pos|neg,TRUE,FALSE,FALSE,FALSE,O,O|O,former|BETWEEN,ADV-PMOD-COORD-CONJ-NMOD-PMOD-NMOD|O,from|BETWEEN,ADV|O,NOCOREF,-0.0,AFTER
havoc,bailed,havoc,bail,NN1|VVN,n|v,I-NP|I-VP,O|O,FALSE,FALSE,2,0,STATE|OCCURRENCE,NONE|NONE,NONE|PERFECTIVE,NONE|neg,FALSE,TRUE,FALSE,FALSE,NMOD-SUB-VC-VC-ADV-VC-VC,O|O,former|BETWEEN,O|O,O|O,O|O,NOCOREF,0.06948870388091045,AFTER
fail,creates,fail,create,VVB|NN0,v|v,I-VP|B-VP,O|O,FALSE,TRUE,2,0,OCCURRENCE|STATE,INFINITIVE|PRESENT,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,O|O,O|O,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
creates,struggling,create,struggle,NN0|VVG,v|v,B-VP|B-VP,O|O,FALSE,TRUE,3,2,STATE|STATE,PRESENT|PRESPART,NONE|NONE,pos|pos,TRUE,FALSE,TRUE,TRUE,O,O|O,still|BEGIN-BETWEEN,O|TMP,O|O,O|O,NOCOREF,-0.0,SIMULTANEOUS
recover,collapse,recover,collapse,VVB|NN1,v|n,I-VP|I-NP,O|O,FALSE,FALSE,1,0,OCCURRENCE|OCCURRENCE,INFINITIVE|NONE,NONE|NONE,pos|NONE,TRUE,FALSE,TRUE,FALSE,ADV-PMOD,O|O,still|BEGIN,O|O,from|BETWEEN,ADV|PMOD,NOCOREF,-0.0,AFTER
mount,forming,mount,form,NN1|VVG,v|v,B-VP|I-VP,O|O,FALSE,TRUE,2,0,OCCURRENCE|OCCURRENCE,PRESENT|PRESENT,NONE|PROGRESSIVE,pos|pos,TRUE,TRUE,FALSE,TRUE,LOC-PMOD-NMOD-PMOD-NMOD-IM-OBJ-VC,MAIN|O,as|BETWEEN,SBJ-NMOD|O,CAUSE-AMBIGUOUS|BETWEEN,LOC-PMOD-NMOD-PMOD-NMOD-IM|OBJ-VC,NOCOREF,-0.0,BEFORE
make,forming,make,form,VVB|VVG,v|v,B-VP|I-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|OCCURRENCE,PRESENT|PRESENT,NONE|PROGRESSIVE,pos|pos,TRUE,TRUE,FALSE,TRUE,OBJ-VC,O|O,as|BEGIN,O|O,O|O,O|O,NOCOREF,0.0898492474782292,BEFORE
forming,said,form,say,VVG|VVD,v|v,I-VP|B-VP,O|O,FALSE,TRUE,6,1,OCCURRENCE|REPORTING,PRESENT|PAST,PROGRESSIVE|NONE,pos|pos,FALSE,FALSE,FALSE,TRUE,O,O|MAIN,as|BEGIN-BETWEEN,O|O,O|O,O|O,NOCOREF,0.0,SIMULTANEOUS
forming,sent,form,send,VVG|VVN,v|v,I-VP|I-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|OCCURRENCE,PRESENT|PAST,PROGRESSIVE|NONE,pos|pos,TRUE,FALSE,FALSE,TRUE,OBJ-SUB-VC-VC,O|O,as|BEGIN,O|O,O|O,O|O,NOCOREF,-0.0,BEFORE
forming,start,form,start,VVG|VVB,v|v,I-VP|I-VP,O|O,FALSE,TRUE,2,0,OCCURRENCE|ASPECTUAL,PRESENT|PRESENT,PROGRESSIVE|NONE,pos|pos,FALSE,TRUE,FALSE,TRUE,OBJ-SUB-COORD-CONJ-VC,O|O,as|BEGIN,O|O,CAUSE-AMBIGUOUS|BETWEEN,VC-OBJ-SUB-VC-VC|O,NOCOREF,0.10670661244327906,BEFORE
losses,survive,los,survive,NN2|VVB,n|v,B-NP|I-VP,O|O,FALSE,FALSE,1,0,I_ACTION|OCCURRENCE,PRESPART|INFINITIVE,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,O,O|O,as|BEGIN,O|O,O|O,O|O,NOCOREF,0.0,BEFORE
forming,survive,form,survive,VVG|VVB,v|v,I-VP|I-VP,O|O,FALSE,TRUE,4,0,OCCURRENCE|OCCURRENCE,PRESENT|INFINITIVE,PROGRESSIVE|NONE,pos|pos,TRUE,FALSE,FALSE,TRUE,OBJ-SUB-COORD-CONJ-VC-OPRD-PRP-IM,O|O,as|BEGIN,O|O,CAUSE|BETWEEN,VC-OBJ-SUB-COORD-CONJ-VC|OPRD-PRP-IM,NOCOREF,-0.0,BEFORE
remove,said,remove,say,VVB|VVD,v|v,B-VP|B-VP,O|O,FALSE,TRUE,1,0,OCCURRENCE|REPORTING,PRESENT|PAST,NONE|NONE,pos|pos,FALSE,FALSE,TRUE,TRUE,OBJ-COORD-OBJ-NMOD-IM,O|MAIN,former|AFTER,O|SBJ-APPO-NMOD,O|O,O|O,NOCOREF,0.0,BEFORE
