token_e1,token_e2,lemma_e1,lemma_e2,pos_e1|pos_e2,mainpos_e1|mainpos_e2,chunk_e1|chunk_e2,ner_e1|ner_e2,same_pos,same_mainpos,ent_distance,sent_distance,ent_order,evclass_e1,tense-aspect_e1,pol_e1,tmxtype-value_e2,tmxdct_e2,deprel,ismainverb,temp_marker-position,temp_marker_deprel,timexrule, label
expressed,O,express,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PAST|NONE,pos,TIME|NNNN-NN-NNTNN:NN:NN,TRUE,O,MAIN,O|O,O,O,BEFORE
joined,O,join,O,VVD|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PAST|NONE,pos,TIME|NNNN-NN-NNTNN:NN:NN,TRUE,O,O,O|O,O,O,BEFORE
found,O,find,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_STATE,PAST|NONE,pos,TIME|NNNN-NN-NNTNN:NN:NN,TRUE,O,O,O|O,O,O,BEFORE
agree,this_week,agree,this_week,VVB|AT0_NN1,v|pron_n,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,14,8,AFTER,I_ACTION,INFINITIVE|NONE,pos,DATE|NNNN-WNN,FALSE,O,MAIN,O|O,O,O,IS_INCLUDED
providing,O,provide,O,VVG|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PRESPART|NONE,pos,TIME|NNNN-NN-NNTNN:NN:NN,TRUE,O,O,O|O,O,O,BEFORE
chose,O,choose,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PAST|NONE,pos,TIME|NNNN-NN-NNTNN:NN:NN,TRUE,O,MAIN,O|O,O,O,BEFORE
supported,O,support,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PAST|NONE,pos,TIME|NNNN-NN-NNTNN:NN:NN,TRUE,O,O,O|O,O,O,BEFORE
cover,O,cover,O,VVB|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,O|O,O,TIME|NNNN-NN-NNTNN:NN:NN,TRUE,O,MAIN,O|O,O,O,BEFORE
managed,O,manage,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PAST|NONE,pos,TIME|NNNN-NN-NNTNN:NN:NN,TRUE,O,MAIN,O|O,O,O,BEFORE
facing,O,face,O,VVG|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_STATE,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,IS_INCLUDED
reinstated,O,reinstate,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,ASPECTUAL,PRESENT|PERFECTIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
convicted,nineteen_ninety-one,convict,nineteen_ninety-one,VVN|CRD,v|n_O,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN,FALSE,TMP-PMOD,MAIN,O|O,O|O,O,IS_INCLUDED
bought,nineteen_ninety-one,buy,nineteen_ninety-one,VVD|CRD,v|n_O,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,4,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN,FALSE,O,O,O|O,O|O,O,BEFORE
thrown,nineteen_ninety-six,throw,nineteen_ninety-six,VVN|CRD,v|n_O,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN,FALSE,VC-DIR-PMOD,MAIN,O|O,O|O,O,IS_INCLUDED
parole,O,parole,O,NN1|O,n|O,B-NP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
ruled,Now,rule,now,VVN|AV0,v|adv,I-VP|B-ADVP,O|O,FALSE,FALSE,1,0,AFTER,I_ACTION,PRESENT|PERFECTIVE,pos,DATE|PRESENT_REF,FALSE,TMP,MAIN,O|O,O|O,O,SIMULTANEOUS
quiz,today,quiz,today,NN1|NN1,n|n,I-NP|B-NP,O|O,TRUE,TRUE,1,0,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,NMOD,O,O|O,O|O,O,SIMULTANEOUS
search,O,search,O,NN1|O,n|O,B-NP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,IS_INCLUDED
used,O,use,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,NONE|PERFECTIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
invaded,nineteen_seventy-nine,invade,nineteen_seventy-nine,VVD|AJ0,v|adj_O,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN,FALSE,O,O,when|BEFORE,TMP|TMP-TMP,O,INCLUDES
destroyed,nineteen_seventy-nine,destroyed,nineteen_seventy-nine,AJ0|AJ0,adj|adj_O,I-VP|B-NP_I-NP,O|O,TRUE,FALSE,2,1,AFTER,OCCURRENCE,O|O,O,DATE|NNNN,FALSE,O,O,O|O,O,O,INCLUDES
dominated,centuries,dominate,century,VVD|NN2,v|n,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DURATION|PXC,FALSE,OBJ-NMOD-PMOD,O,O|O,O|O,O,IS_INCLUDED
kept,more_than_two_thousand_years,keep,much_than_two_thousand_year,VVN|AJC_PRP_CRD_NN2,v|adj_conj_adj_n,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PRESENT|PERFECTIVE,pos,DURATION|PNL,FALSE,VC-TMP-PMOD,MAIN,O|O,O|O,O,IS_INCLUDED
speak,today,speak,today,VVI|NN1,v|n,B-VP|B-NP,O|O,FALSE,FALSE,13,8,AFTER,I_ACTION,PRESENT|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,MAIN,O|O,O,O,IS_INCLUDED
have,today,have,today,VVI|NN1,v|n,I-VP|B-NP,O|O,FALSE,FALSE,14,8,AFTER,STATE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
Think,today,think,today,VVB|NN1,v|n,B-VP|B-NP,O|O,FALSE,FALSE,15,9,AFTER,I_STATE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,MAIN,O|O,O,O,IS_INCLUDED
coming,a_few_minutes,come,a_few_minute,VVG|AT0_AJ0_NN2,v|art_adj_n,I-VP|I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PRESENT|PROGRESSIVE,pos,DURATION|PXM,FALSE,VC-DIR-AMOD-PMOD,O,in|BETWEEN,VC-DIR-AMOD|PMOD,O,BEFORE
bolstering,O,bolster,O,VVG|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
patrolling,now,patrol,now,VVG|AV0,v|adv,B-VP|B-ADVP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PRESENT|PROGRESSIVE,pos,DATE|PRESENT_REF,FALSE,TMP,MAIN,O|O,O|O,O,IS_INCLUDED
demonstrating,today,demonstrate,today,VVG|NN1,v|n,I-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PRESENT|PERFECTIVE_PROGRESSIVE,pos,DATE|NNNN-NN-NN,FALSE,VC-VC-TMP,MAIN,in|BETWEEN,VC-VC|TMP,O,IS_INCLUDED
warning,O,warn,O,VVG|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
reports,O,report,O,NN2|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,IS_INCLUDED
say,O,say,O,VVI|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,IS_INCLUDED
cascaded,today,cascade,today,VVD|NN1,v|n,B-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,when|BEFORE,TMP|O,O,IS_INCLUDED
say,O,say,O,VVI|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,IS_INCLUDED
slipping,O,slip,O,VVG|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
say,O,say,O,VVI|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,IS_INCLUDED
called,O,call,O,VVN|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PRESENT|PERFECTIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
expelled,O,expel,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PASTPART|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,AFTER
killings,last_week,killing,last_week,NN2|AJ0_NN1,n|adj_n,I-NP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,O|O,O,DATE|NNNN-WNN,FALSE,O,O,in|BETWEEN,O|O,O,IS_INCLUDED
used,O,use,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,FUTURE|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,AFTER
decision,O,decision,O,NN1|O,n|O,I-NP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,AFTER
vote,Tomorrow,vote,tomorrow,VVB|NP0,v|n,I-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,I_ACTION,FUTURE|NONE,pos,DATE|NNNN-NN-NN,FALSE,SBJ,MAIN,O|O,O|O,O,IS_INCLUDED
gunfire,O,gunfire,O,NN1|O,n|O,I-NP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,IS_INCLUDED
offensive,O,offensive,O,NN1|O,n|O,I-NP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,INCLUDES
reports,O,report,O,NN2|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,IS_INCLUDED
afraid,O,afraid,O,AJ0|O,adj|O,I-ADJP|O,O|O,FALSE,FALSE,-1,-1,O,I_STATE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
informed,O,inform,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PRESENT|PERFECTIVE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
said,Monday,say,monday,VVD|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,MAIN,O|O,O|O,O,IS_INCLUDED
told,Wednesday,tell,wednesday,VVN|NP0,v|n,I-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,VC-OBJ,O,O|O,O|O,O,IS_INCLUDED
said,Monday,say,monday,VVD|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,5,1,AFTER,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,MAIN,O|O,O,O,IS_INCLUDED
said,Monday,say,monday,VVD|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,6,2,AFTER,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,MAIN,O|O,O,O,BEFORE
sought,Monday,seek,monday,VVD|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,7,3,AFTER,I_ACTION,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,MAIN,O|O,O,O,BEFORE
outnumber,O,outnumber,O,VVI|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,IS_INCLUDED
described,Monday,describe,monday,VVD|NP0,v|pn,B-VP|I-NP,O|O,FALSE,FALSE,1,0,AFTER,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,SBJ-APPO,MAIN,O|O,O|O,O,IS_INCLUDED
said,Monday,say,monday,VVD|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,24,6,AFTER,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,MAIN,O|O,O,O,BEFORE
met,last_week,meet,last_week,VVD|AJ0_NN1,v|adj_n,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-WNN,FALSE,TMP,O,after|AFTER,TMP|O,O,IS_INCLUDED
encountering,O,encounter,O,VVG|O,v|O,B-ADJP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,IS_INCLUDED
on,Monday,on,monday,PRP|NP0,prep|pn,B-PP|B-NP,O|O,FALSE,FALSE,2,0,BEFORE,STATE,O|O,O,DATE|NNNN-NN-NN,FALSE,O,O,on|BETWEEN,O|O,O,IS_INCLUDED
said,Monday,say,monday,VVD|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,MAIN,O|O,O|O,O,IS_INCLUDED
calling,Monday,call,monday,VVG|NP0,v|pn,I-VP|B-NP,O|O,FALSE,FALSE,3,1,AFTER,OCCURRENCE,PRESPART|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
met,Sunday,meet,sunday,VVD|NP0,v|n,B-VP|I-NP,O|organization,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,ADV-PMOD,O,O|O,O|O,O,IS_INCLUDED
reports,O,report,O,NN2|O,n|O,I-NP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,IS_INCLUDED
rally,two_day,rally,two_day,NN1|CRD_NN1,n|adj_n,B-ADVP|I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,O|O,O,DURATION|PND,FALSE,NMOD,O,as|BEGIN,O|O,O,IS_INCLUDED
compete,this_year,compete,this_year,VVB|AT0_NN1,v|pron_n,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,INFINITIVE|NONE,pos,DATE|NNNN,FALSE,LOC-PMOD-NMOD,O,to|BETWEEN,IM|IM-LOC-PMOD-NMOD,O,IS_INCLUDED
says,O,say,O,NN0|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,IS_INCLUDED
rally,two_day,rally,two_day,NN1|CRD_NN1,n|adj_n,B-PP|I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,O|O,O,DURATION|PND,FALSE,NMOD,O,O|O,O|O,O,IS_INCLUDED
state,two_days,state,two_day,VVI|CRD_NN2,v|adj_n,I-NP|I-NP,O|O,FALSE,FALSE,1,0,BEFORE,REPORTING,O|O,O,DURATION|PND,FALSE,TMP,O,O|O,O|O,O,BEFORE
gathered,O,gather,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
announced,O,announce,O,VVN|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|PERFECTIVE,neg,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
expansion,O,expansion,O,NN1|O,n|O,I-NP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
mentioned,O,mention,O,VVN|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PASTPART|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
used,O,use,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
says,O,say,O,NN0|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
rise,the_past_year,rise,the_past_year,NN1|AT0_AJ0_NN1,n|art_adj_n,I-NP|B-NP_I-NP,O|O,FALSE,FALSE,2,0,BEFORE,OCCURRENCE,O|O,O,DATE|NNNN,FALSE,LOC-PMOD-TMP-PMOD,O,in|BETWEEN,LOC-PMOD-NMOD-PMOD-LOC|O,O,IS_INCLUDED
monitored,O,monitor,O,VVN|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PRESENT|PERFECTIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
followed,More_recently,follow,much_recently,VVN|NN0_AV0,v|adj_adv,I-VP|B-ADVP_I-ADVP,O|O,FALSE,FALSE,1,0,AFTER,I_ACTION,PRESENT|PERFECTIVE,pos,DATE|PAST_REF,FALSE,TMP,MAIN,O|O,O|O,O,IS_INCLUDED
grew,last_year,grow,last_year,VVD|AJ0_NN1,v|adj_n,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN,FALSE,TMP,O,O|O,O|O,O,IS_INCLUDED
dropping,the_nineties,drop,the_ninety,VVG|AT0_NN2,v|art_n,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PRESPART|NONE,pos,DATE|NNN,FALSE,DIR-PMOD,O,O|O,O|O,O,IS_INCLUDED
jumped,this_year,jump,this_year,VVD|AT0_NN1,v|pron_n,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN,FALSE,TMP,O,O|O,O|O,O,IS_INCLUDED
helped,O,help,O,VVN|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_STATE,PRESENT|PERFECTIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
sold,a_year,sell,a_year,VVN|AT0_NN1,v|art_n,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PASTPART|NONE,pos,SET|PNY,FALSE,O,O,O|O,O|O,O,IS_INCLUDED
joining,O,join,O,VVG|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
received,O,receive,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
crimes,last_year,crimes,last_year,NN0|AJ0_NN1,n|adj_n,I-NP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,O|O,O,DATE|NNNN,FALSE,O,O,O|O,O|O,O,IS_INCLUDED
beginning,now,begin,now,VVG|AV0,v|adv,B-VP|B-ADVP,O|O,FALSE,FALSE,1,0,AFTER,ASPECTUAL,PRESENT|PROGRESSIVE,pos,DATE|PRESENT_REF,FALSE,TMP,O,O|O,O|O,O,IS_INCLUDED
have,the_past,have,the_past,VVI|AT0_NN1,v|art_n,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,REPORTING,PRESENT|NONE,pos,DATE|PAST_REF,FALSE,TMP-PMOD,O,O|O,O|O,O,IS_INCLUDED
have,now,have,now,VVI|AV0,v|adv,B-VP|B-ADVP,O|O,FALSE,FALSE,4,0,AFTER,REPORTING,PRESENT|NONE,pos,DATE|PRESENT_REF,FALSE,O,O,O|O,O|O,O,BEFORE
organized,O,organize,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
says,O,say,O,NN0|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
make,O,make,O,VVB|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,STATE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,INCLUDES
says,O,say,O,NN0|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
violations,the_past_twenty_years,violation,the_past_twenty_year,NN2|AT0_AJ0_CRD_NN2,n|art_adj_n,I-NP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,O|O,O,DURATION|PNNY,FALSE,O,O,O|O,O|O,O,IS_INCLUDED
equal,today,equal,today,AJ0|NN1,adj|n,B-ADJP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,STATE,O|O,O,DATE|PRESENT_REF,FALSE,TMP,O,to|AFTER,SBJ-NMOD|O,O,IS_INCLUDED
dependent,O,dependent,O,AJ0|O,adj|O,I-ADJP|O,O|O,FALSE,FALSE,-1,-1,O,I_STATE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,IS_INCLUDED
facing,O,face,O,VVG|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,IS_INCLUDED
says,O,say,O,NN0|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,IS_INCLUDED
says,O,say,O,NN0|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,IS_INCLUDED
appealing,O,appeal,O,VVG|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,IS_INCLUDED
bloodletting,O,bloodletting,O,VVG|O,O|O,I-NP|O,O|O,FALSE,TRUE,-1,-1,O,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,IS_INCLUDED
says,O,say,O,NN0|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
talks,next_week,talk,next_week,NN2|AJ0_NN1,n|adj_n,I-NP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-WNN,FALSE,NMOD,O,O|O,O|O,O,IS_INCLUDED
meet,Monday,meet,monday,VVI|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,FALSE,SBJ-COORD-CONJ-POSTHON,MAIN,O|O,O|O,O,IS_INCLUDED
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
asked,O,ask,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,AFTER
called,O,call,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
announced,yesterday,announce,yesterday,VVD|NN1,v|n,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,MAIN,O|O,O|O,O,IS_INCLUDED
withdraw,yesterday,withdraw,yesterday,VVB|NN1,v|n,I-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,FUTURE|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,AFTER
hopes,O,hope,O,NN0|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_STATE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,IS_INCLUDED
imposed,yesterday,impose,yesterday,VVN|NN1,v|n,I-VP|B-NP,O|O,FALSE,FALSE,5,0,AFTER,OCCURRENCE,PRESENT|PERFECTIVE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,INCLUDES
disclosed,yesterday,disclose,yesterday,VVD|NN1,v|n,B-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,MAIN,O|O,O|O,O,IS_INCLUDED
asked,yesterday,ask,yesterday,VVN|NN1,v|n,B-VP|B-NP,O|O,FALSE,FALSE,2,0,AFTER,I_ACTION,PRESENT|PERFECTIVE,pos,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,BEFORE
triggers,O,trigger,O,NN2|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,ASPECTUAL,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,IS_INCLUDED
